Unnamed: 0,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,#ERROR!,SALARY,Player_Comp_Share
106,Derrick Williams,MIN,22,78,29,49,24.6,12,4.3,10.1,43,0.8,2.5,33.2,2.5,3.5,70.6,1.2,4.3,5.5,0.6,1.3,0.6,0.5,1.6,21.3,8,0,-2.5,4809840,0.002068214654
107,Kawhi Leonard,SAS,22,58,43,15,31.2,11.9,4.5,9.1,49.4,1.1,3,37.4,1.8,2.2,82.5,1.1,4.9,6,1.6,1.1,1.7,0.6,1.7,27,6,0,6.2,1809840,0.0007782249742
108,Joakim Noah,CHI,28,66,36,30,36.8,11.9,4.6,9.5,48.1,0,0.1,0,2.7,3.6,75.1,3.9,7.2,11.1,4,2.7,1.2,2.1,2.8,38.4,33,2,0.9,11100000,0.004772961816
109,Roy Hibbert,IND,26,79,49,30,28.7,11.9,4.9,10.9,44.8,0,0.1,25,2.1,2.8,74.1,3.7,4.6,8.3,1.4,2.1,0.5,2.6,3.5,31.2,23,1,4.9,13668750,0.00587751548
110,Manu Ginobili,SAS,35,60,45,15,23.2,11.8,3.8,9,42.5,1.4,3.9,35.3,2.7,3.4,79.6,0.5,2.9,3.4,4.6,2.2,1.3,0.2,1.9,25.1,1,0,3.9,14107492,0.006066173031
111,Tristan Thompson,CLE,22,82,24,58,31.3,11.7,4.8,9.7,48.8,0,0,0,2.2,3.5,60.8,3.7,5.7,9.4,1.3,1.5,0.7,0.9,2.9,28.3,31,0,-2.9,3894240,0.001674509804
112,Kyle Lowry,TOR,27,68,27,41,29.7,11.6,3.7,9.2,40.1,1.5,4.1,36.2,2.8,3.5,79.5,0.8,3.9,4.7,6.4,2.3,1.4,0.4,3.2,29.8,11,1,0.6,5750000,0.00247248022
113,Jordan Crawford,BOS,24,70,23,47,24.4,11.6,4.3,10.4,41.5,1.2,3.5,33.7,1.8,2.3,81.1,0.6,2.4,3,3.2,2,0.6,0.1,1.5,20,1,1,-2.4,1198680,0.0005154282766
114,Kenneth Faried,DEN,23,80,55,25,28.1,11.5,4.8,8.6,55.2,0,0,0,2,3.3,61.3,3.3,5.9,9.2,1,1.4,1,1,2.9,28.7,31,0,2.7,1311240,0.0005638286894
115,Rodney Stuckey,DET,27,76,24,52,28.6,11.5,4,9.8,40.6,0.7,2.4,30.2,2.8,3.6,78.3,0.6,2.2,2.8,3.6,1.8,0.7,0.2,1.7,21.1,1,0,-3.8,8500000,0.00365497076
116,Luke Ridnour,MIN,32,82,31,51,30.2,11.5,4.5,9.9,45.3,0.8,2.6,31.1,1.7,2,84.8,0.5,2,2.5,3.8,1.6,1,0.2,2.3,22.1,2,0,-1.6,4000000,0.00171998624
117,Martell Webster,WAS,26,76,28,48,28.9,11.4,3.7,8.4,44.2,1.8,4.3,42.2,2.2,2.6,84.8,0.7,3.2,3.9,1.9,1.2,0.6,0.2,2.2,20.3,1,0,-0.4,5150000,0.002214482284
118,Robin Lopez,NOH,25,82,27,55,26,11.3,4.7,8.8,53.4,0,0,0,2,2.5,77.8,2.8,2.9,5.6,0.8,1.3,0.4,1.6,2,23.8,9,0,-1.7,4899293,0.002106679137
119,Jose Calderon,DET,31,73,23,50,29.6,11.3,4.3,8.7,49.1,1.8,3.9,46.1,1,1.1,90,0.3,2.1,2.4,7.1,1.7,0.8,0.1,1.4,25.8,11,2,-3.4,11046591,0.00474999613
120,J.J. Barea,MIN,29,74,29,45,23.1,11.3,4.3,10.2,41.7,1.3,3.8,34.6,1.4,1.8,78.4,0.5,2.3,2.8,4,2,0.4,0,1.8,19.9,1,0,-0.9,4493500,0.001932189542
121,CJ Miles,CLE,26,65,19,46,21,11.2,3.9,9.4,41.5,1.9,5,38.4,1.4,1.6,86.9,0.4,2.3,2.7,1,1.1,0.8,0.3,2.1,17.9,0,0,-1.3,2225000,0.0009567423461
122,Ben Gordon,CHA,30,75,19,56,20.8,11.2,4.1,10.1,40.8,1.5,3.9,38.7,1.4,1.7,84.3,0.2,1.5,1.7,1.9,1.8,0.5,0.2,1.8,16.3,0,0,-5.7,13200000,0.005675954592
123,Marcin Gortat,PHX,29,61,21,40,30.8,11.1,4.8,9.3,52.1,0,0,0,1.5,2.3,65.2,2.1,6.4,8.5,1.2,1.6,0.7,1.6,2.1,28.3,17,0,-3.3,7727280,0.003322703818
124,Spencer Hawes,PHI,25,82,34,48,27.2,11,4.6,9.9,46.4,0.4,1.1,35.6,1.5,1.9,77.7,2.1,5.1,7.2,2.2,1.6,0.3,1.4,2.8,26.4,19,0,-1.7,6500000,0.00279497764
125,Tobias Harris,ORL,20,55,16,39,23.6,11,4.2,9.3,45.5,0.6,2,31.5,1.9,2.5,75.2,1.3,3.9,5.2,1.3,1.2,0.6,0.8,2.2,22.1,9,0,-3.1,1545840,0.0006647058824
126,Kyle Korver,ATL,32,74,41,33,30.5,10.9,3.7,8.1,46.1,2.6,5.6,45.7,0.9,1.1,85.9,0.3,3.6,4,2,0.9,0.9,0.5,2.3,22,0,0,2.7,5000000,0.0021499828
127,Ray Allen,MIA,37,79,63,16,25.8,10.9,3.7,8.2,44.9,1.8,4.2,41.9,1.8,2,88.6,0.5,2.2,2.7,1.7,1.3,0.8,0.2,1.6,18.6,0,0,2.2,3229050,0.001388480392
128,Jared Dudley,PHX,27,79,24,55,27.5,10.9,4,8.5,46.8,1.3,3.4,39.1,1.6,2.1,79.6,1,2.1,3.1,2.6,1.3,0.9,0.1,1.6,20.3,1,0,-1.6,4250000,0.00182748538
129,Jason Thompson,SAC,26,82,28,54,27.9,10.9,4.6,9.1,50.2,0,0,0,1.7,2.5,69.4,2.1,4.6,6.7,1,1.2,0.6,0.7,2.8,23.2,13,0,-3,5250000,0.00225748194
130,Carl Landry,GSW,29,81,46,35,23.2,10.8,4,7.4,54,0,0,33.3,2.8,3.4,81.7,2.2,3.7,6,0.8,1.4,0.4,0.4,2.3,20.2,7,0,-0.1,4000000,0.00171998624
131,Randy Foye,UTA,29,82,43,39,27.4,10.8,3.6,9,39.7,2.2,5.3,41,1.4,1.8,81.9,0.2,1.3,1.5,2,1.1,0.8,0.3,2.3,18,0,0,-1,2500000,0.0010749914
132,Ricky Rubio,MIN,22,57,18,39,29.7,10.7,3.2,9,36,0.5,1.6,29.3,3.7,4.6,79.9,0.8,3.2,4,7.3,3,2.4,0.1,2.5,30.9,13,1,-1.5,3741120,0.001608668731
133,Alan Anderson,TOR,30,65,31,34,23,10.7,3.6,9.5,38.3,1.5,4.4,33.3,1.9,2.3,85.7,0.5,1.8,2.3,1.6,1.2,0.7,0.1,2,17.1,0,0,-1.2,854389,0.0003673843309
134,Nick Young,PHI,28,59,23,36,23.9,10.6,3.8,9.2,41.3,1.3,3.6,35.7,1.8,2.2,82,0.4,1.8,2.2,1.4,0.8,0.6,0.2,1.4,17.1,0,0,-1.6,5600000,0.002407980736
135,Byron Mullens,CHA,24,53,13,40,26.9,10.6,4.1,10.6,38.5,1.2,3.9,31.7,1.2,1.9,64.6,1.3,5,6.4,1.5,1.4,0.6,0.6,2.1,22.9,8,0,-7.9,,
136,Carlos Delfino,HOU,30,67,38,29,25.2,10.6,3.7,9.3,40.5,2.4,6.3,37.5,0.7,0.8,85.7,0.3,3,3.3,2,1.1,1,0.1,1.7,19.9,0,0,3.7,3000000,0.00128998968
137,Jason Richardson,PHI,32,33,13,20,28.4,10.5,4.1,10.2,40.2,1.7,5.1,34.1,0.6,1,60.6,0.6,3.3,3.8,1.5,0.8,1.2,0.5,1.7,21.7,0,0,-0.3,5799625,0.002493818799
138,Chris Kaman,DAL,31,66,31,35,20.7,10.5,4.7,9.3,50.7,0,0,0,1,1.3,78.8,1.5,4.2,5.6,0.8,1.6,0.4,0.8,2.1,20.5,3,0,-1.9,8000000,0.00343997248
139,Danny Green,SAS,26,80,57,23,27.5,10.5,3.7,8.3,44.8,2.2,5.2,42.9,0.8,1,84.8,0.5,2.6,3.1,1.8,1.2,1.2,0.7,1.6,21.1,0,0,3.9,3500000,0.00150498796
140,Mike Dunleavy,MIL,32,75,33,42,25.9,10.5,3.7,8.3,44.2,1.7,4,42.8,1.4,1.7,82,0.4,3.5,3.9,1.9,1.2,0.5,0.5,1.8,19.8,1,0,1.3,3183000,0.001368679051
141,Shannon Brown,PHX,27,59,17,42,23.8,10.5,4.1,9.7,42,0.7,2.4,27.7,1.7,2.1,78.4,0.7,1.8,2.5,1.8,1.3,1,0.3,1.6,18.7,0,0,-3.3,3500000,0.00150498796
142,Tyson Chandler,NYK,30,66,42,24,32.8,10.4,3.9,6.1,63.8,0,0,0,2.7,3.9,69.4,4.1,6.6,10.7,0.9,1.3,0.6,1.1,2.8,28.6,20,0,3.8,13604188,0.005849754042
143,Caron Butler,LAC,33,78,55,23,24.1,10.4,3.9,9.2,42.4,1.6,4.2,38.8,1,1.2,83.3,0.5,2.3,2.9,1,0.9,0.7,0.1,1.8,16.8,0,0,3.2,8000000,0.00343997248
144,Tayshaun Prince,MEM,33,82,44,38,32.1,10.4,4.4,10,43.8,0.5,1.1,40.4,1.2,1.6,73.8,0.9,3.6,4.4,2.4,1.1,0.6,0.3,1,20.9,2,0,1.4,6764045,0.002908516082
145,Patrick Patterson,SAC,24,71,31,40,25,10.4,4.5,8.8,51.2,0.7,1.9,38.6,0.7,0.9,76.2,1.6,3.2,4.7,1.1,0.9,0.4,0.6,1.9,19.9,4,0,0.9,2096760,0.0009015995872
146,Tiago Splitter,SAS,28,81,58,23,24.7,10.3,3.9,7,56,0,0,0,2.6,3.5,73,1.8,4.6,6.4,1.6,1.2,0.8,0.8,2,23.9,11,0,4.7,3944000,0.001695906433
147,Andray Blatche,BKN,26,82,49,33,19,10.3,4.2,8.2,51.2,0,0.3,13.6,1.8,2.6,68.5,2,3.1,5.1,1,1.5,1,0.7,2,21.6,7,0,-0.3,854389,0.0003673843309
148,Matt Barnes,LAC,33,80,55,25,25.7,10.3,3.9,8.4,46.2,1.4,4.1,34.2,1.1,1.5,74.4,1.4,3.2,4.6,1.5,1.1,1,0.8,2.9,22.4,1,0,3.6,3250000,0.00139748882
149,Alonzo Gee,CLE,26,82,24,58,31,10.3,3.7,9.1,41,0.8,2.7,31.5,2,2.5,79.5,0.9,3,3.9,1.6,1.6,1.3,0.4,2.4,20.8,2,0,-4.3,3500000,0.00150498796
150,Omer Asik,HOU,26,82,45,37,30,10.1,4,7.5,54.1,0,0,0,2,3.6,56.2,3.4,8.3,11.7,0.9,2.1,0.6,1.1,2.7,28.3,33,0,3.5,8374646,0.003601068971
151,Michael Beasley,PHX,24,75,24,51,20.7,10.1,4.1,10.2,40.5,0.6,1.9,31.3,1.3,1.7,74.6,0.7,3.1,3.8,1.5,1.9,0.4,0.5,1.4,17.5,2,0,-4.5,6000000,0.00257997936
152,Jason Terry,BOS,35,79,40,39,26.9,10.1,3.6,8.2,43.4,1.6,4.2,37.2,1.4,1.7,87,0.2,1.8,2,2.5,1.3,0.8,0.1,1.4,17.9,1,0,0.8,5000000,0.0021499828
153,Amir Johnson,TOR,26,81,34,47,28.7,10,4.1,7.5,55.4,0.1,0.2,38.5,1.7,2.3,72.7,2.8,4.7,7.5,1.5,1.4,1,1.4,3.7,27,15,0,2.6,6050000,0.002601479188
154,Devin Harris,ATL,30,58,35,23,24.5,9.9,3.3,7.6,43.8,1.3,4,33.5,1.9,2.7,72.7,0.1,1.9,2,3.4,1.5,1.1,0.2,1.8,19.9,0,0,2.7,8500000,0.00365497076
155,Larry Sanders,MIL,24,71,34,37,27.3,9.8,4.3,8.5,50.6,0,0,0,1.2,1.9,61.8,3.2,6.3,9.5,1.2,1.2,0.7,2.8,3.3,32.4,26,1,0.5,1991760,0.0008564499484
156,Richard Hamilton,CHI,35,50,28,22,21.8,9.8,4.1,9.5,42.9,0.3,1,30.8,1.3,1.5,85.7,0.3,1.3,1.7,2.4,1.7,0.5,0.1,1.9,15.4,0,0,-0.7,5000000,0.0021499828
157,Will Bynum,DET,30,65,26,39,18.8,9.8,3.9,8.3,46.9,0.4,1.2,31.6,1.6,2,80.9,0.4,1.1,1.5,3.6,1.9,0.7,0.1,2,17.3,3,0,-2.6,3250000,0.00139748882
158,Emeka Okafor,WAS,30,79,27,52,26,9.7,4.2,8.7,47.7,0,0,0,1.4,2.4,57.1,2.5,6.2,8.8,1.2,1.4,0.6,1,1.8,25.2,20,0,-0.6,14487500,0.006229575163
159,Marco Belinelli,CHI,27,73,40,33,25.8,9.6,3.3,8.4,39.5,1.1,3,35.7,1.9,2.3,83.9,0.2,1.7,1.9,2,1.1,0.6,0.1,1.9,15.9,0,0,-0.6,1957000,0.000841503268
160,Andre Miller,DEN,37,82,57,25,26.2,9.6,3.7,7.7,47.9,0.2,0.8,26.6,2,2.4,84,0.7,2.2,2.9,5.9,2.1,0.9,0.1,1.9,22.9,4,0,2.5,5000000,0.0021499828
161,Gary Neal,SAS,28,68,47,21,21.8,9.5,3.6,8.8,41.2,1.3,3.7,35.5,0.9,1.1,86.5,0.2,1.9,2.1,1.9,1,0.4,0,1.4,15.3,0,0,1.5,854389,0.0003673843309
162,Trevor Ariza,WAS,28,56,25,31,26.3,9.5,3.4,8.1,41.7,1.4,3.7,36.4,1.4,1.7,82.1,0.8,4,4.8,2,1.5,1.3,0.4,1.3,21.6,2,0,-0.8,7727280,0.003322703818
163,Derrick Favors,UTA,21,77,40,37,23.2,9.4,3.6,7.4,48.2,0,0.1,0,2.3,3.4,68.8,2.4,4.7,7.1,1,1.7,0.9,1.7,3.2,25.4,9,0,-0.1,4753320,0.002043911249
164,Chase Budinger,MIN,25,23,12,11,22.1,9.4,3.4,8.3,41.4,1.1,3.5,32.1,1.4,1.8,76.2,0.7,2.4,3.1,1.1,1,0.6,0.3,1.3,16.5,0,0,0.9,885120,0.0003805985552
165,Antawn Jamison,LAL,37,76,41,35,21.5,9.4,3.5,7.6,46.4,1.1,3.1,36.1,1.2,1.8,69.1,1.4,3.3,4.8,0.7,0.7,0.4,0.3,1.6,17.4,5,0,0.2,,
166,Harrison Barnes,GSW,21,81,46,35,25.4,9.2,3.4,7.8,43.9,0.6,1.8,35.9,1.8,2.3,75.8,0.7,3.5,4.1,1.2,1.2,0.6,0.2,1.7,17.2,4,0,0.6,2798040,0.001203147575
167,Dorell Wright,PHI,27,79,32,47,22.6,9.2,3,7.6,39.6,1.7,4.6,37.4,1.5,1.8,85.1,0.5,3.3,3.8,1.9,0.8,0.8,0.4,1.2,19.5,0,0,-2.2,4106000,0.001765565875
168,Avery Bradley,BOS,22,50,27,23,28.7,9.2,3.8,9.6,40.2,0.8,2.5,31.7,0.7,1,75.5,0.6,1.6,2.2,2.1,1.4,1.3,0.4,2.6,18.5,0,0,-0.9,1630800,0.0007012383901
169,Kevin Seraphin,WAS,23,79,27,52,21.8,9.1,4.2,9.1,46.1,0,0,0,0.8,1.1,69.3,1.4,3,4.4,0.7,1.6,0.3,0.7,2.7,17,4,0,-2.8,2761114,0.001187269522
170,JaVale McGee,DEN,25,79,54,25,18.1,9.1,3.8,6.7,57.5,0,0,100,1.4,2.4,59.1,2,2.8,4.8,0.3,1.1,0.4,2,2.3,21.3,2,0,0.8,10000000,0.0042999656
171,Michael Kidd-Gilchrist,CHA,19,78,20,58,26,9,3.6,7.9,45.8,0,0.1,22.2,1.8,2.4,74.9,1.7,4.2,5.8,1.5,1.3,0.7,0.9,2.1,21.8,6,0,-3.7,4809840,0.002068214654
172,Jonas Valančiūnas,TOR,21,62,25,37,23.9,8.9,3.3,5.9,55.7,0,0,0,2.4,3,78.9,2,4,6,0.7,1.5,0.3,1.3,3,20.3,8,0,-2,,
173,Tony Allen,MEM,31,79,54,25,26.7,8.9,3.6,8.1,44.5,0,0.3,12.5,1.7,2.4,71.7,1.5,3.1,4.6,1.2,1.2,1.5,0.6,2.7,21.3,2,0,2.7,3300000,0.001418988648
174,John Salmons,SAC,33,76,26,50,30,8.8,3.2,8.1,39.9,1.3,3.5,37.1,1.1,1.4,77.3,0.4,2.3,2.7,3,1.1,0.7,0.3,1.9,18.5,1,0,-0.5,8083000,0.003475662195
175,DeAndre Jordan,LAC,24,82,56,26,24.5,8.8,3.8,6,64.3,0,0,0,1.2,3,38.6,2.6,4.7,7.2,0.3,1.2,0.6,1.4,2.3,22.7,12,0,3.3,10986550,0.004724178707
176,Lance Stephenson,IND,22,78,46,32,29.2,8.8,3.5,7.7,46,0.8,2.4,33,1,1.5,65.2,0.6,3.3,3.9,2.9,1.4,1,0.2,2.1,20.1,2,0,4.9,870000,0.0003740970072
177,Kyle Singler,DET,25,82,29,53,28,8.8,3.4,7.8,42.8,0.9,2.4,35,1.2,1.5,80.6,1.3,2.7,4,0.9,1.2,0.7,0.5,2.6,17.3,1,0,-2,1000000,0.00042999656
178,Dante Cunningham,MIN,26,80,30,50,25.1,8.7,3.9,8.4,46.8,0,0.1,0,0.8,1.3,65,1.8,3.3,5.1,0.8,0.7,1.1,0.5,1.9,19.9,3,0,-1.2,2090000,0.0008986928105
179,Chris Copeland,NYK,29,56,38,18,15.4,8.7,3.3,6.8,47.9,1.1,2.5,42.1,1.1,1.5,75.9,0.6,1.5,2.1,0.5,0.9,0.3,0.2,1.9,12.6,0,0,1,473604,0.0002036480908
180,Jerryd Bayless,MEM,24,80,54,26,22.1,8.7,3.3,7.8,41.9,0.9,2.5,35.3,1.3,1.5,83.6,0.3,1.9,2.2,3.3,1.5,0.7,0.2,2.1,17.6,0,0,0.1,3000000,0.00128998968
181,Brandon Bass,BOS,28,81,41,40,27.6,8.7,3.5,7.3,48.6,0,0,0,1.6,1.9,86,1.6,3.7,5.2,1,1,0.5,0.8,2.3,19.5,3,0,-2.2,6000000,0.00257997936
182,Mario Chalmers,MIA,27,77,62,15,26.9,8.6,2.9,6.9,42.9,1.6,3.9,40.9,1.2,1.5,79.5,0.2,2,2.2,3.5,1.5,1.5,0.2,2.5,20.2,0,0,7.4,4000000,0.00171998624
183,Alexey Shved,MIN,24,77,30,47,23.9,8.6,3.1,8.2,37.2,1.1,3.7,29.5,1.4,1.9,72,0.5,1.7,2.3,3.7,1.9,0.7,0.4,1.5,18.2,2,0,-1,2934610,0.001261872205
184,Jimmy Butler III,CHI,23,82,45,37,26,8.6,2.9,6.2,46.7,0.5,1.3,38.1,2.3,2.8,80.3,1.7,2.3,4,1.4,0.8,1,0.4,1.2,18.7,4,0,0.7,1112880,0.0004785345717
185,Eric Bledsoe,LAC,23,76,52,24,20.4,8.5,3.3,7.5,44.5,0.4,1,39.7,1.4,1.8,79.1,1,1.9,3,3.1,1.8,1.4,0.7,1.5,21.3,2,0,1.6,2626473,0.001129374355
186,Brandan Wright,DAL,25,64,33,31,17.9,8.5,3.8,6.3,59.7,0,0,0,0.9,1.5,61.5,1.3,2.7,4.1,0.6,0.5,0.4,1.2,1.2,18.5,1,0,1.6,992680,0.0004268489852
187,Chauncey Billups,LAC,36,22,16,6,19,8.4,2.4,6,40.2,1.5,4.1,36.7,2,2.2,93.8,0.1,1.4,1.5,2.2,1.2,0.5,0,1.1,14,0,0,2.1,,
188,Marreese Speights,CLE,25,79,39,40,16.5,8.3,3.3,7.4,44.5,0,0.1,30,1.7,2.2,77.1,1.8,3,4.9,0.6,1,0.3,0.7,2.2,17,5,0,-1.9,4200000,0.001805985552
189,Jermaine O'Neal,PHX,34,55,17,38,18.7,8.3,3.3,6.7,48.2,0,0,0,1.7,2.1,83.5,1.5,3.8,5.3,0.8,1.3,0.3,1.4,2.3,19.8,5,0,-2.4,854389,0.0003673843309
190,Jason Smith,NOH,27,51,19,32,17.2,8.2,3.3,6.7,49,0,0.1,0,1.7,2,84.3,1.3,2.4,3.6,0.7,1.1,0.3,0.9,2.4,16.1,1,0,-1.4,2500000,0.0010749914
191,Maurice Harkless,ORL,20,76,18,58,26,8.2,3.4,7.4,46.1,0.4,1.5,27.4,1,1.7,57,1.6,2.8,4.4,0.7,0.9,1.2,0.8,1.9,19.5,1,0,-6.2,1809840,0.0007782249742
192,Markieff Morris,PHX,23,82,25,57,22.4,8.2,3.2,8,40.7,0.5,1.6,33.6,1.1,1.5,73.2,1.6,3.2,4.8,1.3,1.3,0.9,0.8,2.5,19.8,3,0,-4.4,2091840,0.0008994840041
193,Beno Udrih,ORL,30,66,24,42,22.1,8.2,3.2,7.2,44.1,0.5,1.5,33.3,1.3,1.6,81.6,0.5,1.6,2.1,4.6,1.6,0.6,0,1.4,17.9,3,0,-2.3,7372000,0.003169934641
194,Kosta Koufos,DEN,24,81,57,24,22.4,8,3.6,6.3,58.1,0,0,0,0.7,1.3,55.8,2.6,4.3,6.9,0.4,0.7,0.5,1.3,3,21.7,6,0,3.7,3000000,0.00128998968
195,Wesley Johnson,PHX,25,50,14,36,19.1,8,3.2,7.9,40.7,1,3.1,32.3,0.5,0.7,77.1,0.4,2,2.5,0.7,1,0.4,0.4,1.1,13.4,0,0,-4.6,4285560,0.001842776058
196,Taj Gibson,CHI,28,65,38,27,22.5,8,3.3,6.8,48.5,0,0.1,0,1.4,2,67.9,1.9,3.4,5.3,0.9,1.2,0.4,1.4,2.6,20,5,0,1.7,7415730,0.00318873839
197,Andre Drummond,DET,19,60,23,37,20.7,7.9,3.5,5.7,60.8,0,0,50,1,2.7,37.1,2.8,4.8,7.6,0.5,1,1,1.6,2.4,24.6,9,0,-0.8,2356320,0.001013209494
198,Jodie Meeks,LAL,25,78,45,33,21.3,7.9,2.6,6.8,38.7,1.6,4.4,35.7,1.1,1.2,89.6,0.5,1.7,2.2,0.9,0.7,0.7,0.1,1.3,13.6,0,0,0.7,1550000,0.000666494668
199,Tyler Zeller,CLE,23,77,24,53,26.4,7.9,3.2,7.3,43.8,0,0.1,0,1.6,2,76.4,2.1,3.6,5.7,1.2,1.2,0.5,0.9,3.3,19.5,7,0,-3.4,1563120,0.0006721362229
200,Wayne Ellington,CLE,25,78,39,39,21.3,7.9,2.9,6.8,42.7,1.2,3.1,39.2,0.9,1,90.7,0.3,1.8,2.1,1.3,0.7,0.6,0,1,13.5,0,0,0.2,2083042,0.0008957008944
201,Courtney Lee,BOS,27,78,40,38,24.9,7.8,3.2,6.8,46.4,0.7,2,37.2,0.8,0.9,86.1,0.4,2,2.4,1.8,1.1,1.1,0.3,1.8,16.7,0,0,-1.2,5000000,0.0021499828
202,E'Twaun Moore,ORL,24,75,19,56,22.4,7.8,3.2,8,39.6,0.9,2.6,34,0.6,0.8,79.7,0.6,1.6,2.2,2.7,1.4,0.7,0.3,1.6,16.2,1,0,-4.1,884293,0.0003802429481
203,Andrew Nicholson,ORL,23,75,18,57,16.7,7.8,3.4,6.5,52.7,0,0,0,1,1.3,79.8,0.9,2.5,3.4,0.6,1.1,0.3,0.4,1.8,14,2,0,-2.1,,
204,Marcus Morris Sr.,PHX,23,77,35,42,19.8,7.7,2.9,6.8,42.2,1.1,3,36.9,0.9,1.5,56.4,1,2.6,3.6,0.8,1,0.6,0.3,2.1,14.8,0,0,-1.6,1987320,0.0008545407637
205,AJ Price,WAS,26,57,21,36,22.4,7.7,2.8,7.2,39,1.2,3.5,35,0.9,1.1,79,0.4,1.6,2,3.6,1.1,0.6,0.1,1.3,16.3,1,0,-1.1,,
206,Gerald Wallace,BKN,30,69,41,28,30.1,7.7,2.6,6.6,39.7,0.7,2.4,28.2,1.8,2.8,63.7,1,3.6,4.6,2.6,1.6,1.4,0.7,1.7,21.8,3,0,2,9682435,0.004163413743
207,Jonas Jerebko,DET,26,49,13,36,18.2,7.7,2.9,6.4,44.9,0.5,1.7,30.1,1.4,1.8,77.3,1.4,2.4,3.8,0.9,0.9,0.8,0.2,1.8,15.5,0,0,-1.7,4500000,0.00193498452
208,Ed Davis,MEM,24,81,43,38,20.1,7.7,3.2,6,53.9,0,0,0,1.3,2.1,61.7,1.9,3.8,5.7,0.8,0.8,0.5,1,2.4,19.5,9,0,-0.4,2207040,0.0009490196078
209,Kirk Hinrich,CHI,32,60,38,22,29.4,7.7,2.7,7,37.7,1.2,3,39,1.2,1.6,71.4,0.3,2.4,2.6,5.2,1.7,1.1,0.4,3.2,21.4,1,0,1.6,4059000,0.001745356037
210,Thabo Sefolosha,OKC,29,81,59,22,27.5,7.6,2.8,5.8,48.1,1.3,3.2,41.9,0.7,0.9,82.6,0.7,3.2,3.9,1.5,0.8,1.3,0.5,2.2,19.2,0,0,6.2,3900000,0.001676986584
211,Toney Douglas,SAC,27,71,36,35,18.1,7.5,2.6,6.6,40.3,1.2,3,38,1.1,1.2,90.5,0.5,1.5,1.9,2.1,1.1,1,0,2,15,0,0,1.5,2067880,0.0008891812865
212,Linas Kleiza,TOR,28,20,9,11,18.8,7.4,2.4,7.2,33.3,1,3.3,30.3,1.6,1.9,84.2,0.5,2.1,2.6,0.8,0.7,0.2,0.1,2.3,11.9,0,0,-2.2,4600000,0.001977984176
213,Al-Farouq Aminu,NOH,22,76,25,51,27.2,7.3,3,6.2,47.5,0.1,0.3,21.1,1.3,1.8,73.7,1.8,5.9,7.7,1.4,1.5,1.2,0.7,2,22.7,10,0,-1,2947800,0.00126754386
214,Steve Blake,LAL,33,45,29,16,26.1,7.3,2.5,6,42.2,1.6,3.8,42.1,0.6,0.8,77.1,0.5,2.5,2.9,3.8,1.4,0.8,0.1,1.8,17.8,0,0,0.6,4000000,0.00171998624
215,Earl Clark,LAL,25,59,37,22,23.1,7.3,2.9,6.5,44,0.6,1.8,33.7,0.9,1.3,69.7,1.4,4.1,5.5,1.1,1.1,0.6,0.7,1.7,18.5,11,0,-1.4,,
216,Marvin Williams,UTA,27,73,40,33,23.7,7.2,2.7,6.4,42.3,0.7,2.3,32.5,1.1,1.4,77.8,0.8,2.8,3.6,1.1,0.8,0.5,0.5,1.3,15.4,2,0,-1.3,8287500,0.003563596491
217,Enes Freedom,UTA,21,70,35,35,15.4,7.2,2.9,5.4,54.4,0,0,100,1.3,1.7,79.5,1.9,2.4,4.3,0.4,1.4,0.4,0.5,1.7,14.2,2,0,1.7,4319280,0.001857275542
218,Elton Brand,DAL,34,72,35,37,21.2,7.2,3.1,6.6,47.3,0,0,0,0.9,1.3,71,1.8,4.2,6,1,0.8,0.7,1.3,2.7,20.9,8,0,-0.8,2100500,0.0009032077743
219,Kenyon Martin,NYK,35,18,13,5,24,7.2,3.1,5.2,60.2,0,0,0,0.9,2.2,42.5,1.9,3.4,5.3,0.4,0.9,0.9,0.9,3.6,18.8,1,0,3.3,170878,7.35E-05
220,Jimmer Fredette,SAC,24,69,25,44,14,7.2,2.5,5.9,42.1,0.9,2.3,41.7,1.2,1.4,85.9,0.3,0.8,1,1.3,1,0.4,0,0.9,10.9,0,0,-1.2,2339040,0.001005779154
221,Brian Roberts,NOH,27,78,26,52,17,7.1,2.7,6.6,41.7,0.8,2,38.6,0.9,1,90.9,0.2,1,1.2,2.8,0.9,0.5,0,1.4,13.4,2,0,-2.2,473604,0.0002036480908
222,Aaron Brooks,HOU,28,53,20,33,18.8,7.1,2.7,6,45.3,0.9,2.5,37.3,0.8,1,76.9,0.2,1.3,1.5,2.2,1.3,0.6,0.2,1.8,13.1,0,0,-3.8,2400000,0.001031991744
223,Alec Burks,UTA,21,64,32,32,17.8,7,2.5,6.1,42,0.5,1.4,35.9,1.4,2,71.3,0.6,1.7,2.3,1.4,1.2,0.5,0.2,1.8,13,0,0,1.5,2111160,0.0009077915377
224,Gerald Green,IND,27,60,37,23,18,7,2.6,7.1,36.6,1,3.1,31.4,0.9,1.1,80,0.5,1.8,2.4,0.8,0.9,0.3,0.4,1.1,12.3,0,0,-0.1,3500000,0.00150498796
