Unnamed: 0,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,#ERROR!,Salary,Player_Comp_Share
18,John Wall,WAS,26,78,48,30,36.4,23.1,8.3,18.4,45.1,1.1,3.5,32.7,5.4,6.8,80.1,0.8,3.4,4.2,10.7,4.1,2,0.6,1.9,47.9,50,0,3.2,16957900,0.004511639663
19,Bradley Beal,WAS,24,77,48,29,34.9,23.1,8.3,17.2,48.2,2.9,7.2,40.4,3.7,4.4,82.5,0.7,2.4,3.1,3.5,2,1.1,0.3,2.2,34.1,1,0,4.3,22116750,0.005884148775
20,CJ McCollum,POR,25,80,40,40,34.9,23,8.7,18,48,2.3,5.5,42.1,3.4,3.7,91.2,0.8,2.9,3.6,3.6,2.2,0.9,0.5,2.5,34.8,1,0,0.8,3219579,0.0008565671642
21,Giannis Antetokounmpo,MIL,22,80,42,38,35.6,22.9,8.2,15.7,52.1,0.6,2.3,27.2,5.9,7.7,77,1.8,7,8.8,5.4,2.9,1.6,1.9,3.1,49.2,32,3,0.6,2995421,0.0007969300556
22,Carmelo Anthony,NYK,33,74,29,45,34.3,22.4,8.1,18.8,43.3,2,5.7,35.9,4.1,4.9,83.3,0.8,5.1,5.9,2.9,2.1,0.8,0.5,2.7,35.6,7,0,-3.1,24559380,0.006534009099
23,Kyle Lowry,TOR,31,60,36,24,37.4,22.4,7.1,15.3,46.4,3.2,7.8,41.2,5,6.1,81.9,0.8,4,4.8,7,2.9,1.5,0.3,2.8,41,11,1,5.9,12000000,0.003192593184
24,Klay Thompson,GSW,27,78,66,12,34,22.3,8.3,17.6,46.8,3.4,8.3,41.4,2.4,2.8,85.3,0.6,3,3.7,2.1,1.6,0.8,0.5,1.8,32.2,0,0,10.3,16663575,0.004433334664
25,Devin Booker,PHX,20,78,24,54,35,22.1,7.8,18.3,42.3,1.9,5.2,36.3,4.7,5.7,83.2,0.6,2.6,3.2,3.4,3.1,0.9,0.3,3.1,31.6,0,0,-2.9,2223600,0.000591587517
26,Gordon Hayward,UTA,27,73,46,27,34.5,21.9,7.5,15.8,47.1,2,5.1,39.8,5,5.9,84.4,0.7,4.7,5.4,3.5,1.9,1,0.3,1.6,35.5,2,0,4.8,16073140,0.004276249767
27,Blake Griffin,LAC,28,61,40,21,34,21.6,7.9,15.9,49.3,0.6,1.9,33.6,5.2,6.9,76,1.8,6.3,8.1,4.9,2.3,0.9,0.4,2.6,40.3,19,1,7.2,20140839,0.005358458776
28,Eric Bledsoe,PHX,27,66,22,44,33,21.1,6.8,15.7,43.4,1.6,4.7,33.5,5.9,6.9,84.7,0.8,4.1,4.8,6.3,3.4,1.4,0.5,2.5,38.5,7,1,-2.8,14000000,0.003724692048
29,Brook Lopez,BKN,29,75,20,55,29.6,20.5,7.4,15.6,47.4,1.8,5.2,34.6,3.9,4.9,81,1.6,3.8,5.4,2.3,2.5,0.5,1.7,2.6,34.5,2,0,-2.1,21165675,0.005631115811
30,Mike Conley,MEM,29,69,35,34,33.2,20.5,6.7,14.6,46,2.5,6.1,40.8,4.6,5.3,85.9,0.4,3,3.5,6.3,2.3,1.3,0.3,1.8,36.7,8,0,2.7,26540100,0.00706097853
31,Goran Dragic,MIA,31,73,40,33,33.7,20.3,7.3,15.4,47.5,1.6,4,40.5,4.1,5.2,79,0.8,3,3.8,5.8,2.9,1.2,0.2,2.7,34.9,6,0,0.9,15891725,0.00422798441
32,Joel Embiid,PHI,23,31,13,18,25.4,20.2,6.5,13.8,46.6,1.2,3.2,36.7,6.2,7.9,78.3,2,5.9,7.8,2.1,3.8,0.9,2.5,3.6,39,9,0,2.2,4826160,0.001283997127
33,Jabari Parker,MIL,22,51,22,29,33.9,20.1,7.8,16,49,1.3,3.5,36.5,3.2,4.3,74.3,1.5,4.6,6.2,2.8,1.8,1,0.4,2.2,34.1,2,0,-1.7,5374320,0.001429834783
34,Marc Gasol,MEM,32,74,40,34,34.2,19.5,7.2,15.7,45.9,1.4,3.6,38.8,3.8,4.5,83.7,0.8,5.5,6.3,4.6,2.2,0.9,1.3,2.3,38.4,11,2,0.9,21165675,0.005631115811
35,Harrison Barnes,DAL,25,79,32,47,35.5,19.2,7.6,16.2,46.8,1,2.8,35.1,3.1,3.6,86.1,1.2,3.8,5,1.5,1.3,0.8,0.2,1.6,29.1,1,0,-1.7,22116750,0.005884148775
36,Kevin Love,CLE,28,60,40,20,31.4,19,6.2,14.5,42.7,2.4,6.5,37.3,4.3,4.9,87.1,2.5,8.6,11.1,1.9,2,0.9,0.4,2.1,36.9,41,0,5.6,21165675,0.005631115811
37,Zach LaVine,MIN,22,47,16,31,37.2,18.9,6.9,15.1,45.9,2.6,6.6,38.7,2.5,3,83.6,0.4,3,3.4,3,1.8,0.9,0.2,2.2,28.9,0,0,-2.5,2240880,0.0005961848511
38,Rudy Gay,SAC,30,30,11,19,33.8,18.7,6.7,14.7,45.5,1.4,3.8,37.2,3.9,4.6,85.5,1.2,5.2,6.3,2.8,2.5,1.5,0.9,2.6,35,4,0,2.2,13333333,0.003547325671
39,Dwyane Wade,CHI,35,60,29,31,29.9,18.3,6.9,15.9,43.4,0.8,2.4,31,3.7,4.7,79.4,1.1,3.5,4.5,3.8,2.3,1.4,0.7,1.9,33.4,2,0,-1.2,23200000,0.006172346822
40,Danilo Gallinari,DEN,28,63,31,32,33.9,18.2,5.3,11.9,44.7,2,5.1,38.9,5.5,6.1,90.2,0.6,4.5,5.2,2.1,1.3,0.6,0.2,1.5,28.9,4,0,2.5,15050000,0.004004043951
41,Kristaps Porziņģis,NYK,21,66,26,40,32.8,18.1,6.7,14.9,45,1.7,4.8,35.7,3,3.8,78.6,1.7,5.5,7.2,1.5,1.8,0.7,2,3.7,35.2,12,0,-1.5,,
42,Chris Paul,LAC,32,61,43,18,31.5,18.1,6.1,12.9,47.6,2,5,41.1,3.8,4.3,89.2,0.7,4.3,5,9.2,2.4,2,0.1,2.4,41.8,24,1,9.5,22868827,0.006084238434
43,Paul Millsap,ATL,32,69,40,29,34,18.1,6.2,14.1,44.2,1.1,3.5,31.1,4.5,5.9,76.8,1.6,6.1,7.7,3.7,2.3,1.3,0.9,2.7,37.1,19,0,2,20072033,0.005340152978
44,Derrick Rose,NYK,28,64,26,38,32.5,18,7.2,15.3,47.1,0.2,0.9,21.7,3.5,4,87.4,1,2.8,3.8,4.4,2.3,0.7,0.3,1.3,29.8,2,0,-2.6,21323252,0.005673039083
45,Dennis Schröder,ATL,23,79,42,37,31.5,17.9,6.9,15.4,45.1,1.3,3.7,34,2.8,3.2,85.5,0.5,2.6,3.1,6.3,3.3,0.9,0.2,1.9,31.3,10,0,-1,,
46,Lou Williams,HOU,30,81,34,47,24.6,17.5,5.3,12.3,42.9,2,5.5,36.5,5,5.6,88,0.3,2.2,2.5,3,2,1,0.2,1.1,26.7,0,0,0.6,7000000,0.001862346024
47,LaMarcus Aldridge,SAS,31,72,52,20,32.4,17.3,6.9,14.6,47.7,0.3,0.8,41.1,3.1,3.8,81.2,2.4,4.9,7.3,1.9,1.4,0.6,1.2,2.2,33.1,18,0,3.8,20575005,0.005473968393
48,Evan Fournier,ORL,24,68,23,45,32.8,17.2,6,13.7,43.9,1.9,5.3,35.6,3.3,4.1,80.5,0.6,2.4,3.1,3,2.1,1,0.1,2.6,26.3,1,0,-2.9,17000000,0.004522840344
49,Hassan Whiteside,MIA,28,77,39,38,32.6,17,7,12.6,55.7,0,0,0,2.9,4.6,62.8,3.8,10.3,14.1,0.7,2,0.7,2.1,2.9,41.6,58,0,1.3,22116750,0.005884148775
50,George Hill,UTA,31,49,33,16,31.5,16.9,5.9,12.4,47.7,1.9,4.8,40.3,3.2,4,80.1,0.5,2.9,3.4,4.2,1.7,1,0.2,2.3,29.3,0,0,5.3,8000000,0.002128395456
51,Nikola Jokić,DEN,22,73,37,36,27.9,16.7,6.8,11.7,57.8,0.6,1.9,32.4,2.6,3.1,82.5,2.9,6.9,9.8,4.9,2.3,0.8,0.8,2.9,38.3,39,6,4.1,,
52,Avery Bradley,BOS,26,55,34,21,33.4,16.3,6.5,14.1,46.3,2,5,39,1.2,1.7,73.1,1.2,4.9,6.1,2.2,1.6,1.2,0.2,2.6,29.6,10,0,1.3,8269663,0.002200139144
53,Eric Gordon,HOU,28,75,50,25,31,16.2,5.5,13.5,40.6,3.3,8.8,37.2,2,2.3,84,0.4,2.3,2.7,2.5,1.6,0.6,0.5,2,25.1,0,0,3.9,12385364,0.003295119057
54,Tobias Harris,DET,24,82,37,45,31.3,16.1,6.2,13,48.1,1.3,3.8,34.7,2.3,2.8,84.1,0.8,4.3,5.1,1.7,1.2,0.7,0.5,1.6,27.2,3,0,0,17200000,0.00457605023
55,Victor Oladipo,OKC,25,67,39,28,33.2,15.9,6.1,13.9,44.2,1.9,5.3,36.1,1.7,2.3,75.3,0.6,3.8,4.3,2.6,1.8,1.2,0.3,2.3,27.7,3,0,2.6,6552961,0.001743411552
56,Dion Waiters,MIA,25,46,27,19,30.1,15.8,6.1,14.4,42.4,1.8,4.7,39.5,1.8,2.8,64.6,0.4,2.9,3.3,4.3,2.2,0.9,0.4,2.1,28.2,2,0,1.8,2898000,0.0007710112539
57,Wilson Chandler,DEN,30,71,35,36,30.9,15.7,6.1,13.2,46.1,1.5,4.6,33.7,2,2.7,72.7,1.5,5,6.5,2,1.6,0.7,0.4,2.4,28.3,9,0,-0.5,11233146,0.002988572113
58,D'Angelo Russell,LAL,21,63,21,42,28.7,15.6,5.6,13.8,40.5,2.1,6.1,35.2,2.3,3,78.2,0.5,3,3.5,4.8,2.8,1.4,0.3,2.1,29.2,2,0,-5.7,5332800,0.001418788411
59,Jrue Holiday,NOP,27,67,32,35,32.7,15.4,6,13.3,45.4,1.5,4.2,35.6,1.8,2.5,70.8,0.7,3.3,3.9,7.3,2.9,1.5,0.7,2,34.6,16,0,0.6,11286518,0.003002771703
60,Jeff Teague,IND,29,82,42,40,32.4,15.3,4.9,11.1,44.2,1.1,3.1,35.7,4.4,5.1,86.7,0.4,3.6,4,7.8,2.6,1.2,0.4,2,34,16,0,0.6,8800000,0.002341235001
61,Nicolas Batum,CHA,28,77,35,42,34,15.1,5.1,12.7,40.3,1.8,5.3,33.3,3.2,3.7,85.6,0.6,5.6,6.2,5.9,2.5,1.1,0.4,1.4,33.5,15,1,0.9,20869566,0.00555233618
62,JJ Redick,LAC,33,78,50,28,28.2,15,5.1,11.4,44.5,2.6,6,42.9,2.3,2.6,89.1,0.1,2.1,2.2,1.4,1.3,0.7,0.2,1.6,21.1,0,0,6.1,7377500,0.001962779684
63,Gary Harris,DEN,22,57,29,28,31.3,14.9,5.6,11.2,50.2,1.9,4.5,42,1.8,2.4,77.6,0.8,2.3,3.1,2.9,1.3,1.2,0.1,1.6,25.8,0,0,1.4,1655880,0.0004405459334
64,Serge Ibaka,TOR,27,79,37,42,30.7,14.8,6,12.4,48,1.6,4,39.1,1.4,1.6,85.6,1.6,5.2,6.8,0.9,1.3,0.5,1.6,2.7,29.4,11,0,-1.8,12250000,0.003259105542
65,Jordan Clarkson,LAL,25,82,26,56,29.2,14.7,5.8,13.1,44.5,1.4,4.3,32.9,1.6,2,79.8,0.6,2.4,3,2.6,2,1.1,0.1,1.8,23.7,0,0,-5.1,12500000,0.0033256179
66,Khris Middleton,MIL,25,29,19,10,30.7,14.7,5.2,11.5,45,1.6,3.6,43.3,2.8,3.2,88,0.4,3.9,4.2,3.4,2.2,1.4,0.2,2.7,27.6,0,0,3.1,15200000,0.004043951366
67,Nikola Vučević,ORL,26,75,27,48,28.8,14.6,6.4,13.7,46.8,0.3,1,30.7,1.4,2.1,66.9,2.3,8,10.4,2.8,1.6,1,1,2.4,35.7,38,0,-1.9,,
68,Jeremy Lin,BKN,28,36,13,23,24.5,14.5,4.9,11.1,43.8,1.6,4.3,37.2,3.2,3.9,81.6,0.3,3.4,3.8,5.1,2.4,1.2,0.4,2.2,29,3,0,-2.3,11483254,0.003055113204
69,Myles Turner,IND,21,81,42,39,31.4,14.5,5.5,10.7,51.1,0.5,1.4,34.8,3,3.7,80.9,1.7,5.6,7.3,1.3,1.3,0.9,2.1,3.2,33,15,0,1.8,2463840,0.0006555032325
70,Tim Hardaway Jr.,ATL,25,79,42,37,27.3,14.5,5.3,11.5,45.5,1.9,5.3,35.7,2.1,2.7,76.6,0.4,2.4,2.8,2.3,1.3,0.7,0.2,1.3,22.6,0,0,2,2281605,0.0006070197143
71,Reggie Jackson,DET,27,52,23,29,27.4,14.5,5.5,13,41.9,1.3,3.5,35.9,2.3,2.6,86.8,0.4,1.8,2.2,5.2,2.2,0.7,0.1,2.5,25,4,0,-4.3,14956522,0.003979174183
72,T.J. Warren,PHX,23,66,20,46,31,14.4,6.1,12.3,49.5,0.4,1.5,26.5,1.8,2.3,77.3,1.9,3.2,5.1,1.1,0.9,1.2,0.6,2.7,26.6,5,0,-4.3,2128920,0.0005663979567
73,Enes Freedom,OKC,25,72,43,29,21.3,14.3,5.6,10.2,54.5,0.1,0.5,13.2,3.1,4,78.6,2.7,4,6.7,0.9,1.7,0.4,0.5,2.1,25,18,0,0.8,17145838,0.004561640461
74,Dirk Nowitzki,DAL,39,54,23,31,26.4,14.2,5.5,12.6,43.7,1.5,3.9,37.8,1.8,2.1,87.5,0.4,6.1,6.5,1.5,0.9,0.6,0.7,2.1,27.2,8,0,-0.2,25000000,0.0066512358
75,Zach Randolph,MEM,35,73,38,35,24.5,14.1,5.9,13.2,44.9,0.3,1.3,22.3,1.9,2.6,73.1,2.5,5.7,8.2,1.7,1.4,0.5,0.1,1.9,27,20,0,1,10361445,0.002756656557
76,Jordan Crawford,NOP,28,19,9,10,23.3,14.1,5.5,11.5,48.2,1.9,5,38.9,1.1,1.4,76.9,0.2,1.6,1.8,3,1.3,0.6,0.1,1.6,21.4,0,0,0.8,173099,4.61E-05
77,Rudy Gobert,UTA,25,81,51,30,33.9,14,5.1,7.7,66.1,0,0,0,3.8,5.9,65.3,3.9,8.9,12.8,1.2,1.8,0.6,2.6,3,39.1,58,0,5.4,2121288,0.0005643674675
78,Al Horford,BOS,31,68,46,22,32.3,14,5.6,11.8,47.3,1.3,3.6,35.5,1.6,2,80,1.4,5.4,6.8,5,1.7,0.8,1.3,2,34,8,0,3.2,26540100,0.00706097853
79,Marcus Morris Sr.,DET,27,79,36,43,32.5,14,5.3,12.7,41.8,1.5,4.5,33.1,1.8,2.3,78.4,1,3.7,4.6,2,1.1,0.7,0.3,2.1,24.4,5,0,-1.3,4625000,0.001230478623
80,Markieff Morris,WAS,27,76,45,31,31.2,14,5.3,11.7,45.7,0.9,2.6,36.2,2.4,2.8,83.7,1.4,5.1,6.5,1.7,1.7,1.1,0.6,3.3,27.5,9,0,2.4,7400000,0.001968765797
81,Jae Crowder,BOS,26,72,48,24,32.4,13.9,4.6,10,46.3,2.2,5.5,39.8,2.4,3,81.1,0.7,5.1,5.8,2.2,1.1,1,0.3,2.2,26.9,7,0,4.9,6286408,0.001672495278
82,Kentavious Caldwell-Pope,DET,24,76,33,43,33.3,13.8,4.9,12.2,39.9,2,5.8,35,2,2.4,83.2,0.7,2.5,3.3,2.5,1.1,1.2,0.2,1.6,24.4,1,0,-1.9,3678319,0.0009786146806
83,Bojan Bogdanovic,WAS,28,81,23,58,25.7,13.7,4.6,10.4,44.5,1.8,4.8,36.7,2.7,3,89.3,0.5,3,3.4,1.4,1.6,0.4,0.1,1.8,19.8,0,0,-3.3,3730653,0.0009925381116
84,Tyler Johnson,MIA,25,73,35,38,29.8,13.7,4.9,11.3,43.3,1.3,3.4,37.2,2.7,3.5,76.8,0.7,3.3,4,3.2,1.2,1.2,0.6,2.4,27.4,0,0,0.5,5628000,0.001497326203
85,Will Barton,DEN,26,60,31,29,28.4,13.7,4.9,11.1,44.3,1.5,3.9,37,2.4,3.2,75.3,1,3.4,4.3,3.4,1.6,0.8,0.5,1.8,26.2,2,0,-1.3,3533333,0.0009400412377
86,Andre Drummond,DET,23,81,36,45,29.7,13.6,6,11.2,53,0,0.1,28.6,1.7,4.4,38.6,4.3,9.5,13.8,1.1,1.9,1.5,1.1,2.9,37.8,49,0,-3.4,22116750,0.005884148775
87,Ryan Anderson,HOU,29,72,50,22,29.4,13.6,4.5,10.7,41.8,2.8,7,40.3,1.8,2.1,86,1.6,3,4.6,0.9,0.8,0.4,0.2,2,21.6,2,0,5.7,18735364,0.00498453295
88,Dwight Howard,ATL,31,74,37,37,29.7,13.5,5.2,8.3,63.3,0,0,0,3.1,5.7,53.3,4,8.7,12.7,1.4,2.3,0.9,1.2,2.7,34.9,53,0,-1.5,23180275,0.006167098997
89,Wesley Matthews,DAL,30,73,29,44,34.2,13.5,4.6,11.6,39.3,2.4,6.6,36.3,2,2.5,81.6,0.2,3.3,3.5,2.9,1.4,1.1,0.2,2.2,24.5,0,0,-2.6,17145838,0.004561640461
90,Otto Porter Jr.,WAS,24,80,48,32,32.6,13.4,5.2,10,51.6,1.9,4.3,43.4,1.2,1.5,83.2,1.5,5,6.4,1.5,0.6,1.5,0.5,2.4,28.8,12,0,2.4,5893981,0.001568090297
91,Darren Collison,SAC,29,68,26,42,30.3,13.2,5,10.5,47.6,1.1,2.6,41.7,2.2,2.5,86,0.3,1.9,2.2,4.6,1.7,1,0.1,1.8,24.5,4,0,-1.9,5229454,0.001391293266
92,Nick Young,LAL,32,60,19,41,25.9,13.2,4.5,10.6,43,2.8,7,40.4,1.3,1.5,85.6,0.4,1.9,2.3,1,0.6,0.6,0.2,2.3,19.3,0,0,-3.5,5443918,0.001448351292
93,Julius Randle,LAL,22,74,24,50,28.8,13.2,5.1,10.4,48.8,0.2,0.9,27,2.8,3.8,72.3,2,6.6,8.6,3.6,2.3,0.7,0.5,3.4,30,18,3,-6.1,3267120,0.0008692154202
94,Sean Kilpatrick,BKN,27,70,14,56,25.1,13.1,4.4,10.5,41.5,1.5,4.4,34.1,2.9,3.5,84.3,0.3,3.7,4,2.2,1.9,0.6,0.1,1.7,21.6,4,0,-3.2,980431,0.0002608431106
95,Ersan Ilyasova,ATL,30,82,35,47,26.1,13.1,4.7,10.9,43.1,1.7,4.9,35.3,2,2.5,77.8,1.4,4.5,5.9,1.7,1.4,0.7,0.3,2.6,24.2,10,0,-0.4,8400000,0.002234815229
96,Robert Covington,PHI,26,67,27,40,31.6,12.9,4.4,10.9,39.9,2,6.1,33.3,2.1,2.6,82.2,1.4,5.1,6.5,1.5,2,1.9,1,3,29.8,12,0,-2.3,1015696,0.0002702253439
97,Dario Šarić,PHI,23,81,28,53,26.3,12.8,4.7,11.4,41.1,1.3,4.2,31.1,2.1,2.7,78.2,1.4,5,6.3,2.2,2.3,0.7,0.4,2,24.8,10,0,-3.8,,
98,James Johnson,MIA,30,76,40,36,27.4,12.8,4.8,10.1,47.9,1.1,3.4,34,2,2.8,70.7,0.9,4.1,4.9,3.6,2.3,1,1.1,2.6,28.4,4,0,1.8,4000000,0.001064197728
99,Seth Curry,DAL,26,70,30,40,29,12.8,4.8,10,48.1,2,4.6,42.5,1.2,1.4,85,0.4,2.2,2.6,2.7,1.3,1.1,0.1,1.8,22.3,1,0,-0.5,2898000,0.0007710112539
100,Elfrid Payton,ORL,23,82,29,53,29.4,12.8,5.2,11.1,47.1,0.5,1.8,27.4,1.8,2.6,69.2,1.1,3.6,4.7,6.5,2.2,1.1,0.5,2.2,30.6,18,5,-1.8,,
101,Aaron Gordon,ORL,21,80,29,51,28.7,12.7,4.9,10.8,45.4,1,3.3,28.8,2,2.7,71.9,1.5,3.6,5.1,1.9,1.1,0.8,0.5,2.2,24.5,7,0,-2,4351320,0.001157666214
102,DeAndre Jordan,LAC,28,81,51,30,31.7,12.7,5.1,7.1,71.4,0,0,0,2.5,5.2,48.2,3.7,10.1,13.8,1.2,1.4,0.6,1.7,2.6,36.4,41,0,5.6,21165675,0.005631115811
103,Rodney Hood,UTA,24,59,40,19,27,12.7,4.6,11.3,40.8,1.9,5.2,37.1,1.5,1.9,78.3,0.3,3.2,3.4,1.6,1.1,0.6,0.2,2.2,20.6,0,0,1.8,1406520,0.0003742038471
104,Clint Capela,HOU,23,65,44,21,23.9,12.6,5.6,8.7,64.3,0,0,0,1.4,2.7,53.1,2.7,5.4,8.1,1,1.3,0.5,1.2,2.8,27.6,15,0,3.3,1296240,0.0003448639157
105,Pau Gasol,SAS,36,64,47,17,25.4,12.4,4.7,9.4,50.2,0.9,1.6,53.8,2,2.9,70.7,1.7,6.2,7.8,2.3,1.3,0.4,1.1,1.7,28.4,11,0,3.5,15500000,0.004123766196
106,Jamal Crawford,LAC,37,82,51,31,26.3,12.3,4.4,10.6,41.3,1.4,3.9,36,2.1,2.5,85.7,0.2,1.4,1.6,2.6,1.6,0.7,0.2,1.4,19.2,0,0,0.3,13253012,0.003525956315
107,Austin Rivers,LAC,24,74,43,31,27.8,12,4.4,9.9,44.2,1.5,4,37.1,1.8,2.6,69.1,0.3,1.9,2.2,2.8,1.6,0.6,0.1,2.5,19.6,0,0,-0.1,11000000,0.002926543752
108,Jonas Valančiūnas,TOR,25,80,50,30,25.8,12,4.9,8.8,55.7,0,0,50,2.2,2.7,81.1,2.8,6.7,9.5,0.7,1.3,0.5,0.8,2.7,26.9,29,0,1.4,,
109,Jahlil Okafor,PHI,21,50,15,35,22.7,11.8,4.8,9.4,51.4,0,0,0,2.1,3.2,67.1,1.6,3.2,4.8,1.2,1.8,0.4,1,2.4,21.6,2,0,-6.4,4788840,0.001274068162
110,Greg Monroe,MIL,27,81,42,39,22.5,11.7,4.8,9,53.3,0,0,0,2.2,3,74.1,2.1,4.5,6.6,2.3,1.7,1.1,0.5,2.1,26.2,13,0,1.7,17145838,0.004561640461
111,Trevor Ariza,HOU,32,80,53,27,34.7,11.7,4.1,10,40.9,2.4,6.9,34.4,1.2,1.6,73.8,0.7,5.1,5.7,2.2,0.9,1.8,0.3,1.7,27.2,3,0,4.6,7806971,0.0020770402
112,Frank Kaminsky,CHA,24,75,31,44,26.1,11.7,4.3,10.7,39.9,1.5,4.7,32.8,1.6,2.1,75.6,0.8,3.7,4.5,2.2,1,0.6,0.5,1.9,22.5,4,0,0.6,2730000,0.0007263149493
113,Steven Adams,OKC,23,80,47,33,29.9,11.3,4.7,8.2,57.1,0,0,0,2,3.2,61.1,3.5,4.2,7.7,1.1,1.8,1.1,1,2.4,26.6,16,0,2.4,3140517,0.000835532764
114,Marvin Williams,CHA,31,76,32,44,30.2,11.2,3.9,9.3,42.2,1.6,4.7,35,1.7,2,87.3,1.2,5.4,6.6,1.4,0.8,0.8,0.7,1.8,24.8,11,0,-0.4,12250000,0.003259105542
115,Ricky Rubio,MIN,26,75,28,47,32.9,11.1,3.5,8.7,40.2,0.8,2.6,30.6,3.4,3.8,89.1,0.9,3.2,4.1,9.1,2.6,1.7,0.1,2.7,32.6,25,1,-0.1,13550000,0.003604969803
116,Brandon Knight,PHX,25,54,16,38,21.1,11,3.9,9.7,39.8,0.8,2.6,32.4,2.4,2.9,85.7,0.5,1.7,2.2,2.4,1.6,0.5,0.1,1.6,17.4,0,0,-6,12606250,0.003353885652
117,Jerryd Bayless,PHI,28,3,1,2,23.8,11,3.7,10.7,34.4,0.7,1.7,40,3,3.3,90,1,3,4,4.3,3,0,0,1.3,19.3,0,0,-7,9424084,0.002507272195
