,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,#ERROR!,SALARY,Player_Comp_Share
259,Kris Humphries,TOR,23,70,38,32,13.2,5.7,2.3,4.8,48.3,0,0,0,1.1,1.8,60.5,1.3,2.4,3.7,0.4,0.7,0.4,0.4,1.5,12.3,2,0,-0.6,2522913,0.0005045826
260,Luke Jackson,MIA,26,14,1,13,16.3,5.6,1.9,5.7,32.5,0.8,2.1,36.7,1.1,1.6,69.6,0.5,1.9,2.4,1.2,0.6,0.6,0,1.6,11.4,0,0,-1.3,,
261,Anthony Johnson,SAC,33,69,32,37,22.2,5.6,2.2,5.1,43.7,0.6,1.3,45.2,0.5,0.6,81.4,0.3,1.7,2,3.8,1.2,0.8,0.1,1.7,15.1,4,0,-1.5,2860000,0.000572
262,Sean Williams,NJN,21,73,28,45,17.5,5.6,2.2,4.2,53.8,0,0,0,1.1,1.8,60.9,1.6,2.8,4.4,0.4,1,0.4,1.5,2.6,16,2,0,-2.5,1416600,0.00028332
263,Ike Diogu,IND,24,30,12,18,10.2,5.6,2.1,4.5,47.8,0,0,0,1.3,1.6,85.1,1.3,1.6,2.8,0.3,0.7,0.2,0.1,1.4,9.8,0,0,-1.7,2286360,0.000457272
264,Royal Ivey,MIL,26,75,22,53,19.2,5.6,2,5,39.4,0.5,1.4,32.7,1.1,1.6,72.6,0.5,1.1,1.6,2.1,1,0.6,0.1,2.2,11.7,0,0,-3.5,770610,0.000154122
265,Javaris Crittenton,MEM,20,50,25,25,13.6,5.6,2,4.7,42.1,0.2,0.7,27,1.4,2.1,69.2,0.5,1.7,2.2,1,1.1,0.4,0,0.9,9.9,0,0,-0.8,1285200,0.00025704
266,Josh Powell,LAC,25,64,16,48,19.2,5.5,2.3,4.9,46,0,0,0,1,1.4,72.4,1.8,3.4,5.2,0.7,1,0.2,0.4,2,13.5,6,0,-5,800000,0.00016
267,Steve Francis,HOU,31,10,5,5,19.9,5.5,1.9,5.7,33.3,0.4,1.7,23.5,1.3,2.3,56.5,0.8,1.5,2.3,3,1.4,0.9,0.5,2.5,15.6,0,0,-0.5,2439333,0.0004878666
268,Trevor Ariza,LAL,23,35,27,8,15.6,5.5,2,3.9,50.7,0.1,0.5,27.8,1.4,2.1,65.3,0.9,2.2,3.1,1.3,0.7,0.9,0.3,1.3,14,1,0,0.5,3100000,0.00062
269,Shannon Brown,CHI,22,21,5,16,11.4,5.4,2.1,6,34.9,0.4,1.4,30,0.8,1.4,58.6,0.3,0.7,1,0.8,1.1,0.5,0.1,1.4,8.6,0,0,-3.8,1044120,0.000208824
270,Nene,DEN,25,16,9,7,16.6,5.3,1.8,4.4,40.8,0,0.1,0,1.7,3.1,55.1,1.9,3.6,5.4,0.9,1.3,0.6,0.9,2.9,16.2,0,0,0.3,,
271,Damon Stoudamire,SAS,34,60,31,29,17.3,5.3,2,5.6,35.6,0.8,2.5,33.6,0.5,0.6,79.4,0.3,1.6,2,2.8,1.3,0.5,0,1.3,12,0,0,-1.5,335442,6.71E-05
272,Dan Dickau,LAC,29,67,15,52,15.5,5.3,1.9,4.4,41.9,0.5,1.6,33.3,1,1.2,82.9,0.2,1.3,1.4,2.6,0.8,0.5,0,1.6,11.6,0,0,-1,770610,0.000154122
273,Thomas Gardner,CHI,23,4,1,3,11.2,5.3,2.3,5.8,39.1,0.8,3,25,0,0.5,0,0.8,0.3,1,0.3,1,0,0,1,5.8,0,0,-2.3,427163,8.54E-05
274,Reggie Evans,PHI,28,81,40,41,23.2,5.2,1.9,4.3,43.9,0,0,100,1.5,3.2,46.7,2.8,4.8,7.5,0.8,1.3,1.1,0.1,2.6,17.7,4,0,-0.9,4320000,0.000864
275,Zaza Pachulia,ATL,24,62,28,34,15.2,5.2,1.7,4,43.7,0,0,0,1.7,2.5,70.6,1.4,2.6,4,0.6,1.1,0.4,0.2,2.3,11.5,2,0,-0.8,4000000,0.0008
276,Stephane Lasme,MIA,25,16,3,13,19,5.2,2,4.4,45.1,0,0,0,1.2,2,59.4,1.6,1.7,3.3,0.2,0.9,0.8,1.4,2.2,15.1,0,0,-2.3,67844,1.36E-05
277,Aaron Brooks,HOU,23,51,36,15,11.9,5.2,1.8,4.4,41.3,0.7,2.1,33,0.8,1,85.7,0.3,0.8,1.1,1.7,0.9,0.3,0.1,1.4,9.2,0,0,-0.1,972720,0.000194544
278,Earl Boykins,CHA,32,36,14,22,16,5.1,1.7,4.8,35.5,0.4,1.2,31.8,1.4,1.6,83.1,0.3,0.7,0.9,2.7,1.1,0.4,0,0.6,10.2,0,0,-2.4,349041,6.98E-05
279,Gerald Green,HOU,22,30,5,25,12,5.1,1.7,5,34.4,0.5,1.3,38.5,1.1,1.4,82.9,0.4,1.7,2.1,1,1.1,0.3,0.1,1.5,9.2,0,0,-1.4,1440960,0.000288192
279,Ruben Patterson,LAC,32,20,8,12,16.3,5.1,2,4.3,45.3,0,0.1,0,1.2,2.2,55.8,1.2,2,3.2,0.9,1.4,1.1,0.4,1.9,13.1,1,0,-1.7,770610,0.000154122
281,Mike James,NOH,33,54,28,26,13.3,5,1.9,5.4,34.8,0.6,1.8,32,0.7,0.9,81.3,0.3,1,1.3,1.1,0.7,0.4,0,1,8.8,0,0,-0.8,5826893,0.0011653786
282,Derek Anderson,CHA,33,28,3,25,14.1,5,1.7,4.5,37.6,0.7,1.9,36.5,1,1.4,73.7,0.3,1.5,1.9,1.6,0.9,0.4,0,1.8,10.1,0,0,-3.8,770610,0.000154122
283,Juan Dixon,DET,29,53,32,21,12.6,5,2,4.9,41.1,0.6,1.4,41.7,0.4,0.5,80.8,0.3,1.1,1.4,1.8,1,0.4,0,1.2,9.7,0,0,1.6,2550000,0.00051
284,Cj Miles,UTA,21,60,38,22,11.5,5,1.9,3.9,47.9,0.5,1.3,39,0.7,0.9,78.8,0.3,1,1.3,0.9,0.5,0.5,0.1,1.6,9.4,0,0,2,945610,0.000189122
285,Rasual Butler,NOH,29,51,37,14,17.2,4.9,1.8,5.1,35,0.9,2.6,33.1,0.5,0.6,83.9,0.3,1.6,2,0.7,0.2,0.3,0.4,1.3,10.3,0,0,0.9,3315000,0.000663
286,Kwame Brown,MEM,26,38,18,20,18.8,4.8,1.9,3.7,50.7,0,0,0,1.1,2.6,40.8,1.3,3.6,4.9,1.2,1.3,0.6,0.6,2.2,14.8,2,0,-1.8,9379279,0.0018758558
287,Fabricio Oberto,SAS,33,82,56,26,20,4.8,2.2,3.6,60.8,0,0,0,0.5,0.7,60.7,1.9,3.4,5.2,1.2,0.6,0.5,0.2,2.5,14.3,4,0,0.7,3500000,0.0007
288,Ben Wallace,CLE,33,72,31,41,30.6,4.8,1.9,4.9,39.2,0,0.1,0,1,2.3,42.6,3.3,5.1,8.4,1.5,0.9,1.2,1.6,1.7,24.7,4,0,-1.8,15500000,0.0031
289,Joel Przybilla,POR,28,77,38,39,23.6,4.8,1.9,3.2,57.6,0,0,0,1.1,1.6,68,2.5,5.9,8.4,0.4,1.2,0.2,1.2,3,18.4,4,0,-1.3,5762575,0.001152515
290,Matt Bonner,SAS,28,68,45,23,12.5,4.8,1.8,4.3,41.6,0.7,2,33.6,0.6,0.6,86.4,0.8,2,2.8,0.5,0.6,0.2,0.3,1.6,9.7,2,0,1.2,2700000,0.00054
291,Quincy Douby,SAC,24,74,32,42,11.8,4.8,1.8,4.5,39.4,0.6,1.6,34.4,0.6,0.7,92.3,0.2,0.9,1.1,0.7,0.8,0.4,0.2,1.1,8.1,0,0,-1.9,1333920,0.000266784
292,Chucky Atkins,DEN,33,24,15,9,14.7,4.7,1.8,5.1,34.4,1,3.3,31.6,0.2,0.4,44.4,0.1,1.2,1.3,2,0.4,0.4,0,1.1,10,0,0,-0.5,3000000,0.0006
293,Spencer Hawes,SAC,20,71,33,38,13.1,4.7,2.1,4.5,45.9,0.1,0.3,19,0.5,0.8,65.5,1,2.3,3.2,0.6,0.8,0.2,0.6,1.8,11,2,0,-1.4,2028600,0.00040572
294,Richie Frahm,LAC,30,10,2,8,16.3,4.7,2,5.4,37,0.7,2.5,28,0,0.2,0,0.4,1,1.4,0.8,0.6,0.2,0,0.7,7.6,0,0,0.3,566625,0.000113325
295,Brian Cook,ORL,27,51,33,18,12.3,4.7,1.7,4.6,37.6,0.8,2.3,37.4,0.4,0.4,90.5,0.5,1.6,2.1,0.5,0.8,0.3,0.2,1.8,8.7,0,0,0.2,3500000,0.0007
296,Malik Allen,DAL,30,73,34,39,15,4.6,2.2,4.5,48,0,0,50,0.3,0.3,92,0.9,1.8,2.7,0.6,0.6,0.3,0.4,2,10.2,0,0,-0.5,770610,0.000154122
297,Brevin Knight,LAC,32,74,22,52,22.6,4.6,1.9,4.6,40.4,0,0.1,0,0.8,1,87.3,0.2,1.7,1.9,4.4,1,1.4,0.1,2.2,17.1,1,0,-4.5,1600000,0.00032
298,Glen Davis,BOS,22,69,56,13,13.6,4.5,1.6,3.2,48.4,0,0,0,1.4,2.2,66,1.4,1.6,3,0.4,0.9,0.4,0.3,2.3,10,0,0,1.5,427163,8.54E-05
299,Jeff Mcinnis,CHA,33,54,19,35,26.1,4.5,2,4.6,43.4,0.1,0.4,15.8,0.4,0.6,76.7,0.3,1.5,1.8,4.1,1.4,0.4,0.1,2.2,12.8,0,0,-4.1,770610,0.000154122
300,Jason Smith,PHI,22,76,38,38,14.6,4.5,1.9,4.1,45.5,0.1,0.2,28.6,0.7,1.1,65.9,1,2,3,0.3,0.6,0.3,0.7,1.9,10.7,0,0,0.5,1233840,0.000246768
301,J.J. Barea,DAL,24,44,27,17,10.5,4.3,1.6,3.9,41.8,0.5,1.2,38.9,0.6,0.8,80,0.1,1,1.1,1.3,0.8,0.3,0,1.1,7.8,0,0,1.2,687456,0.0001374912
302,Mickael Gelabale,SEA,25,39,8,31,11.9,4.3,1.8,4,43.9,0.4,0.9,43.2,0.4,0.5,77.8,0.4,1.1,1.5,0.8,0.7,0.3,0.2,0.8,8.1,0,0,-0.9,802000,0.0001604
303,Aaron Gray,CHI,23,61,23,38,10,4.3,1.7,3.3,50.5,0,0,0,0.9,1.6,56.6,1.1,1.6,2.8,0.7,0.9,0.3,0.3,1.9,9.5,2,0,-0.3,427163,8.54E-05
304,Theo Ratliff,DET,35,26,13,13,16.8,4.3,1.6,3.3,48.2,0,0,0,1.1,1.7,67.4,1.2,2.2,3.4,0.5,0.8,0.3,1.4,2.3,13.5,0,0,0.1,199452,3.99E-05
305,Acie Law,ATL,23,56,25,31,15.5,4.2,1.7,4.2,40.1,0.1,0.6,20.6,0.7,0.9,79.2,0.2,0.8,1,2,1,0.5,0,1.3,9,0,0,-2.1,1927080,0.000385416
306,David Harrison,IND,25,55,26,29,12.8,4.2,1.6,3.1,52.9,0,0,0,0.9,1.7,51,0.8,1.4,2.1,0.3,1.1,0.4,1.1,3,10.4,0,0,-0.1,1734316,0.0003468632
307,Alexander Johnson,MIA,25,43,4,39,12.8,4.2,1.4,2.9,48.8,0,0,0,1.3,1.9,68.7,0.7,1.4,2.2,0.3,1,0.3,0.2,1.9,7.9,1,0,-2.8,,
308,Jacque Vaughn,SAS,33,74,49,25,15.4,4.1,1.6,3.8,42.8,0,0.1,30,0.8,1.1,76.3,0.2,0.8,1,2.1,0.7,0.3,0,1.3,8.8,0,0,0.4,1219590,0.000243918
309,Jj Redick,ORL,24,34,22,12,8.1,4.1,1.4,3.2,44.4,0.5,1.3,39.5,0.8,1,79.4,0,0.6,0.7,0.5,0.4,0.1,0,0.9,5.5,0,0,-0.4,2000160,0.000400032
310,Nick Fazekas,LAC,23,26,5,21,10.3,4.1,1.8,3.2,56.1,0,0.1,0,0.6,0.8,68.2,1.3,2.1,3.4,0.4,0.5,0.3,0.4,1,10.6,0,0,0.5,125636,2.51E-05
311,Quinton Ross,LAC,27,76,22,54,19.8,4.1,1.7,4.4,39.1,0.1,0.3,42.9,0.5,0.8,66.7,0.7,1.6,2.3,1.2,0.4,0.6,0.4,1.7,11.2,0,0,-4.3,826046,0.0001652092
312,Greg Buckner,MIN,31,31,5,26,16.8,4,1.5,3.8,38.5,0.5,1.6,30,0.6,0.7,86.4,0.3,1.8,2.1,1.3,0.9,0.7,0.1,2,9.7,0,0,-4.5,3750746,0.0007501492
313,Shelden Williams,SAC,24,64,29,35,12.1,4,1.4,3.3,43.4,0,0,0,1.1,1.6,67.6,1.1,2.1,3.2,0.3,0.5,0.3,0.3,1.7,9.7,2,0,-0.5,3174240,0.000634848
314,Brandan Wright,GSW,20,38,22,16,9.9,4,1.6,2.9,55.4,0,0,0,0.7,1.1,67.5,1,1.6,2.6,0.2,0.3,0.2,0.6,0.9,9.3,0,0,-0.7,2323080,0.000464616
315,Andre Owens,IND,27,31,12,19,12.6,4,1.3,3.5,37.4,0.6,1.3,45,0.8,1.1,73.5,0.4,1.1,1.5,1.5,0.8,0.4,0.1,1.2,8.8,0,0,-0.5,687456,0.0001374912
316,Stephen Graham,IND,26,22,6,16,5.8,4,1.5,2.6,58.6,0.3,0.6,50,0.5,0.7,75,0.2,0.8,1,0.4,0.5,0.2,0,0.6,6,0,0,0.5,770610,0.000154122
317,Austin Croshere,GSW,33,44,26,18,10.4,3.9,1.4,3.1,44.5,0.5,1.4,36.1,0.7,0.7,90.6,0.8,1.6,2.4,0.7,0.5,0.2,0.1,1.4,8.2,0,0,0.1,770610,0.000154122
318,Julian Wright,NOH,21,57,39,18,11.2,3.9,1.6,3,53.3,0.2,0.4,41.7,0.6,0.9,63.5,0.6,1.5,2.1,0.7,0.6,0.5,0.2,0.8,9,0,0,0.3,1739160,0.000347832
319,Chris Webber,GSW,35,9,6,3,14,3.9,1.7,3.4,48.4,0,0,0,0.6,1.3,41.7,0.2,3.3,3.6,2,1.2,0.4,0.7,1.9,13.3,0,0,-2.3,358107,7.16E-05
320,Melvin Ely,NOH,30,52,35,17,11.9,3.9,1.6,3.5,47.2,0,0,0,0.6,1.1,55.2,0.5,2.3,2.8,0.4,0.8,0.1,0.3,1.5,8.5,1,0,1.6,895341,0.0001790682
321,Steve Novak,HOU,25,35,27,8,7.5,3.9,1.4,2.9,48,1,2,47.9,0.1,0.1,75,0.1,0.9,1,0.2,0.1,0.1,0.1,0.5,5.6,0,0,-0.7,687456,0.0001374912
322,Ira Newble,LAL,33,49,27,22,14.2,3.8,1.6,3.6,43.7,0.3,1,32.7,0.4,0.5,76.9,1,1.6,2.6,0.4,0.7,0.6,0.2,1.4,9,0,0,-4,122391,2.45E-05
323,Bobby Jones,DEN,24,47,25,22,11.3,3.8,1.3,3,42.9,0.4,1.1,34,0.9,1.1,78.4,0.6,1.3,2,0.6,0.6,0.3,0.1,1.8,7.6,1,0,-1.6,24263,4.85E-06
324,Donyell Marshall,SEA,35,26,6,20,13.1,3.8,1.2,3.8,32.7,0.6,2,28.3,0.7,0.8,86.4,0.9,2,2.9,0.4,0.6,0.2,0.6,1.2,9.8,0,0,-4,5566965,0.001113393
325,Anfernee Hardaway,MIA,36,16,4,12,20.3,3.8,1.4,3.8,36.7,0.5,1.2,42.1,0.5,0.6,88.9,0.2,2,2.2,2.2,0.8,1.2,0.1,1.5,12.6,0,0,-2,770610,0.000154122
326,Eddie Jones,DAL,36,47,31,16,19.6,3.7,1.4,3.8,36.7,0.7,2.5,29.3,0.2,0.3,71.4,0.4,2.4,2.8,1.5,0.6,0.6,0.2,1.5,10.9,0,0,2.4,1830000,0.000366
327,Ronnie Price,UTA,25,61,43,18,9.6,3.7,1.4,3.3,43.1,0.4,1.2,34.7,0.4,0.6,68.4,0.1,0.6,0.8,1.3,0.5,0.5,0,1.4,7.8,0,0,2.6,1100000,0.00022
328,C.J. Watson,GSW,24,32,20,12,11.5,3.7,1.3,3.2,42.6,0.3,0.8,34.6,0.7,0.9,79.3,0.4,0.6,1,1.1,0.6,0.5,0,0.6,7.4,0,0,0.3,251272,5.03E-05
329,Jared Jeffries,NYK,26,73,20,53,18.1,3.7,1.5,3.7,40,0.1,0.3,16,0.7,1.3,52.7,1.6,1.7,3.3,0.9,0.9,0.5,0.3,1.8,10.6,1,0,-1,5632200,0.00112644
330,Arron Afflalo,DET,22,75,55,20,12.9,3.7,1.3,3.2,41.1,0.1,0.6,20.8,0.9,1.2,78.2,0.5,1.3,1.8,0.7,0.5,0.4,0.1,1.1,8,0,0,1.6,944520,0.000188904
331,Alando Tucker,PHX,24,6,6,0,8,3.7,1.3,3.7,36.4,0.2,0.7,25,0.8,1,83.3,0.7,0.7,1.3,0,0,0,0.2,0.3,5.8,0,0,-1,931920,0.000186384
332,Devean George,DAL,30,53,30,23,15.5,3.7,1.4,3.9,35.7,0.4,1.3,32.4,0.5,0.6,70.6,0.5,2.1,2.6,0.7,0.5,0.4,0.2,1.7,9.1,0,0,-0.6,2369111,0.0004738222
333,Mike Harris,HOU,25,17,11,6,9.4,3.6,1.6,3.2,50,0,0.1,0,0.5,0.8,61.5,1.4,1.8,3.2,0.2,0.5,0.4,0.2,0.9,8.8,0,0,0.8,100509,2.01E-05
334,Tarence Kinsey,MEM,24,11,4,7,8.7,3.6,1.5,3.5,42.1,0.3,0.6,42.9,0.5,0.5,83.3,0.3,0.8,1.1,0.2,0.3,0.3,0,1,5.8,0,0,0.3,687456,0.0001374912
335,Joey Graham,TOR,26,38,23,15,8.7,3.6,1.3,3,43.4,0.1,0.1,66.7,1,1.2,84.4,0.5,1.3,1.8,0.4,0.6,0.1,0,1.2,6,0,0,-0.3,1596600,0.00031932
336,Oleksiy Pecherov,WAS,22,35,18,17,9.1,3.6,1.3,3.6,35.2,0.5,1.7,28.3,0.6,0.9,64.5,0.6,1.3,1.9,0.2,0.5,0.2,0.1,0.9,6.6,1,0,-1.9,1345800,0.00026916
337,Chris Mihm,LAL,28,23,14,9,12.1,3.6,1.4,4.1,33.7,0,0,0,0.8,1.2,66.7,1.2,2.1,3.3,0.6,0.7,0.2,0.6,1.8,10,1,0,-0.9,2500000,0.0005
338,Amir Johnson,DET,21,62,49,13,12.3,3.6,1.5,2.7,55.8,0,0,0,0.6,0.9,67.3,1.4,2.4,3.8,0.5,0.6,0.4,1.3,2.3,13.3,0,0,2.9,3666667,0.0007333334
339,Viktor Khryapa,CHI,25,9,3,6,11.6,3.6,1.3,3.4,38.7,0,0.1,0,0.9,1.6,57.1,0.7,1.6,2.2,0.9,0.7,0.7,0,1.2,8.9,0,0,1.7,,
340,Joel Anthony,MIA,25,24,5,19,20.8,3.5,1.2,2.5,46.7,0,0,0,1.2,2,59.2,1.6,2.3,3.9,0.1,0.7,0.4,1.3,2.3,12.7,0,0,-5.6,,
341,Awvee Storey,MIL,31,26,4,22,9.9,3.5,1.5,3.4,43.8,0,0.3,0,0.5,1.1,48.3,1.2,0.9,2.1,0.6,0.4,0.3,0,1.6,7.5,0,0,-2.2,770610,0.000154122
342,Ian Mahinmi,SAS,21,6,6,0,3.8,3.5,1,2,50,0,0,0,1.5,1.5,100,0,0.8,0.8,0.2,0.3,0,0.7,0.7,6.4,0,0,-2.3,625840,0.000125168
343,Malik Rose,NYK,33,49,11,38,10.1,3.5,1.3,3.7,36.7,0,0.1,28.6,0.8,1,72.5,0.6,1.5,2.1,0.6,0.8,0.3,0.1,1.6,7.5,0,0,-1,7101250,0.00142025
344,Renaldo Balkman,NYK,23,65,21,44,14.6,3.4,1.4,2.9,48.9,0,0.2,8.3,0.6,1.5,43.2,1.3,2,3.3,0.6,0.6,0.7,0.5,2,11.2,1,0,-1.5,1280640,0.000256128
345,Dermarr Johnson,SAS,28,5,3,2,5.5,3.4,1.4,2.8,50,0.6,1.8,33.3,0,0.4,0,0,0.2,0.2,0.2,0,0.2,0,0.8,4.5,0,0,-0.4,27198,5.44E-06
345,Walter Herrmann,DET,29,45,27,18,8.3,3.4,1.2,3.2,38.9,0.4,1.4,31.3,0.5,0.6,84,0.5,1.1,1.6,0.4,0.3,0.2,0,0.5,6.2,0,0,-0.4,,
347,Brian Cardinal,MEM,31,37,7,30,11.9,3.4,1.2,3.4,34.1,0.7,2.2,30.9,0.4,0.5,68.4,0.7,1.9,2.6,0.6,0.6,0.3,0.1,1.7,7.7,0,0,0.3,5850000,0.00117
348,Francisco Elson,SEA,32,63,35,28,12.9,3.3,1.5,3.7,39,0,0,0,0.4,0.6,70.3,0.8,2.4,3.2,0.4,0.7,0.2,0.3,1.5,8.6,1,0,-1.9,3000000,0.0006
349,Brian Skinner,PHX,32,66,47,19,12.8,3.3,1.4,3,46.5,0,0,66.7,0.5,1,52.4,1,2.7,3.6,0.2,0.6,0.3,1.2,1.7,11.9,0,0,-1,770610,0.000154122
350,Dahntay Jones,SAC,27,25,11,14,8.2,3.2,0.9,2.1,43.4,0,0.2,16.7,1.4,2,66.7,0.3,1.1,1.4,0.5,0.4,0.3,0.2,1.1,6.9,0,0,-0.4,584757,0.0001169514
351,Jermareo Davidson,CHA,23,38,12,26,8.5,3.2,1.3,3.3,40.8,0,0,0,0.5,0.7,64.3,0.6,1.1,1.6,0.3,0.4,0.2,0.4,1.2,6.9,0,0,-1.8,427163,8.54E-05
352,Dan Gadzuric,MIL,30,51,16,35,10.5,3.2,1.3,3,41.6,0,0,0,0.6,1.2,52.4,1.3,1.5,2.8,0.2,0.7,0.4,0.5,1.6,8.8,0,0,-1.6,5751130,0.001150226
353,Mardy Collins,NYK,23,46,12,34,13.8,3.2,1.2,3.8,32.6,0.2,0.7,25,0.5,0.8,60.5,0.4,1.2,1.6,1.9,1.2,0.5,0.2,1.2,8.9,0,0,-3,967320,0.000193464
354,Jorge Garbajosa,TOR,30,7,4,3,10.5,3.1,1.1,3.6,32,0.9,2.3,37.5,0,0,0,0.3,1.9,2.1,0.4,0.1,0.4,0,0.3,7.5,0,0,-1.6,4000000,0.0008
355,Randolph Morris,NYK,22,18,4,14,10,3.1,1.2,3.2,36.2,0,0,0,0.8,1.6,48.3,0.7,1.4,2.1,0.1,0.5,0.2,0.1,2.1,6.2,0,0,-6.6,810000,0.000162
355,Troy Hudson,GSW,32,9,5,4,10.4,3.1,1,3.4,29,0.4,1.3,33.3,0.7,0.7,100,0,0.8,0.8,1,0.8,0.3,0,0.4,5.8,0,0,-1.3,,
357,Sean Marks,PHX,32,19,16,3,6.8,3.1,1.2,2.3,53.5,0.1,0.2,25,0.6,1,63.2,0.5,1.4,1.9,0.2,0.4,0.2,0.5,1.2,7.3,1,0,-3.4,770610,0.000154122
358,Andre Brown,MEM,27,33,8,25,8.7,3,1.2,2.4,50,0,0,0,0.7,1.5,44.9,1.1,1.7,2.8,0.2,0.4,0.2,0.1,1.2,7.3,2,0,-1.8,770610,0.000154122
359,Dikembe Mutombo,HOU,42,39,26,13,15.9,3,1.1,2.1,53.8,0,0,0,0.8,1.2,71.1,1.7,3.4,5.1,0.1,0.4,0.3,1.2,1.4,13.4,1,0,1.3,770610,0.000154122
360,Chuck Hayes,HOU,25,79,52,27,19.9,3,1.4,2.8,51.1,0,0,0,0.1,0.3,45.8,1.7,3.7,5.4,1.2,0.8,1.1,0.5,2.7,15.3,0,0,2.6,1750000,0.00035
360,Marcin Gortat,ORL,24,6,6,0,6.8,3,1.3,2.8,47.1,0,0,0,0.3,0.5,66.7,1.3,1.3,2.7,0.3,0.3,0.2,0.2,0.7,7.4,1,0,0,427163,8.54E-05
362,Darius Washington,SAS,22,18,13,5,8.1,2.9,1.2,2.7,43.8,0.2,0.7,33.3,0.4,0.7,53.8,0.2,0.9,1.1,0.8,0.8,0.3,0,0.9,5.6,0,0,0,,
363,Jason Hart,UTA,30,57,36,21,10.6,2.9,1,3.2,32.2,0.2,0.5,35.5,0.7,0.8,84.4,0.1,0.9,1,1.5,0.5,0.5,0.1,1.3,7.6,0,0,0.8,2300000,0.00046
364,Marco Belinelli,GSW,22,33,15,18,7.3,2.9,1.1,2.8,38.7,0.5,1.2,39,0.2,0.3,77.8,0.1,0.3,0.4,0.5,0.4,0.2,0,0.5,4.2,0,0,-1.2,1345800,0.00026916
365,Desagana Diop,NJN,26,79,44,35,16.4,2.9,1.2,2.3,52.2,0,0,0,0.5,0.9,54.3,2,2.9,5,0.5,0.7,0.3,1.1,1.8,13.2,1,0,0.8,2146000,0.0004292
366,Yakhouba Diawara,DEN,25,54,34,20,10,2.8,1,2.5,41,0.4,1.2,31.8,0.4,0.6,71,0.4,0.7,1.1,0.7,0.3,0.1,0.1,1.1,5.6,0,0,0.3,687456,0.0001374912
367,Hilton Armstrong,NOH,23,65,43,22,11.3,2.7,1,2.3,45.3,0,0,0,0.7,1.1,62.9,1,1.5,2.5,0.4,0.9,0.2,0.5,2,7.6,0,0,-0.6,1900200,0.00038004
368,Maceo Baston,TOR,32,15,7,8,6.9,2.7,1.1,1.7,68,0,0,0,0.5,0.7,70,0.6,1.1,1.7,0.2,0.3,0.1,0.3,1.3,6,0,0,-0.2,1830000,0.000366
368,Mike Wilks,SEA,29,15,6,9,12.5,2.7,1.1,2.4,47.2,0.2,0.5,37.5,0.3,0.3,100,0.3,0.9,1.3,0.9,0.6,0.6,0,0.9,6.9,0,0,-1.1,,
370,Eddie Gill,SEA,29,14,6,8,10.9,2.7,0.9,2.2,38.7,0.4,1.1,33.3,0.6,0.6,100,0.1,1.5,1.6,1.6,0.6,0.5,0.1,1.3,8.2,0,0,-2.5,693549,0.0001387098
371,Linton Johnson,TOR,28,8,3,5,7.9,2.6,1.1,2.4,47.4,0.1,0.4,33.3,0.3,0.3,100,0.6,1.1,1.8,0.5,0.6,0,0.1,1.4,5.2,0,0,-1.5,4533,9.07E-07
372,Sergio Rodriguez,POR,22,72,36,36,8.7,2.5,1,2.7,35.2,0.2,0.8,29.3,0.3,0.5,65.8,0.2,0.6,0.8,1.7,0.7,0.3,0,0.8,6.3,0,0,-1.4,,
373,Robert Horry,SAS,37,45,26,19,12.9,2.5,0.8,2.6,31.9,0.4,1.6,25.7,0.4,0.6,64.3,0.8,1.6,2.4,1,0.5,0.5,0.4,1.2,9.1,0,0,0.3,3630000,0.000726
374,Darrell Armstrong,NJN,40,50,22,28,11,2.5,0.8,2.2,36.4,0.5,1.4,33.3,0.4,0.6,66.7,0.3,1,1.3,1.5,0.8,0.6,0,1.1,7.2,0,0,-2.3,770610,0.000154122
375,Paul Davis,LAC,23,22,8,14,8.8,2.5,1.1,3,36.9,0,0,0,0.3,0.5,60,1.1,1,2.1,0.5,0.4,0.3,0.3,1.5,6.9,0,0,-3.6,687456,0.0001374912
376,Ryan Hollins,CHA,23,60,23,37,8.9,2.5,0.8,1.6,48.9,0,0,0,0.9,1.4,67.1,0.9,0.9,1.8,0.2,0.4,0.2,0.5,1.6,6.5,0,0,-0.6,687456,0.0001374912
377,Eric Piatkowski,PHX,37,16,15,1,7,2.4,0.8,2.1,36.4,0.7,1.6,42.3,0.3,0.3,100,0.1,0.7,0.8,0.6,0.4,0,0.1,0.7,4.1,0,0,-2.1,1219590,0.000243918
378,Lindsey Hunter,DET,37,24,21,3,9,2.4,0.9,2.7,34.4,0.3,1.1,26.9,0.3,0.4,77.8,0.2,0.4,0.5,1.4,0.5,0.5,0.1,1.3,6.5,0,0,0.7,2250000,0.00045
379,Michael Doleac,MIN,31,24,5,19,10.7,2.4,1.2,2.6,44.4,0,0,0,0,0.1,50,0.7,1.4,2,0.3,0.5,0.4,0.4,1.8,7.3,0,0,-1.3,3120000,0.000624
380,Mouhamed Sene,SEA,22,13,1,12,4.8,2.3,0.8,1.8,45.8,0,0,0,0.6,1.3,47.1,0.5,0.7,1.2,0.1,0,0,0.5,0.7,5.5,0,0,-0.7,2105520,0.000421104
