Unnamed: 0,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,#ERROR!,Salary,Player_Comp_Share
453,Harry Giles III,POR,23,38,23,15,9.2,2.8,1.1,2.6,43.3,0.2,0.6,34.8,0.4,0.7,59.3,0.8,2.7,3.5,0.8,0.5,0.2,0.3,1.4,9.3,0,0,-2.1,1620564,0.0005056361934
454,Markus Howard,DEN,22,37,24,13,5.5,2.8,1.1,2.9,37.7,0.5,1.8,27.7,0.2,0.2,77.8,0,0.5,0.6,0.5,0.5,0.1,0,0.6,4.2,0,0,-1.9,,
455,Bruno Caboclo,HOU,25,6,1,5,6.1,2.8,1.3,2.8,47.1,0,0.8,0,0.2,0.3,50,0.5,1.8,2.3,0.2,0.7,0,0.3,1,6.2,0,0,0,,
456,Kyle Guy,SAC,23,31,11,20,7.6,2.8,0.9,2.8,33,0.4,1.5,28.3,0.5,0.6,80,0.2,1,1.1,1,0.4,0.2,0,0.6,5.9,0,0,-0.5,,
457,Matthew Dellavedova,CLE,30,13,4,9,17.2,2.8,1.1,4.3,25,0.3,1.9,16,0.3,0.3,100,0.5,1.4,1.8,4.5,0.5,0.3,0.1,1.6,12.4,0,0,-1.4,1620564,0.0005056361934
458,Frank Ntilikina,NYK,22,33,23,10,9.8,2.7,0.9,2.4,36.7,0.7,1.5,47.9,0.2,0.5,44.4,0.2,0.8,0.9,0.6,0.3,0.5,0.1,1.4,6.4,0,0,-1,6176578,0.001927169423
459,Didi Louzada,NOP,21,3,0,3,18.8,2.7,1,4.3,23.1,0.7,2.7,25,0,0,0,0.3,0.7,1,1,1,0.7,0,1.7,6.4,0,0,-3.7,,
460,Keita Bates-Diop,SAS,25,30,13,17,8.2,2.6,1,2.2,44.8,0.2,0.6,29.4,0.5,0.7,66.7,0.3,1.3,1.6,0.4,0.2,0.4,0.2,0.4,6.6,0,0,-1.2,1663861,0.0005191453978
461,Amida Brimah,IND,27,5,2,3,5.9,2.6,1,1.6,62.5,0,0,0,0.6,0.6,100,0.4,1.2,1.6,0.2,0.8,0,1,0.8,7,0,0,4.4,,
461,Anderson Varejao,CLE,38,5,1,4,7.2,2.6,0.8,3.2,25,0,0.2,0,1,1.8,55.6,1.4,2.6,4,0.6,0.2,0,0.4,0.6,9.3,0,0,-6.6,,
463,Josh Green,DAL,20,39,20,19,11.4,2.6,1.1,2.4,45.2,0.1,0.6,16,0.3,0.6,56.5,0.7,1.3,2,0.7,0.4,0.4,0.1,0.9,7.1,0,0,0.4,2816760,0.0008788642746
464,Grant Riller,CHA,24,7,2,5,3.9,2.6,1.1,1.7,66.7,0.3,0.6,50,0,0,0,0,0.1,0.1,0.4,0.1,0.1,0,0,3.7,0,0,-0.6,,
465,Tre Jones,SAS,21,37,15,22,7.3,2.5,1,2.1,47.4,0.1,0.1,60,0.5,0.5,89.5,0.2,0.4,0.6,1.1,0.4,0.2,0,0.4,5.1,0,0,-2.2,898310,0.0002802839314
466,Gary Payton II,GSW,28,10,7,3,4,2.5,1,1.3,76.9,0.2,0.4,50,0.3,0.4,75,0.2,0.9,1.1,0.1,0.1,0.6,0.1,0.8,6,0,0,0.1,11898,3.71E-06
466,Jordan Bell,GSW,26,6,3,3,13.6,2.5,1.2,3.7,31.8,0,0.3,0,0.2,0.3,50,1.2,2.8,4,1.2,0.7,0.5,0.8,1.2,12.4,0,0,-5.3,,
468,KZ Okpala,MIA,22,37,22,15,12.1,2.5,1,2.6,37.5,0.3,1.4,24,0.2,0.4,53.3,0.6,1.3,1.8,0.5,0.4,0.3,0.3,1.6,6.8,0,0,-1.8,1517981,0.0004736290172
469,Tacko Fall,BOS,25,19,13,6,7.1,2.5,1.1,1.5,72.4,0,0,0,0.3,0.8,33.3,0.8,1.9,2.7,0.2,0.3,0.1,1.1,1.2,9,0,0,1.4,,
470,Rondae Hollis-Jefferson,POR,26,11,6,5,9.8,2.5,0.8,1.6,50,0,0.1,0,0.8,1.5,56.3,1,1.4,2.4,1.2,0.2,0.2,0.4,1.4,8.5,0,0,-0.6,,
471,Jeremiah Martin,CLE,25,9,0,9,8.4,2.4,1,3.7,27.3,0.3,1.3,25,0.1,0.6,20,0.2,0.6,0.8,0.4,0.7,0.6,0.2,0.1,5.7,0,0,-2.9,,
472,Mfiondu Kabengele,CLE,23,39,20,19,7.2,2.4,0.8,2.3,37.1,0.3,1.3,26,0.4,0.5,80,0.3,1.2,1.5,0.4,0.4,0.2,0.3,0.9,6.2,0,0,-2.4,154433,4.82E-05
473,Rayjon Tucker,PHI,23,14,8,6,4.9,2.4,0.6,1.3,50,0.1,0.5,28.6,1,1.4,73.7,0.1,0.7,0.8,0.4,0.3,0.1,0,0.6,4.2,0,0,-0.9,1517981,0.0004736290172
474,Vernon Carey Jr.,CHA,20,19,9,10,6,2.4,0.9,1.9,50,0.1,0.4,14.3,0.5,0.6,81.8,0.3,1.1,1.4,0.1,0.3,0.1,0.3,0.7,5,0,0,-0.6,1350000,0.0004212168487
475,Wes Iwundu,NOP,26,41,17,24,13.1,2.4,0.8,2.5,33.3,0.1,1,12.2,0.6,0.8,83.9,0.4,1.8,2.2,0.4,0.5,0.4,0.1,1.2,6.6,0,0,-2.3,1678854,0.0005238234009
476,Justin Robinson,OKC,23,9,0,9,9.7,2.3,0.8,2.3,33.3,0.4,1.6,28.6,0.3,0.6,60,0.1,0.7,0.8,1,0.2,0.3,0,1.1,5.5,0,0,-5,,
477,Quinndary Weatherspoon,SAS,24,20,8,12,6.1,2.3,0.8,1.8,45.7,0.1,0.3,16.7,0.7,0.8,81.3,0.2,0.4,0.6,0.4,0.5,0.4,0.1,0.9,4.6,0,0,-3,,
478,Jarrell Brantley,UTA,25,28,23,5,4.9,2.3,0.9,1.9,48.1,0.4,1,42.9,0.1,0.1,100,0.3,0.6,1,0.5,0.3,0.3,0.1,0.6,4.9,0,0,-0.9,,
479,CJ Elleby,POR,21,30,19,11,6.4,2.3,0.8,2.2,37.9,0.2,1.1,20.6,0.4,0.5,73.3,0.4,0.7,1.1,0.3,0.2,0.2,0.1,0.9,4.8,0,0,-0.5,898310,0.0002802839314
480,Sean McDermott,MEM,24,18,10,8,8.8,2.2,0.7,1.8,39.4,0.3,1.2,22.7,0.4,0.4,100,0.3,0.7,1.1,0.2,0.2,0.1,0.2,0.4,4.4,0,0,-3.2,,
481,Bol Bol,DEN,21,32,21,11,5,2.2,0.8,1.8,43.1,0.3,0.8,37.5,0.3,0.5,66.7,0,0.8,0.8,0.2,0.4,0.1,0.3,0.4,4.2,0,0,-2.5,2058240,0.0006421965679
482,Shaquille Harrison,DEN,27,34,27,7,9.8,2.1,0.8,2.3,33.3,0.1,0.5,18.8,0.5,0.6,81.8,0.2,1.2,1.4,0.7,0.3,0.5,0.1,1,6.6,0,0,-2.2,1620564,0.0005056361934
483,Chris Silva,SAC,24,15,8,7,6.2,2.1,0.7,1.1,62.5,0.1,0.1,100,0.7,1,73.3,0.5,1.3,1.8,0.4,0.7,0.1,0.4,1.6,5.6,0,0,-0.1,1517981,0.0004736290172
484,Devon Dotson,CHI,21,11,4,7,4.6,2.1,1,1.9,52.4,0.1,0.6,14.3,0,0,0,0.2,0.3,0.5,0.6,0,0.4,0,0.3,4.7,0,0,2.9,,
485,Ed Davis,MIN,32,23,5,18,13,2.1,0.8,1.9,43.2,0,0,0,0.4,0.5,83.3,2,3,5,0.9,0.3,0.6,0.6,2.4,12.5,0,0,-2,5005350,0.001561731669
486,Vlatko Čančar,DEN,24,41,28,13,6.9,2.1,0.8,1.8,45.8,0.2,0.8,27.3,0.2,0.3,76.9,0.3,1,1.2,0.3,0.3,0.3,0,0.4,4.7,0,0,-2.5,,
487,Deividas Sirvydis,DET,21,20,8,12,6.7,2.1,0.7,2,35,0.5,1.4,35.7,0.2,0.3,50,0,1.5,1.5,0.3,0.3,0.1,0,0.5,4.2,0,0,-1.2,898310,0.0002802839314
488,Jontay Porter,MEM,21,11,7,4,4.9,2,0.7,1.4,53.3,0.3,0.7,37.5,0.3,0.5,60,0.4,0.9,1.3,0.1,0.6,0.3,0.1,1.1,4.1,0,0,0.1,1900000,0.0005928237129
488,Ray Spalding,HOU,24,2,0,2,9.4,2,1,2,50,0,0.5,0,0,1,0,1,1,2,0,1.5,0,1,1.5,5.9,0,0,-3.5,,
490,Jalen Smith,PHX,21,27,19,8,5.8,2,0.8,1.9,44,0.1,0.6,23.5,0.2,0.3,71.4,0.3,1.1,1.4,0.1,0.3,0,0.1,0.6,4.1,1,0,-0.6,4245720,0.001324717629
491,Nate Hinton,DAL,22,21,11,10,4.4,2,0.7,2,35.7,0.2,0.9,21.1,0.3,0.5,70,0,0.4,0.4,0.4,0.2,0.3,0.1,0.4,4.1,0,0,-2.6,,
491,Sindarius Thornwell,ORL,26,21,7,14,10.3,2,0.7,2.2,32.6,0.3,1.1,30.4,0.2,0.4,50,0.1,0.7,0.9,1,0.3,0.6,0.1,0.7,6.3,0,0,-0.4,,
493,Devontae Cacok,LAL,24,20,8,12,4.9,2,0.9,1.5,58.6,0,0,0,0.3,0.6,45.5,0.6,1,1.6,0.1,0.3,0.3,0.2,0.4,5,0,0,2.1,,
493,Isaac Bonga,WAS,21,40,16,24,10.8,2,0.8,2,37,0.3,1.2,27.7,0.1,0.2,62.5,0.5,1.2,1.7,0.6,0.6,0.3,0.2,1.6,5.7,0,0,-0.9,1663861,0.0005191453978
495,Miye Oni,UTA,23,54,45,9,9.6,1.9,0.6,1.8,35.4,0.6,1.6,34.1,0.1,0.1,83.3,0.4,1.1,1.6,0.5,0.3,0.2,0.1,1.1,5.3,0,0,1.7,1517981,0.0004736290172
496,Alen Smailagic,GSW,20,15,10,5,5.6,1.9,0.7,1.8,40.7,0.3,0.7,40,0.1,0.4,33.3,0.4,0.7,1.1,0.3,0.3,0.2,0.3,0.7,4.8,0,0,-2.1,1517981,0.0004736290172
497,Cassius Winston,WAS,23,22,10,12,4.5,1.9,0.6,1.5,42.4,0.4,0.8,47.1,0.2,0.3,83.3,0,0.4,0.4,0.5,0.2,0.1,0,0.4,3.4,0,0,-2.2,,
498,Daniel Oturu,LAC,21,30,21,9,5.4,1.8,0.7,1.7,42.3,0,0.2,20,0.3,0.4,75,0.7,0.9,1.6,0.3,0.3,0.1,0.2,0.8,5,1,0,0.3,898310,0.0002802839314
499,Axel Toupane,MIL,28,8,2,6,7.7,1.8,0.5,1.4,36.4,0.1,0.3,50,0.6,0.9,71.4,0,0.8,0.8,0.5,0,0.3,0.4,0.8,5.3,0,0,-0.4,,
500,Elijah Hughes,UTA,23,18,14,4,3.5,1.7,0.6,1.7,33.3,0.4,1.3,34.8,0.2,0.2,75,0.1,0.4,0.5,0.3,0.3,0.1,0.1,0.1,2.8,0,0,-2.1,898310,0.0002802839314
501,T.J. Leaf,POR,24,7,6,1,5.1,1.7,0.7,1.4,50,0,0,0,0.3,0.3,100,0,0.7,0.7,0.1,0.3,0.3,0.1,0.1,3.8,0,0,-2.9,4326825,0.001350023401
502,James Nunnally,NOP,30,9,3,6,5.3,1.7,0.6,1.4,38.5,0.4,1.3,33.3,0.1,0.2,50,0.2,0.8,1,0.3,0.2,0,0,0.1,3.1,0,0,-0.4,1349383,0.000421024337
503,Tim Frazier,MEM,30,5,5,0,12.4,1.6,0.6,4,15,0,1.6,0,0.4,1.2,33.3,0,1.6,1.6,3.2,0.8,0.4,0.2,1.4,9.3,0,0,1,255294,7.97E-05
504,Anthony Tolliver,PHI,36,11,7,4,9,1.5,0.4,1.5,23.5,0.4,1.3,28.6,0.5,0.5,83.3,0.3,0.6,0.9,0.2,0.3,0.3,0.2,0.6,4,0,0,2.7,263501,8.22E-05
504,Bruno Fernando,ATL,22,33,20,13,6.8,1.5,0.5,1.3,40.9,0,0.1,0,0.5,0.7,68.2,0.5,1.9,2.4,0.3,0.6,0.1,0.1,0.7,4.8,0,0,-0.7,1517981,0.0004736290172
506,Norvel Pelle,NYK,28,13,8,5,6.4,1.5,0.6,1.2,53.3,0,0,0,0.3,0.5,66.7,0.5,1,1.5,0.2,0.2,0.1,0.7,1.1,5.6,0,0,1.8,500000,0.0001560062402
506,Robert Woodard II,SAC,21,13,3,10,3.5,1.5,0.6,1.5,40,0.1,0.5,16.7,0.2,0.6,37.5,0.3,0.9,1.2,0.2,0.1,0,0.2,0.3,3.9,0,0,0.8,1500000,0.0004680187207
508,Cassius Stanley,IND,21,24,10,14,3.9,1.5,0.5,1.8,30.2,0.1,0.5,23.1,0.3,0.4,77.8,0.3,0.5,0.8,0,0,0,0.1,0.6,2.9,0,0,0.8,,
509,Rodions Kurucs,MIL,23,21,10,11,5.9,1.5,0.5,1.5,34.4,0.3,1,28.6,0.1,0.2,75,0.2,0.9,1.1,0.5,0.6,0.4,0.2,0.8,4.7,0,0,-0.1,,
510,Nate Darling,CHA,22,7,3,4,3.7,1.3,0.3,1,28.6,0.3,1,28.6,0.4,0.4,100,0.1,0,0.1,0.1,0.1,0,0.1,0.1,2,0,0,-4.3,,
511,Cristiano Felicio,CHI,28,18,6,12,4.6,1.3,0.4,0.7,53.8,0,0.1,0,0.5,0.9,56.3,0.6,0.9,1.4,0.5,0.2,0.2,0,0.6,4.2,0,0,1.2,7529020,0.002349148206
512,Jalen Lecque,IND,21,4,2,2,3,1.3,0.3,2.3,11.1,0,0.3,0,0.8,0.8,100,0.5,0.8,1.3,0.5,0,0,0,0,3.5,0,0,-1,1517981,0.0004736290172
512,Kris Dunn,ATL,27,4,1,3,11.4,1.3,0.3,3,8.3,0,0.5,0,0.8,1,75,0,1.5,1.5,0.5,0.8,0.5,0.5,2.5,6.1,0,0,-7.8,4767000,0.001487363495
514,Juwan Morgan,UTA,24,29,24,5,5.1,1.2,0.5,1,46.7,0.1,0.4,30.8,0.1,0.2,42.9,0.3,0.7,1,0.3,0.1,0.1,0,0.7,3.2,0,0,-3.7,1517981,0.0004736290172
515,Andre Roberson,BKN,29,5,4,1,12.6,1.2,0.4,2.8,14.3,0.2,1.6,12.5,0.2,0.4,50,1.4,1.6,3,0.8,0.4,0.6,0.2,0.8,8,0,0,-3.8,,
516,Marques Bolden,CLE,23,6,2,4,4.8,1.2,0.2,0.5,33.3,0,0,0,0.8,1.3,62.5,0.5,0.5,1,0,0.3,0.3,0.3,0,4,0,0,0.8,,
517,Karim Mane,ORL,21,10,2,8,8.8,1.1,0.3,1.3,23.1,0.1,0.2,50,0.4,0.5,80,0.1,1.3,1.4,0.4,0.3,0,0.2,1,3.7,0,0,-2.2,,
518,Adam Mokoka,CHI,22,14,3,11,4,1.1,0.5,1.4,36.8,0.1,0.7,10,0,0.1,0,0.1,0.3,0.4,0.4,0.4,0.1,0.1,0.4,2.3,0,0,-0.6,,
519,Udoka Azubuike,UTA,21,15,13,2,3.8,1.1,0.3,0.6,44.4,0,0,0,0.5,0.7,80,0.3,0.6,0.9,0,0.2,0.1,0.3,0.6,2.9,0,0,-4.3,1977000,0.0006168486739
520,Iman Shumpert,BKN,31,2,1,1,5.5,1,0.5,2,25,0,1.5,0,0,0,0,0.5,0,0.5,0,0.5,0.5,0,0,2.6,0,0,-0.5,,
520,Malik Fitts,LAC,23,3,3,0,3.6,1,0.3,1,33.3,0.3,0.7,50,0,0,0,0,1,1,0,0,0,0,1,2.2,0,0,-2,,
520,Patrick McCaw,TOR,25,5,2,3,6.7,1,0.2,0.2,100,0,0,0,0.6,0.6,100,0.2,0.4,0.6,0.8,0,0.4,0,1.2,4.1,0,0,-3.6,4000000,0.001248049922
520,Tyler Bey,DAL,23,18,11,7,3.9,1,0.4,1.2,31.8,0.1,0.2,25,0.2,0.3,60,0.4,0.6,1.1,0.2,0.2,0,0.1,0.3,2.5,0,0,-2.1,,
520,Tyrell Terry,DAL,20,11,2,9,5.1,1,0.5,1.5,31.3,0,0.6,0,0.1,0.3,33.3,0,0.5,0.5,0.5,0.2,0.5,0,0.2,3.7,0,0,0,1289846,0.0004024480499
525,Nick Richards,CHA,23,18,9,9,3.5,0.8,0.2,0.5,44.4,0,0.1,0,0.4,0.6,63.6,0.2,0.4,0.6,0.1,0.2,0,0,0.4,1.6,0,0,-0.7,1000000,0.0003120124805
526,Kostas Antetokounmpo,LAL,23,15,6,9,3.7,0.8,0.2,0.7,30,0,0,0,0.4,0.9,46.2,0.3,1,1.3,0.1,0.7,0.1,0.3,0.5,2.9,0,0,1.8,,
526,Vincent Poirier,PHI,27,10,8,2,3.9,0.8,0.3,1.2,25,0,0.1,0,0.2,0.6,33.3,0.6,0.8,1.4,0.2,0.4,0,0.3,0.8,3.3,0,0,-1.6,,
528,Keljin Blevins,POR,25,17,11,6,4.4,0.7,0.3,1.2,25,0.1,0.5,25,0,0,0,0.2,0.4,0.6,0.2,0.3,0.1,0,0.5,1.8,0,0,-2.2,,
529,Ty-Shon Alexander,PHX,22,15,11,4,3.2,0.6,0.2,0.8,25,0.1,0.6,22.2,0.1,0.1,50,0.1,0.5,0.7,0.4,0.2,0,0.1,0.1,2,0,0,-0.5,,
530,Brian Bowen II,IND,22,6,1,5,2.5,0.5,0.2,0.7,25,0,0.2,0,0.2,0.2,100,0,0.5,0.5,0,0,0,0,0.2,1.1,0,0,0.5,,
530,Jared Dudley,LAL,35,12,7,5,6.7,0.5,0.2,0.8,22.2,0.2,0.5,33.3,0,0,0,0.3,1.4,1.8,0.4,0.2,0.1,0.1,0.6,3.6,0,0,0.2,1620564,0.0005056361934
532,Jared Harper,NYK,23,8,5,3,2,0.4,0,0.5,0,0,0.1,0,0.4,0.5,75,0,0.3,0.3,0.1,0.4,0,0,0.1,0.5,0,0,-0.6,,
533,Jaylen Adams,MIL,25,7,5,2,2.6,0.3,0.1,1.1,12.5,0,0.3,0,0,0,0,0,0.4,0.4,0.3,0,0,0,0.1,1.2,0,0,-1.7,1416852,0.000442075507
534,Terrance Ferguson,PHI,23,13,10,3,3.8,0.2,0.1,0.5,14.3,0,0.4,0,0,0,0,0,0.1,0.1,0.2,0.3,0.1,0,0.5,0.4,0,0,-1.5,3944013,0.001230581279
535,Theo Pinson,NYK,25,17,9,8,2,0.1,0.1,0.5,11.1,0,0.5,0,0,0,0,0,0.3,0.3,0.1,0.1,0,0,0.2,0.5,0,0,-0.9,1445697,0.000451075507
536,Anžejs Pasečņiks,WAS,25,1,1,0,6.3,0,0,1,0,0,1,0,0,0,0,1,0,1,1,5,0,0,2,-2.3,0,0,-13,,
536,Ashton Hagans,MIN,21,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,-0.5,0,0,-1.5,,
536,Greg Whittington,DEN,28,4,3,1,3,0,0,0.8,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,,
536,Noah Vonleh,BKN,25,4,3,1,2.7,0,0,0.8,0,0,0.5,0,0,0,0,0,0.3,0.3,0.3,0.5,0,0,0.5,0.2,0,0,-4,1087776,0.000339399688
536,Will Magnay,NOP,23,1,1,0,3.3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,-10,,
