,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,#ERROR!,SALARY,Player_Comp_Share
1,Allen Iverson,PHI,27,60,36,24,43.7,31.4,11.1,27.8,39.8,1.3,4.5,29.1,7.9,9.8,81.2,0.7,3.8,4.5,5.5,4,2.8,0.2,1.7,50.1,4,1,4.7,11250000,0.007689678742
2,Shaquille O'Neal,LAL,30,67,51,16,36.1,27.2,10.6,18.3,57.9,0,0,0,5.9,10.7,55.5,3.5,7.2,10.7,3,2.6,0.6,2,3,49.9,40,0,8.5,21428000,0.01464661654
3,Paul Pierce,BOS,24,82,49,33,40.2,26.1,8.6,19.5,44.2,2.6,6.3,40.4,6.3,7.8,80.9,1,5.9,6.9,3.2,2.9,1.9,1,2.9,45,17,0,3.8,2051000,0.001401913876
4,Tracy McGrady,ORL,23,76,43,33,38.3,25.6,9.4,20.9,45.1,1.4,3.7,36.4,5.5,7.3,74.8,2,5.9,7.8,5.3,2.5,1.6,1,1.8,48,24,1,3.9,10865000,0.007426520848
5,Tim Duncan,SAS,26,82,58,24,40.6,25.5,9.3,18.3,50.8,0,0.1,10,6.8,8.5,79.9,3.3,9.4,12.7,3.7,3.2,0.7,2.5,2.6,52.8,67,0,6.8,10865000,0.007426520848
6,Kobe Bryant,LAL,23,80,56,24,38.3,25.2,9.4,20,46.9,0.4,1.7,25,6.1,7.4,82.9,1.4,4.1,5.5,5.5,2.8,1.5,0.4,2.9,43,11,1,5.6,11250000,0.007689678742
7,Vince Carter,TOR,25,60,30,30,39.8,24.7,9.3,21.8,42.8,2,5.2,38.7,4.1,5.1,79.8,2.3,2.9,5.2,4,2.6,1.6,0.8,3.2,41.4,5,0,1.1,3073000,0.002100478469
8,Chris Webber,SAC,29,54,42,12,38.4,24.5,9.9,19.9,49.5,0.1,0.4,26.3,4.7,6.3,74.9,2.8,7.3,10.1,4.8,2.9,1.7,1.4,3.4,50.1,31,1,7.6,12750000,0.008714969241
9,Dirk Nowitzki,DAL,24,76,53,23,38,23.4,7.9,16.6,47.7,1.8,4.6,39.7,5.8,6.8,85.3,1.6,8.4,9.9,2.4,1.9,1.1,1,2.9,43.4,38,0,5.4,2157000,0.001474367738
10,Michael Jordan,WAS,39,60,30,30,34.8,22.9,9.2,22.1,41.6,0.2,0.9,18.9,4.4,5.6,79,0.8,4.8,5.7,5.2,2.7,1.4,0.4,2,40.3,8,0,0.3,1000000,0.0006835269993
11,Karl Malone,UTA,38,80,43,37,38,22.4,7.9,17.5,45.4,0.1,0.3,36,6.4,8,79.7,1.8,6.8,8.6,4.3,3.3,1.9,0.7,2.9,43.7,28,0,0.6,17500000,0.01196172249
12,Antoine Walker,BOS,25,81,48,33,42.1,22.1,8.2,20.9,39.4,2.7,8,34.4,3,4,74.1,1.9,7,8.8,5,3.1,1.5,0.5,2.9,43.1,29,2,3,11250000,0.007689678742
13,Gary Payton,SEA,33,82,45,37,40.2,22.1,9,19.2,46.7,0.9,2.9,31.4,3.3,4.1,79.7,1,3.9,4.8,9,2.5,1.6,0.3,2.2,44.6,32,2,2.5,12926000,0.008835269993
14,Ray Allen,MIL,26,69,35,34,36.6,21.8,7.7,16.6,46.2,3.3,7.7,43.4,3.1,3.6,87.3,1.2,3.3,4.5,3.9,2.3,1.3,0.3,2.3,35.4,3,0,0.7,11250000,0.007689678742
15,Cuttino Mobley,HOU,26,74,28,46,42.1,21.7,8,18.4,43.8,2,5.1,39.5,3.6,4.2,85,0.9,3.2,4.1,2.5,2.4,1.5,0.5,2.6,33.8,1,0,-2.6,4412000,0.003015721121
16,Steve Francis,HOU,25,57,26,31,41.1,21.6,7.4,17.7,41.7,1.2,3.7,32.4,5.7,7.4,77.3,1.8,5.2,7,6.4,3.9,1.2,0.4,3,40.8,14,2,-0.9,3473000,0.002373889269
17,Jamal Mashburn,CHH,29,40,23,17,39.9,21.5,7.6,18.6,40.7,1,2.8,36.6,5.3,6,87.6,0.8,5.3,6.1,4.3,2.8,1.1,0.2,2,36.2,4,0,1.2,6975000,0.00476760082
18,Jerry Stackhouse,DET,27,76,45,31,35.3,21.4,6.9,17.4,39.7,1.1,3.9,28.7,6.5,7.6,85.8,1,3.1,4.1,5.3,3.5,1,0.5,2.1,35.4,5,0,1.3,5500000,0.003759398496
19,Shareef Abdur-Rahim,ATL,25,77,32,45,38.7,21.2,7.8,16.8,46.1,0.3,0.9,30,5.4,6.8,80.1,2.6,6.5,9,3.1,3.2,1.3,1.1,2.8,40.5,32,0,-2.9,11250000,0.007689678742
20,Peja Stojakovic,SAC,25,71,52,19,37.3,21.2,7.7,15.9,48.4,1.8,4.4,41.6,4,4.5,87.6,1,4.2,5.3,2.5,2,1.1,0.2,1.7,33.3,2,0,5.4,5000000,0.003417634997
21,Kevin Garnett,MIN,26,81,49,32,39.2,21.2,8.1,17.3,47,0.5,1.4,31.9,4.4,5.5,80.1,3,9.1,12.1,5.2,2.8,1.2,1.6,2.3,48.9,59,0,4.4,22400000,0.01531100478
22,Glenn Robinson,MIL,29,66,33,33,35.6,20.7,8.1,17.4,46.7,0.9,2.7,32.6,3.6,4.3,83.7,1.1,5.1,6.2,2.5,2.6,1.5,0.6,2.6,35.5,13,0,-1.1,8990000,0.006144907724
23,Michael Finley,DAL,29,69,45,24,39.9,20.6,8.2,17.8,46.3,1.1,3.2,33.9,3,3.6,83.7,1.3,3.9,5.2,3.3,1.7,0.9,0.4,2.1,34.1,5,0,3.2,10625000,0.007262474368
24,Jalen Rose,CHI,29,83,35,48,38,20.4,8,17.6,45.5,1.1,3,36.2,3.4,4,83.9,0.5,4,4.5,4.3,2.4,0.9,0.5,3,34.3,5,0,-1.5,10865000,0.007426520848
25,Stephon Marbury,PHX,25,82,36,46,38.9,20.4,7.6,17.2,44.2,0.9,3,28.6,4.3,5.5,78.1,0.9,2.3,3.2,8.1,3.5,0.9,0.2,2.3,36.3,29,0,-1.2,11250000,0.007689678742
26,Allan Houston,NYK,31,77,28,49,37.9,20.4,7.4,16.9,43.7,1.8,4.5,39.3,3.8,4.4,87,0.5,2.8,3.3,2.5,2.2,0.7,0.1,2.4,28.3,1,0,-4.5,10000000,0.006835269993
27,Richard Hamilton,WAS,24,63,27,36,34.9,20,7.5,17.2,43.5,0.3,0.7,38.1,4.8,5.3,89,1.2,2.3,3.4,2.7,2.1,0.6,0.2,2.2,28.6,0,0,-0.4,2111000,0.001442925496
28,Antawn Jamison,GSW,26,82,21,61,37,19.7,7.5,16.8,44.7,0.8,2.6,32.4,3.9,5.4,73.4,2.6,4.2,6.8,2,2,0.9,0.5,2.3,33.1,16,0,-4.5,3388000,0.002315789474
29,Sam Cassell,MIL,32,74,39,35,35.2,19.7,7.5,16.2,46.3,1,2.8,34.8,3.8,4.4,86,0.7,3.5,4.2,6.7,2.4,1.2,0.2,2.8,36.5,11,0,1.5,4000000,0.002734107997
30,Latrell Sprewell,NYK,31,81,29,52,41.1,19.4,7.1,17.5,40.4,1.8,5,36,3.5,4.3,82.1,0.7,3,3.7,3.9,2.8,1.2,0.2,2,30.9,0,0,-2.9,11250000,0.007689678742
31,Jason Terry,ATL,24,78,33,45,38,19.3,6.7,15.6,43,2.2,5.7,38.7,3.6,4.4,83.5,0.5,2.9,3.5,5.7,2.3,1.8,0.2,2,35.7,8,0,-2.1,1689000,0.001154477102
32,Rasheed Wallace,POR,27,79,49,30,37.5,19.3,7.6,16.3,46.9,1.4,4,36,2.5,3.5,73.4,1.7,6.4,8.2,1.9,1.7,1.3,1.3,2.7,37.9,25,0,4.6,14400000,0.00984278879
33,Shawn Marion,PHX,24,81,36,45,38.4,19.1,8.1,17.2,46.9,0.6,1.5,39.3,2.4,2.8,84.5,2.6,7.3,9.9,2,1.8,1.8,1.1,2.6,40.9,43,0,-0.1,1778000,0.001215311005
34,Jermaine O'Neal,IND,23,72,40,32,37.6,19,7.5,15.7,47.9,0,0.2,7.1,3.9,5.7,68.8,2.6,7.9,10.5,1.6,2.4,0.6,2.3,3.7,40.5,39,0,1.4,6325000,0.004323308271
35,Wally Szczerbiak,MIN,25,82,50,32,38.1,18.7,7.4,14.6,50.8,1.1,2.3,45.5,2.8,3.3,83.1,1.5,3.3,4.8,3.1,2.2,0.8,0.3,2.3,30.1,5,0,3.4,2313000,0.001580997949
36,Nick Van Exel,DAL,30,72,33,39,34.7,18.4,7,17,40.9,1.7,4.9,34,2.8,3.5,80.1,0.4,3.1,3.5,6.6,2.2,0.6,0.2,1.4,32.7,11,0,-1.9,9093000,0.006215311005
37,Eddie Jones,MIA,30,81,36,45,39,18.3,6.4,14.8,43.2,1.8,4.7,39,3.7,4.4,83.7,0.8,3.9,4.7,3.2,1.8,1.4,1,3.2,34.1,2,0,0.9,10080000,0.006889952153
38,Elton Brand,LAC,23,80,38,42,37.7,18.2,6.7,12.6,52.7,0,0,0,4.9,6.6,74.2,5,6.6,11.6,2.4,2.2,1,2,3.2,42.6,55,0,0.1,3882000,0.002653451811
39,Baron Davis,CHH,23,82,44,38,40.5,18.1,6.8,16.4,41.7,2.1,5.8,35.6,2.4,4.1,58,1.1,3.1,4.3,8.5,3,2.1,0.6,2.9,41,29,1,1.8,3119000,0.002131920711
40,Steve Nash,DAL,28,82,57,25,34.6,17.9,6.4,13.3,48.3,1.9,4.2,45.5,3.2,3.6,88.7,0.6,2.5,3.1,7.7,2.8,0.6,0,2,32.5,20,0,3.8,5750000,0.003930280246
41,Pau Gasol,MEM,21,82,23,59,36.6,17.6,6.7,13,51.8,0,0.1,20,4.1,5.8,70.9,2.9,6,8.9,2.7,2.7,0.5,2.1,2.4,37.3,35,0,-3.8,2970000,0.002030075188
42,Bonzi Wells,POR,25,74,44,30,31.8,17,6.6,14,46.9,0.9,2.3,38.4,2.9,3.9,74.1,1.6,4.4,6,2.8,2.6,1.5,0.3,2.8,31.3,7,0,2.4,2028000,0.001386192755
43,Rashard Lewis,SEA,22,71,40,31,36.4,16.8,6.4,13.7,46.8,1.7,4.5,38.9,2.3,2.8,81,2,5.1,7,1.7,1.4,1.5,0.6,2.5,32.6,16,0,4,4413000,0.003016404648
44,Grant Hill,ORL,29,14,7,7,36.7,16.8,5.9,13.9,42.6,0,0.1,0,4.9,5.7,86.3,2.1,6.9,8.9,4.6,2.6,0.6,0.3,2.9,34.3,5,0,0.6,10865000,0.007426520848
45,Lamond Murray,CLE,29,71,26,45,32.5,16.6,6.1,13.9,43.6,1.4,3.4,42.4,3,3.7,81.7,1.1,4.1,5.2,2.2,2,1,0.6,2.1,29,7,0,-1.5,3750000,0.002563226247
46,Reggie Miller,IND,36,79,40,39,36.6,16.5,5.2,11.6,45.3,2.3,5.6,40.6,3.7,4.1,91.1,0.3,2.5,2.8,3.2,1.5,1.1,0.1,1.8,26.8,0,0,-0.1,12045000,0.008233082707
47,Andre Miller,CLE,26,81,29,52,37.3,16.5,5.9,12.9,45.4,0.3,1.1,25.3,4.5,5.5,81.7,1.3,3.3,4.7,10.9,3,1.6,0.4,2.8,41.3,43,3,-1.3,1934000,0.001321941217
48,Alonzo Mourning,MIA,32,75,34,41,32.7,15.7,6,11.5,51.6,0,0,33.3,3.8,5.7,65.7,2.4,6,8.4,1.2,2.4,0.4,2.5,3.4,33.7,26,0,0.7,18756000,0.0128202324
49,Mike Miller,ORL,22,63,33,30,33.8,15.2,5.6,12.7,43.8,1.8,4.8,38.3,2.2,2.9,76.2,0.8,3.6,4.3,3.1,1.7,0.7,0.4,2.3,26.7,3,0,2.7,2494000,0.001704716336
50,Derrick Coleman,PHI,35,58,29,29,35.9,15.1,5.7,12.7,45,0.5,1.4,33.7,3.2,3.9,81.5,2.9,5.9,8.8,1.7,2.1,0.7,0.9,2.7,30.9,21,0,1.9,8710000,0.005953520164
51,Wesley Person,CLE,31,78,29,49,35.8,15.1,6,12.1,49.5,1.8,4.1,44.4,1.3,1.6,79.8,0.6,3.1,3.8,2.2,0.9,1,0.5,1.2,26.4,2,0,-0.5,6300000,0.004306220096
52,Kenyon Martin,NJN,24,73,46,27,34.3,14.9,6.1,13.2,46.3,0.2,0.9,22.4,2.5,3.7,67.8,1.5,3.8,5.3,2.6,2.4,1.2,1.7,3.6,31.5,2,0,4.1,3801000,0.002598086124
53,Donyell Marshall,UTA,29,58,29,29,30.2,14.8,5.9,11.4,51.9,0.2,0.7,31,2.8,3.9,70.8,2.7,4.9,7.6,1.7,2.1,0.9,1.2,2.6,30.5,12,0,-3.7,6510000,0.004449760766
54,Keith Van Horn,NJN,26,81,51,30,30.4,14.8,5.8,13.4,43.3,1.2,3.6,34.5,1.9,2.4,80,1.7,5.8,7.5,2,1.8,0.8,0.5,2.7,28.9,18,0,2.7,10865000,0.007426520848
55,Jason Williams,MEM,26,65,21,44,34.4,14.8,5.8,15.2,38.2,2,6.6,29.5,1.2,1.6,79.2,0.3,2.7,3,8,3.3,1.7,0.1,1.6,32.5,18,0,-5,2554000,0.001745727956
56,Jason Kidd,NJN,29,82,52,30,37.3,14.7,5.4,13.9,39.1,1.4,4.4,32.1,2.5,3,81.4,1.6,5.7,7.3,9.9,3.5,2.1,0.2,1.7,41.9,44,8,4.2,8440000,0.005768967874
57,Juwan Howard,DEN,29,81,45,36,32.5,14.6,5.7,12.4,46,0,0,0,3.2,4.2,76.1,2.8,4.8,7.6,2.1,1.9,0.6,0.6,3.3,28.4,17,0,-1.5,18750000,0.01281613124
58,Jeff McInnis,LAC,27,81,38,43,37.4,14.6,5.7,13.8,41.3,0.9,2.9,32.1,2.3,2.7,83.6,0.6,2.1,2.6,6.2,1.8,0.8,0.1,2.5,27.8,8,0,-1,590000,0.0004032809296
59,Clifford Robinson,DET,35,80,49,31,35.7,14.6,5.7,13.4,42.5,1.4,3.8,37.8,1.8,2.6,69.4,1,3.9,4.8,2.5,1.9,1.1,1.2,3,29.2,2,0,1.3,7656000,0.005233082707
60,Antonio Davis,TOR,33,77,41,36,38.7,14.5,5.3,12.5,42.6,0,0,0,3.8,4.6,81.8,3.3,6.3,9.6,2,2.1,0.7,1.1,2.9,32.3,33,0,-0.1,11000000,0.007518796992
61,Shane Battier,MEM,23,78,23,55,39.7,14.4,5.3,12.3,42.9,1.3,3.5,37.3,2.5,3.6,70,2.3,3.1,5.4,2.8,2,1.6,1,2.8,30.8,3,0,-3.7,2203000,0.001505809979
62,Jason Richardson,GSW,21,80,21,59,32.8,14.4,5.8,13.6,42.6,1,3.1,33.3,1.8,2.6,67.1,1.6,2.7,4.3,3,2,1.3,0.4,2.4,27.1,1,0,-3.4,2021000,0.001381408066
63,Brent Barry,SEA,30,81,44,37,37.5,14.4,5,9.8,50.8,2,4.8,42.4,2.4,2.9,84.6,0.7,4.7,5.4,5.3,2,1.8,0.5,2.2,33.6,8,0,2.5,4680000,0.003198906357
64,David Wesley,CHH,31,67,36,31,37.2,14.2,5.4,13.6,40,1.3,3.8,33.2,2.1,2.8,73.4,0.7,1.5,2.1,3.5,1.8,1.1,0.2,2.2,24.2,1,0,-1.1,3240000,0.002214627478
65,Kenny Thomas,HOU,24,72,25,47,34.5,14.1,5.5,11.5,47.8,0,0.2,0,3.1,4.7,66.4,2.2,5,7.2,1.9,2,1.2,0.9,2.7,29.9,10,0,-3.8,946000,0.0006466165414
66,Vin Baker,SEA,30,55,26,29,31.1,14.1,5.7,11.8,48.5,0,0.1,12.5,2.6,4.1,63.3,3.1,3.3,6.4,1.3,2.3,0.4,0.7,3.6,24.5,2,0,-0.5,11250000,0.007689678742
67,Morris Peterson,TOR,24,63,30,33,31.6,14,5.3,12.2,43.8,1.3,3.7,36.4,2,2.7,75.1,1.4,2.1,3.5,2.4,1.4,1.2,0.2,2.8,24.5,0,0,-0.2,966000,0.0006602870813
68,Elden Campbell,CHH,33,77,41,36,28,13.9,5,10.3,48.4,0,0,0,4,5,79.7,1.7,5.2,6.9,1.3,1.8,0.8,1.8,3.4,30.1,15,0,0.1,7975000,0.00545112782
69,Kurt Thomas,NYK,29,82,30,52,33.8,13.9,5.6,11.4,49.4,0,0.1,16.7,2.6,3.2,81.5,2.6,6.5,9.1,1.1,1.9,0.9,1,4.2,30.1,31,0,-3.5,4413000,0.003016404648
70,Ron Mercer,IND,26,53,14,39,32.4,13.9,5.9,14.8,39.7,0.3,1.2,29,1.8,2.2,79.8,0.9,2.4,3.4,2.4,1.7,0.6,0.2,2,22.4,0,0,-6.7,6066000,0.004146274778
71,Mike Bibby,SAC,24,80,59,21,33.2,13.7,5.6,12.3,45.3,0.6,1.7,37,1.9,2.4,80.3,0.5,2.3,2.8,5,1.7,1.1,0.2,1.7,26.8,3,0,4.9,4174000,0.002853041695
72,Corliss Williamson,DET,28,78,47,31,21.9,13.6,5.3,10.3,51,0,0.1,20,3.1,3.8,80.5,1.5,2.6,4.1,1.2,1.8,0.6,0.3,2.9,21.5,4,0,1.8,4000000,0.002734107997
73,Brad Miller,IND,26,76,28,48,29.8,13.6,4.8,9.6,49.9,0,0.1,42.9,3.9,5,77.5,3.3,4.9,8.2,2,1.5,1,0.5,3.2,29.5,19,0,-2.4,4400000,0.003007518797
74,Damon Stoudamire,POR,28,75,45,30,37.2,13.5,4.9,12.2,40.2,1.4,3.9,35.3,2.3,2.6,88.8,1,2.9,3.9,6.5,2,0.9,0.1,2,29,8,0,2.8,12375000,0.008458646617
75,Raef LaFrentz,DAL,26,78,35,43,31.5,13.5,5.4,11.8,45.8,1.3,3.4,38.8,1.3,1.9,69.5,2.3,5.2,7.4,1.1,1.2,0.7,2.7,3.6,33.2,18,0,-0.9,3755000,0.002566643882
76,John Stockton,UTA,40,82,44,38,31.3,13.4,4.9,9.5,51.7,0.3,1,32.1,3.4,3.9,85.7,0.7,2.5,3.2,8.2,2.5,1.9,0.3,2.5,33.5,21,0,2,8000000,0.005468215995
76,Kerry Kittles,NJN,28,82,52,30,31.7,13.4,5.3,11.5,46.6,1.2,3,40.5,1.6,2.1,74.4,0.8,2.5,3.4,2.6,1.3,1.6,0.4,1.3,26,0,0,2.8,7167000,0.004898838004
78,Quentin Richardson,LAC,22,81,38,43,26.6,13.3,5,11.4,43.3,1.6,4.3,38.1,1.8,2.3,76.5,1.4,2.7,4.1,1.6,1.3,1,0.3,1.8,23,5,0,1,1097000,0.0007498291183
79,Metta World Peace,IND,22,55,24,31,29.8,13.2,4.9,11.6,42.3,1,3.1,31.2,2.5,3.7,66.7,1.3,3.6,4.9,2.3,2.1,2.6,0.7,3.9,30.3,2,0,-0.4,1241000,0.0008482570062
80,Al Harrington,IND,22,44,22,22,29.8,13.1,5.2,11,47.5,0,0.1,33.3,2.6,3.3,79.9,2.2,4.1,6.3,1.2,1.8,0.9,0.5,3.8,24.9,5,0,-1.2,1436000,0.000981544771
81,Lamar Odom,LAC,22,29,14,15,34.5,13.1,5.2,12.4,41.9,0.6,2.9,19,2.1,3.2,65.6,1.1,5,6.1,5.9,3.3,0.8,1.2,3.1,32,4,0,-0.3,2812000,0.001922077922
82,Chauncey Billups,MIN,25,82,50,32,28.7,12.5,4.2,10,42.3,1.5,3.8,39.4,2.5,2.9,88.5,0.4,2.3,2.8,5.5,1.7,0.8,0.2,2.1,25.4,8,1,2.1,2475000,0.001691729323
83,Desmond Mason,SEA,24,75,44,31,32.2,12.4,4.8,10.3,46.4,0.2,0.8,27.1,2.7,3.2,84.8,1.2,3.5,4.7,1.4,1.4,0.9,0.4,2.3,22.5,0,0,3.2,1155000,0.0007894736842
84,Terrell Brandon,MIN,32,32,20,12,30.1,12.4,4.8,11.4,42.5,0.1,0.7,17.4,2.6,2.6,98.8,0.5,2.4,2.9,8.3,1.3,1.6,0.2,1.5,32.4,8,0,4.3,9250000,0.006322624744
85,Darrell Armstrong,ORL,34,82,44,38,33.3,12.4,4.2,10.1,42,1.7,4.9,34.9,2.2,2.5,88.8,1,2.9,3.9,5.5,2.1,1.9,0.1,2,29.3,4,0,2.5,4130000,0.002822966507
86,Marcus Fizer,CHI,23,76,19,57,25.9,12.3,4.9,11.2,43.8,0.1,0.5,17.1,2.5,3.7,66.8,1.7,3.9,5.6,1.6,1.7,0.6,0.3,2.4,22.6,8,0,-4,2754000,0.001882433356
87,Larry Hughes,GSW,23,73,17,56,28,12.3,4.7,11.1,42.3,0.2,1.3,19.4,2.6,3.5,73.7,1.1,2.2,3.4,4.3,2.3,1.5,0.3,2.1,26,5,0,-3.1,2343000,0.001601503759
88,Aaron McKie,PHI,29,48,26,22,30.6,12.2,4.6,10.2,44.9,1.1,2.7,39.8,2,2.5,78.7,0.5,3.5,4,3.7,1.9,1.2,0.3,1.5,25.1,1,0,2.4,4000000,0.002734107997
89,David Robinson,SAS,36,78,55,23,29.6,12.2,4.4,8.6,50.7,0,0,0,3.4,5.1,68.1,2.4,5.8,8.3,1.2,1.3,1.1,1.8,2.5,31.3,20,0,5.5,9500000,0.006493506494
90,Chucky Atkins,DET,27,79,49,30,28.9,12.1,4.7,10,46.6,1.7,4.3,41.1,1.1,1.5,69.2,0.4,1.6,2,3.3,1.6,0.9,0.1,2.2,21,1,0,0.7,3300000,0.002255639098
