,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,#ERROR!,SALARY,Player_Comp_Share
201,Christian Laettner,WAS,32,57,21,36,25.3,7.1,2.9,6.4,46.4,0,0.2,20,1.2,1.3,86.8,1.3,4,5.3,2.6,1.5,1.1,0.4,2.3,20.4,4,0,-2,4421000,0.003021872864
202,Devean George,LAL,24,82,58,24,21.5,7.1,2.6,6.4,41.1,0.8,2.2,37.1,1,1.5,67.5,1,2.7,3.7,1.4,0.8,0.9,0.5,2.3,16.9,0,0,5,834000,0.0005700615174
203,Popeye Jones,WAS,32,79,37,42,24.3,7,2.8,6.4,43.7,0.1,0.1,36.4,1.3,1.6,81.5,2.9,4.4,7.3,1.6,1.1,0.6,0.2,2.6,19.7,11,0,0.7,1300000,0.0008885850991
204,Brevin Knight,MEM,26,53,15,38,21.7,7,2.7,6.3,42.2,0,0.2,25,1.6,2.2,75.7,0.2,1.8,2.1,5.7,2.1,1.5,0.1,2.5,20.8,7,0,-2.4,4500000,0.003075871497
205,Bruce Bowen,SAS,31,59,47,12,28.8,7,2.6,6.7,38.9,0.9,2.5,37.8,0.8,1.6,47.9,0.7,2,2.7,1.5,1.1,1.1,0.4,2,15.8,0,0,4.7,715000,0.0004887218045
206,Zeljko Rebraca,DET,30,74,46,28,15.9,6.9,2.6,5.1,50.5,0,0,0,1.8,2.4,77.1,1.1,2.8,3.9,0.5,1.1,0.4,1,2.6,15.4,1,0,0.8,3500000,0.002392344498
207,John Crotty,UTA,32,41,23,18,19.5,6.9,2.4,5.1,47.1,0.8,1.7,44.9,1.4,1.6,86.4,0.4,1.4,1.8,3.4,1.2,0.5,0,1.9,14.5,0,0,1.2,1000000,0.0006835269993
208,Tony Battie,BOS,26,74,42,32,24.6,6.9,2.9,5.3,54.1,0,0,0,1.2,1.8,67.7,2.5,4,6.5,0.5,0.7,0.8,0.9,3,19.9,3,0,1.6,3600000,0.002460697198
209,Predrag Drobnjak,SEA,26,64,37,27,18.3,6.8,3,6.5,46.1,0,0,0,0.9,1.1,75.3,1.2,2.3,3.4,0.8,0.8,0.3,0.5,1.7,13.7,1,0,1.5,479000,0.0003274094327
210,Robert Horry,LAL,31,81,58,23,26.5,6.8,2.3,5.7,39.8,0.9,2.5,37.4,1.3,1.7,78.3,1.6,4.3,5.9,2.9,1.1,1,1.1,2.6,23.2,5,0,4.5,5300000,0.003622693096
211,Austin Croshere,IND,27,76,39,37,16.9,6.8,2.4,5.9,41.3,0.6,1.9,33.8,1.3,1.5,85.1,1,2.9,3.9,1,0.9,0.3,0.4,1.4,14.2,4,0,0.8,6310000,0.004313055366
212,Eddy Curry,CHI,19,72,20,52,16,6.7,2.6,5.2,50.1,0,0,0,1.5,2.2,65.6,1.5,2.2,3.8,0.3,1,0.2,0.7,2.4,13.7,4,0,-3.6,2232000,0.001525632262
213,Vladimir Radmanovic,SEA,21,61,31,30,20.2,6.7,2.4,5.8,41.2,1.1,2.6,42,0.8,1.2,68.1,0.7,3,3.8,1.3,1.2,0.9,0.4,2,15.9,0,0,1.1,1452000,0.000992481203
214,Samaki Walker,LAL,26,69,48,21,24,6.7,2.7,5.3,51.2,0,0,0,1.2,1.9,66.7,1.9,5.1,7,0.9,0.8,0.4,1.3,2.5,20.7,8,0,0.6,1400000,0.000956937799
214,Scott Padgett,UTA,26,75,40,35,17.2,6.7,2.5,5.3,47.6,0.7,1.5,43.4,1,1.4,73.5,1.5,2.3,3.8,1.1,0.9,0.6,0.2,1.9,14.2,2,0,0.9,781000,0.0005338345865
216,Dana Barros,DET,35,29,14,15,20.2,6.7,2.6,6.6,38.5,0.8,2.4,33.8,0.7,0.9,77.8,0,1.9,2,2.7,1.1,0.5,0.1,1.3,13.5,0,0,0.2,1500000,0.001025290499
217,Emanual Davis,ATL,33,28,10,18,27.7,6.6,2.5,7.1,35.4,1,3,34.1,0.6,0.6,88.9,0.7,2,2.6,2.4,1.9,1,0.2,2.4,15,0,0,-5,715000,0.0004887218045
218,Jacque Vaughn,ATL,27,82,33,49,22.6,6.6,2.5,5.3,47,0.3,0.7,44.4,1.3,1.5,82.5,0.2,1.8,2,4.3,1.4,0.8,0,2.2,16.5,1,0,-3.2,590000,0.0004032809296
219,Kelvin Cato,HOU,27,75,26,49,25.6,6.6,2.5,4.3,58.3,0,0,0,1.5,2.6,58.2,2.3,4.7,7,0.4,0.7,0.5,1.3,2.8,20.2,11,0,-2,6048000,0.004133971292
220,Tom Gugliotta,PHX,32,44,22,22,25.8,6.5,2.9,6.8,42.2,0.1,0.2,33.3,0.6,0.8,75.7,1.3,3.7,5,1.8,1.4,0.9,0.7,2.6,18.4,3,0,-1,10113000,0.006912508544
221,Eduardo Najera,DAL,25,62,44,18,21.8,6.5,2.4,4.8,50,0,0,0,1.6,2.4,67.6,2.4,3.1,5.5,0.6,0.6,0.9,0.5,2.5,17.5,6,0,5.2,465000,0.0003178400547
222,Ansu Sesay,SEA,25,9,3,6,15.7,6.4,2.4,4.9,50,0,0,0,1.6,2.2,70,0.8,1.4,2.2,0.9,0.2,0.3,0.2,2,11.9,0,0,-2.9,,
223,Dell Curry,TOR,38,56,31,25,15.8,6.4,2.5,6.2,40.6,0.8,2.3,34.4,0.6,0.7,89.2,0.4,1,1.4,1.1,0.7,0.4,0.1,0.9,10.6,0,0,0.3,2100000,0.001435406699
223,Jarron Collins,UTA,23,70,40,30,20.6,6.4,2.3,4.9,46.1,0,0,0,1.9,2.6,74,2,2.3,4.2,0.8,0.8,0.4,0.3,3.3,14.1,1,0,0.6,333000,0.0002276144908
225,Chris Gatling,MIA,34,54,19,35,15,6.4,2.4,5.4,44.7,0,0.1,12.5,1.5,2.2,70.1,1.3,2.5,3.8,0.5,1.1,0.3,0.2,2,12.1,0,0,-1,2504000,0.001711551606
226,Eric Williams,BOS,29,74,46,28,23.6,6.4,1.9,5.2,37.4,0.3,1.2,27.9,2.2,3,73.1,0.8,2.2,3,1.5,1.3,1,0.1,2.4,14.3,0,0,2.2,4448000,0.003040328093
227,Scot Pollard,SAC,27,80,59,21,23.5,6.4,2.5,4.5,55,0,0,0,1.4,2.1,69.3,2.4,4.7,7.1,0.7,0.9,0.9,1,2.5,20.5,7,0,3.8,4344000,0.002969241285
228,Tyrone Nesby,WAS,26,70,30,40,21.4,6.3,2.6,6,43.5,0.2,0.7,27.7,0.9,1.3,68.8,1.5,3,4.5,1.3,0.7,0.9,0.3,2.3,16.6,4,0,-0.3,3260000,0.002228298018
229,Grant Long,MEM,36,66,18,48,28.3,6.3,2.5,5.8,42.6,0,0.3,17.6,1.3,1.9,69.9,0.5,3,3.5,2.1,1.6,1,0.2,1.9,15.5,0,0,-5.8,2400000,0.001640464798
230,Calvin Booth,SEA,26,15,6,9,18.5,6.2,2.3,5.5,42.7,0,0,0,1.5,1.6,95.8,1.3,2.3,3.6,1.1,1.1,0.4,0.9,3.1,14.9,0,0,-2.8,4539000,0.00310252905
231,Tyson Chandler,CHI,19,71,19,52,19.6,6.1,2.1,4.3,49.7,0,0,0,1.9,3.1,60.4,1.6,3.2,4.8,0.8,1.4,0.4,1.3,2.5,16.8,7,0,-3,2756000,0.00188380041
232,Kevin Willis,HOU,39,52,16,36,16.7,6.1,2.4,5.5,44,0,0,0,1.3,1.7,74.7,2,3.7,5.8,0.3,0.8,0.5,0.4,1.9,15.3,6,0,-2.3,3000000,0.002050580998
233,Shawn Kemp,POR,32,75,44,31,16.5,6.1,2.3,5.4,43,0,0.1,0,1.4,1.7,79.4,1.2,2.6,3.8,0.7,1.1,0.6,0.4,2.5,13.7,6,0,-0.2,12770000,0.008728639781
234,Patrick Ewing,ORL,39,65,35,30,13.8,6,2.3,5.1,44.4,0,0,0,1.4,2.1,70.1,0.9,3.1,4,0.5,1,0.3,0.7,2,13.8,2,0,-0.3,2118000,0.001447710185
234,Zendon Hamilton,DEN,27,54,17,37,15.7,6,1.9,4.5,42,0,0,0,2.2,3.4,65.2,2,2.6,4.7,0.3,1.1,0.4,0.3,1.9,13.1,5,0,-4.1,466000,0.0003185235817
236,Oscar Torres,HOU,25,65,20,45,16.6,6,2.1,5.2,39.6,0.6,1.9,29.4,1.3,1.6,78.1,0.7,1.2,1.9,0.6,0.8,0.4,0.1,1,10,0,0,-2.5,333000,0.0002276144908
237,Troy Murphy,GSW,22,82,21,61,17.7,5.9,2.2,5.2,42.1,0,0.1,33.3,1.5,1.9,77.6,1.2,2.7,3.9,0.9,1,0.4,0.3,2.6,12.9,3,0,-2.4,1310000,0.0008954203691
238,Rusty LaRue,UTA,28,33,19,14,16.4,5.8,2.2,5.6,39.5,0.5,1.5,34,0.9,1.1,85.7,0.3,1.2,1.5,2.2,1.3,0.5,0.2,1.8,11.7,1,0,-2.1,,
239,Lindsey Hunter,LAL,31,82,58,24,19.7,5.8,2.3,6,38.2,1,2.5,38,0.2,0.5,50,0.2,1.3,1.5,1.6,0.7,0.8,0.2,1.5,12.3,0,0,1.7,2700000,0.001845522898
240,Greg Buckner,DAL,25,44,30,14,20.1,5.8,2.4,4.5,52.5,0.1,0.4,31.3,0.9,1.3,69,1.5,2.4,3.9,1.1,0.6,0.7,0.4,2.8,14.9,1,0,0.2,1210000,0.0008270676692
241,Donnell Harvey,DEN,21,47,25,22,18,5.7,2.3,4.6,49.8,0,0,0,1.1,1.9,60,1.7,3.1,4.8,0.8,0.7,0.4,0.5,2.4,14.9,1,0,-0.2,927000,0.0006336295284
242,Kendall Gill,MIA,34,65,34,31,21.8,5.7,2.5,6.5,38.4,0.1,0.7,13.6,0.6,1,67.7,0.4,2.4,2.8,1.5,0.8,0.7,0.1,2.2,13,0,0,-1.5,590000,0.0004032809296
243,Kevin Ollie,IND,29,81,28,53,21.3,5.7,1.7,4.4,38.8,0,0,50,2.3,2.8,82.4,0.3,2,2.3,3.6,1.3,0.8,0,1.2,14.9,1,0,-2.1,591000,0.0004039644566
244,Jeff Foster,IND,25,82,42,40,21.8,5.7,2.2,4.8,44.9,0,0.2,13.3,1.4,2.2,61,2.5,4.3,6.8,0.9,1,0.9,0.5,2.8,18.1,8,0,-0.5,986000,0.0006739576213
245,Tracy Murray,TOR,30,40,18,22,11.8,5.7,2.1,5.2,41.1,1,2.6,38.5,0.4,0.5,81,0.5,0.9,1.3,0.5,0.6,0.3,0.2,1,8.8,0,0,-1.3,3400000,0.002323991798
246,Tariq Abdul-Wahad,DAL,27,24,12,12,18.4,5.6,2.3,6.1,37.4,0,0.1,50,1,1.4,72.7,1.7,1.8,3.5,1,1.1,0.8,0.4,2.3,14,0,0,-2.2,5062000,0.003460013671
247,Wang Zhi-zhi,DAL,24,55,38,17,10.8,5.6,2,4.5,44,0.9,2.1,41.4,0.8,1,73.7,0.3,1.7,2,0.4,0.5,0.2,0.3,1.5,9.7,0,0,1.3,,
248,Terry Porter,SAS,39,72,52,20,17.9,5.5,1.9,4.5,42.4,0.8,2,41.5,0.9,1.2,81.9,0.2,2.1,2.3,2.8,1.2,0.6,0.2,1.2,13.9,0,0,5.1,2400000,0.001640464798
249,Tony Massenburg,MEM,34,73,18,55,17.1,5.5,2.2,4.8,45.6,0,0,100,1.2,1.6,71.8,1.4,3.1,4.4,0.4,0.9,0.4,0.4,2.4,13,3,0,-4.3,1500000,0.001025290499
250,Alan Henderson,ATL,29,26,14,12,16.3,5.5,2.3,4.5,50.9,0,0,100,0.9,1.7,53.3,1.2,2.5,3.7,0.4,0.8,0.4,0.6,1.5,12.8,1,0,1.2,6500000,0.004442925496
250,Elliot Perry,MEM,33,2,0,2,23.8,5.5,2.5,5,50,0,0,0,0.5,1,50,0,2,2,3.5,3.5,1.5,0,3,14.2,0,0,-18,,
252,A.J. Guyton,CHI,24,45,10,35,13.4,5.4,2,5.4,36.1,1,2.7,37.4,0.5,0.6,81.5,0.3,0.7,1,1.8,0.8,0.2,0.2,0.5,9.6,0,0,-1,465000,0.0003178400547
253,Jahidi White,WAS,26,71,33,38,19,5.4,2.1,3.9,53.8,0,0,0,1.2,2.2,53.9,2.2,4,6.3,0.2,0.9,0.4,1.1,2.3,16.6,6,0,-1.3,4413000,0.003016404648
254,Jerome James,SEA,26,56,30,26,17,5.3,2.4,4.9,49.1,0,0,0,0.5,1.1,50,1.6,2.6,4.1,0.4,1.3,0.4,1.5,3.1,15.6,1,0,3.2,466000,0.0003185235817
255,Kenny Satterfield,DEN,21,36,11,25,15.6,5.3,2,5.5,36.7,0.2,0.8,25.9,1,1.3,78.3,0.5,1,1.4,3,1.5,0.9,0,1.2,12.7,1,0,-1.7,333000,0.0002276144908
256,Will Solomon,MEM,23,62,15,47,14.2,5.2,1.8,5.3,34.1,0.7,2.6,28.4,0.8,1.2,67.1,0.2,0.9,1.1,1.5,1,0.6,0.1,1.2,9.8,0,0,-1.7,332000,0.0002269309638
257,Charlie Ward,NYK,31,63,19,44,16.8,5.2,1.8,4.8,37.3,0.8,2.6,32.3,0.7,0.9,81,0.2,1.8,2,3.2,1.2,1.1,0.2,1.6,15.1,1,0,-0.4,5110000,0.003492822967
258,Mengke Bateer,DEN,26,27,9,18,15.1,5.1,2,4.9,40.2,0.1,0.4,33.3,1.1,1.4,78.4,1.2,2.4,3.6,0.8,1.2,0.4,0.2,3.5,11.1,0,0,-2,,
259,Brendan Haywood,WAS,22,62,32,30,20.4,5.1,1.8,3.6,49.3,0,0,0,1.6,2.6,60.6,2.3,2.9,5.2,0.5,0.8,0.3,1.5,2.5,16.6,2,0,-0.9,815000,0.0005570745044
260,Damon Jones,DET,25,67,42,25,16.2,5.1,1.7,4.2,40.1,1,2.8,37.1,0.6,0.9,72.9,0.2,1.3,1.5,2.1,0.9,0.3,0,1.2,10.2,0,0,1.4,566000,0.0003868762816
261,Eddie Gill,MEM,23,23,6,17,16.6,5,1.7,4,42.4,0.3,1,31.8,1.3,1.7,79.5,0.3,0.9,1.2,2.1,1.5,0.5,0.1,1.7,10,0,0,-5.6,465000,0.0003178400547
262,John Wallace,PHX,28,46,19,27,10.5,5,2,4.7,43.5,0.1,0.3,38.5,0.9,1,87,0.6,1.3,1.8,0.6,0.6,0.2,0.2,1.3,8.9,0,0,-1.4,2630000,0.001797676008
263,Jake Voskuhl,PHX,24,59,27,32,15.3,5,1.8,3.3,55.4,0,0,0,1.4,1.8,75.2,1.7,2.5,4.2,0.3,0.8,0.2,0.4,2.4,11.5,0,0,-1.4,465000,0.0003178400547
264,Shandon Anderson,NYK,28,82,30,52,19.5,5,1.8,4.5,39.9,0.5,1.7,27.7,0.9,1.3,69.2,0.7,2.3,3,0.9,1.2,0.6,0.2,1.6,11.2,0,0,-1.7,5500000,0.003759398496
265,Ratko Varda,DET,23,1,0,1,5.7,5,2,3,66.7,0,0,0,1,1,100,0,1,1,0,1,0,0,3,5.2,0,0,-1,333000,0.0002276144908
266,Scott Williams,DEN,34,41,11,30,17.9,4.9,2.1,5.3,39.6,0,0,0,0.7,1,73.2,2,3.1,5.1,0.3,0.9,0.4,0.8,2.4,14.3,2,0,-4.1,4650000,0.003178400547
267,Ryan Bowen,DEN,26,75,26,49,22.5,4.9,2,4.1,47.9,0,0.2,8.3,0.9,1.2,75,1.8,2.2,4,0.7,0.5,1,0.5,2.3,14.8,2,0,0.7,630000,0.0004306220096
268,DeShawn Stevenson,UTA,21,67,36,31,16.9,4.9,2.1,5.5,38.5,0,0.4,8,0.6,0.8,69.8,0.7,1.3,2,1.7,1,0.4,0.4,1.2,11.2,0,0,-1.8,890000,0.0006083390294
269,Hanno Mottola,ATL,25,82,33,49,16.7,4.8,2.1,4.7,44,0,0.2,7.7,0.7,0.9,75,1,2.3,3.3,0.6,0.9,0.2,0.2,2.1,10.2,1,0,-1.9,465000,0.0003178400547
270,Adonal Foyle,GSW,27,79,19,60,18.8,4.8,2.2,4.9,44.4,0,0,0,0.5,1.2,39.8,1.9,3,4.9,0.5,1,0.5,2.1,2.3,18.2,3,0,-2.6,4400000,0.003007518797
271,Marc Jackson,MIN,27,39,15,24,12.8,4.8,1.5,4.2,36.6,0,0,0,1.7,2.1,82.5,1.2,2.1,3.3,0.4,0.8,0.3,0.2,1.8,9.8,0,0,-0.7,3250000,0.002221462748
272,Trajan Langdon,CLE,26,44,12,32,10.8,4.8,1.6,4,39.8,0.6,1.7,36.5,1,1,91.3,0.3,1,1.3,1.4,0.9,0.3,0.1,1.1,8.6,0,0,0.1,1604000,0.001096377307
273,Lawrence Funderburke,SAC,31,56,42,14,12.9,4.7,2.1,4.4,46.9,0,0.1,0,0.6,1,60.7,1.4,2.2,3.5,0.6,0.6,0.2,0.3,1.2,10.8,1,0,1.1,3000000,0.002050580998
274,Stacey Augmon,CHH,33,77,42,35,17.1,4.7,1.8,4.3,42.9,0,0,0,1,1.3,76.2,0.8,2.2,2.9,1.3,0.7,0.7,0.2,1.5,12.1,0,0,1.4,2400000,0.001640464798
275,Slava Medvedenko,LAL,23,71,50,21,10.2,4.7,2,4.3,47.7,0,0.1,0,0.6,0.9,66.1,1.2,1,2.2,0.6,0.6,0.4,0.2,1.7,9.3,0,0,1.1,465000,0.0003178400547
276,Michael Doleac,CLE,25,42,14,28,16.9,4.6,1.9,4.5,41.7,0,0,0,0.9,1.1,82.6,1.1,2.9,4,0.6,0.9,0.4,0.3,2.3,11.3,3,0,-3,2000000,0.001367053999
277,Dan Majerle,PHX,36,65,28,37,18.2,4.6,1.5,4.4,34.3,1.2,3.6,33.6,0.4,0.6,59,0.4,2.3,2.7,1.4,0.5,0.7,0.2,1.6,12.3,0,0,1,590000,0.0004032809296
278,Vitaly Potapenko,BOS,27,79,47,32,17,4.6,1.7,3.8,45.5,0,0,0,1.1,1.5,74.2,2.1,2.3,4.4,0.4,0.8,0.5,0.2,2.2,11.7,5,0,-0.6,4762000,0.003254955571
279,Danny Ferry,SAS,35,50,40,10,16,4.6,1.5,3.5,42.9,0.9,2,43.4,0.7,0.7,94.4,0.3,1.5,1.8,1,0.4,0.3,0.2,1.4,9.2,0,0,2.7,1000000,0.0006835269993
280,Sean Marks,MIA,26,21,7,14,15.2,4.6,1.8,4.2,43.2,0,0,0,1,1.6,58.8,0.9,2.7,3.6,0.4,0.9,0.2,0.5,1.9,10.7,1,0,-2.1,566000,0.0003868762816
281,Jason Collins,NJN,23,77,47,30,18.2,4.5,1.5,3.6,42.1,0,0,50,1.5,2.1,70.1,1.7,2.2,3.9,1.1,0.9,0.4,0.6,2.2,12.8,3,0,1.3,1067000,0.0007293233083
282,Bo Outlaw,PHX,31,83,37,46,23.2,4.5,2,3.6,55.5,0,0,50,0.5,1.2,42.2,1.8,2.6,4.4,1.5,1.2,0.8,1.1,2.5,16.8,0,0,0.7,6555000,0.004480519481
283,Kwame Brown,WAS,20,57,26,31,14.3,4.5,1.6,4.3,38.7,0,0,0,1.2,1.7,70.7,1.1,2.4,3.5,0.8,0.8,0.3,0.5,1.8,11.3,2,0,-1.5,3697000,0.002526999316
284,Art Long,SEA,29,63,37,26,15.7,4.5,1.9,3.9,49.2,0,0,0,0.7,1.3,52.9,1.7,2.3,4,0.7,1,0.3,0.4,2.9,11.7,3,0,-0.4,466000,0.0003185235817
285,Mark Strickland,ATL,31,46,16,30,14.3,4.5,2,4.4,44.6,0,0.1,25,0.5,1,56.8,0.9,2,2.8,0.4,0.6,0.4,0.3,1,10.3,2,0,-1.9,539000,0.0003684210526
286,Shammond Williams,SEA,27,50,26,24,12.1,4.4,1.6,3.9,42,0.6,1.5,37.3,0.6,0.8,79.5,0.3,0.9,1.3,1.7,0.7,0.4,0,0.7,9.1,0,0,0,1750000,0.001196172249
287,John Starks,UTA,36,66,34,32,14.1,4.4,1.7,4.7,36.8,0.4,1.4,30.5,0.5,0.6,80.5,0.2,0.8,1,1.1,0.8,0.5,0,1.9,7.9,0,0,-0.5,2475000,0.001691729323
288,Howard Eisley,NYK,29,39,17,22,15.6,4.4,1.5,4.5,33.7,0.4,1.5,24.1,1,1.3,79.6,0.2,1,1.3,2.6,1.4,0.6,0.1,1.4,10.5,0,0,-0.1,4781000,0.003267942584
289,Fred Hoiberg,CHI,29,79,20,59,17.8,4.4,1.5,3.7,41.6,0.3,1.2,26.1,1,1.2,84,0.2,2.4,2.7,1.7,0.4,0.8,0.1,1.1,12.2,0,0,-2,1000000,0.0006835269993
290,Jaren Jackson,ORL,34,9,4,5,16,4.3,1.7,4.1,40.5,0.8,2.2,35,0.2,0.4,50,0.1,1.8,1.9,0.9,0.9,0.6,0,1.4,8.7,0,0,-5.6,3020000,0.002064251538
290,Malik Allen,MIA,24,12,4,8,13.4,4.3,1.8,4.3,43.1,0,0.1,0,0.7,0.8,80,1.3,1.9,3.2,0.4,0.2,0.3,0.7,1.3,11.3,1,0,-0.7,333000,0.0002276144908
292,Darvin Ham,MIL,28,70,32,38,17.2,4.3,1.7,3,56.9,0,0.1,14.3,0.9,1.8,50.4,1.3,1.6,2.9,1,1.2,0.4,0.5,2.5,10.8,0,0,-0.3,1760000,0.001203007519
293,Etan Thomas,WAS,24,47,20,27,13.2,4.3,1.7,3.2,53.6,0,0,0,0.9,1.6,55.4,1.2,2.7,3.9,0.1,0.6,0.4,0.7,1.6,11.9,2,0,0.4,1493000,0.00102050581
294,Anthony Carter,MIA,27,46,19,27,22.8,4.3,1.9,5.7,34.2,0,0.4,5.3,0.4,0.8,52.8,0.4,2.1,2.5,4.7,1.6,1.1,0.1,1.8,16.2,2,0,-4.1,3250000,0.002221462748
294,Jason Caffey,MIL,29,23,15,8,12.4,4.3,1.6,3.1,50,0,0,0,1.2,1.9,62.8,1,1.1,2.2,0.5,0.8,0.2,0.2,1.7,8,0,0,-0.5,4812000,0.003289131921
296,Vladimir Stepania,MIA,26,67,31,36,13.2,4.3,1.7,3.7,47,0,0,50,0.7,1.6,48.1,1.5,2.5,4,0.2,0.8,0.4,0.7,1.5,11.7,2,0,-1.3,566000,0.0003868762816
297,Jason Collier,HOU,24,25,6,19,14.5,4.2,1.6,3.8,43.2,0,0,0,1,1.3,75,1.2,2,3.3,0.4,0.5,0.2,0.2,1.6,9.4,0,0,-4,1280000,0.0008749145591
298,Johnny Newman,DAL,38,47,33,14,15.4,4.2,1.4,3.1,45.3,0.5,1.2,38.6,0.9,1.2,72.4,0.2,0.9,1,0.3,0.4,0.6,0.1,1.9,7.6,0,0,-0.1,1575000,0.001076555024
299,Bryant Stith,CLE,31,50,15,35,13.3,4.2,1.4,3.8,37.2,0.5,1.4,35.3,0.9,1,84.6,0.4,1.3,1.7,0.8,0.6,0.6,0.1,0.8,9,0,0,-2.3,2000000,0.001367053999
300,Keyon Dooling,LAC,22,14,6,8,11.2,4.1,1.6,4.1,38.6,0.3,1,28.6,0.7,0.9,83.3,0,0.2,0.2,0.9,0.7,0.3,0.2,1.4,6.5,0,0,2.4,1654000,0.001130553657
301,Steve Kerr,POR,36,65,32,33,11.9,4.1,1.6,3.3,47,0.4,1,39.4,0.6,0.6,97.5,0.1,0.8,0.9,1,0.4,0.2,0,0.8,7,0,0,1,2406000,0.00164456596
302,Chris Childs,TOR,34,69,34,35,22.9,4.1,1.4,4.3,32.8,0.5,1.7,27.5,0.8,1,81.7,0.3,2,2.2,5.1,1.8,0.8,0.1,2.6,15.3,0,0,-0.5,5200000,0.003554340396
303,Earl Boykins,LAC,26,68,32,36,11.2,4.1,1.6,4,40,0.2,0.6,31,0.7,0.9,77,0.4,0.4,0.8,2.1,0.6,0.3,0,0.6,8.6,0,0,0.2,650000,0.0004442925496
304,Mitch Richmond,LAL,37,64,47,17,11.1,4.1,1.6,3.9,40.5,0.3,1,29,0.7,0.7,95.5,0.2,1.3,1.5,0.9,0.6,0.3,0.1,1,7.7,0,0,2,590000,0.0004032809296
305,Shawn Bradley,DAL,30,53,34,19,14.3,4.1,1.5,3.1,47.9,0,0,0,1.1,1.2,92.2,1,2.3,3.3,0.4,0.5,0.5,1.2,2.4,13.3,0,0,0.8,4155000,0.002840054682
306,Lavor Postell,NYK,24,23,5,18,7.7,4,1.2,3.7,33.3,0.3,1.1,23.1,1.3,1.8,75.6,0.1,0.6,0.7,0.2,0.5,0.3,0,0.3,5.5,0,0,0.9,466000,0.0003185235817
307,Danny Manning,DAL,36,41,28,13,13.5,4,1.7,3.6,47.7,0,0.2,14.3,0.5,0.8,66.7,0.6,2,2.6,0.7,0.6,0.5,0.5,2,10.7,0,0,-0.9,1500000,0.001025290499
308,Michael Curry,DET,33,82,50,32,23.2,4,1.5,3.4,45.3,0.1,0.3,26.9,0.9,1.1,79.1,0.2,1.9,2,1.5,0.7,0.6,0.1,2.5,10.1,0,0,-0.6,2400000,0.001640464798
309,Mamadou N'diaye,TOR,27,5,1,4,9.4,4,1.2,2,60,0,0,0,1.6,2,80,1.2,1,2.2,0,0.2,0,0.4,1.2,7.6,0,0,-1,793000,0.0005420369105
309,Nick Anderson,MEM,34,15,3,12,14.7,4,1.4,5.1,27.6,0.9,3.2,27.1,0.3,0.6,55.6,0.1,2.1,2.2,0.9,0.9,0.4,0.4,1.1,9.5,0,0,-4.1,5401000,0.003691729323
309,Quincy Lewis,UTA,25,36,16,20,13.5,4,1.8,4,44.8,0.1,0.5,16.7,0.4,0.6,65,0.3,0.9,1.2,1,0.9,0.6,0.3,2.5,8.7,0,0,-0.7,1070000,0.0007313738893
312,Shawnelle Scott,DEN,30,21,7,14,11.9,3.9,1.8,3.6,49.3,0,0,0,0.4,1,40,2.5,2.4,4.9,0.4,0.7,0.1,0.3,2.3,10.9,0,0,-1.3,591000,0.0004039644566
313,Robert Pack,MIN,33,16,10,6,15.9,3.9,1.6,4.3,36.8,0.1,0.3,25,0.7,0.9,73.3,0.4,1,1.4,3.1,1.3,0.8,0,2,11.4,0,0,-1.4,,
314,Stephen Jackson,SAS,24,23,14,9,9.8,3.9,1.5,4,37.4,0.4,1.6,25,0.5,0.7,70.6,0.1,1,1.1,0.5,1,0.7,0.1,1.3,7.3,0,0,-0.8,465000,0.0003178400547
315,Antonis Fotsis,MEM,21,28,6,22,11.3,3.9,1.5,3.7,40.4,0.3,0.8,30.4,0.6,0.7,85,0.9,1.3,2.2,0.4,0.8,0.3,0.4,0.8,8.4,0,0,-1.1,332000,0.0002269309638
316,George Lynch,CHH,31,45,27,18,19.8,3.8,1.6,4.4,36.9,0,0.1,16.7,0.6,0.9,62.5,1.6,2.6,4.1,1.2,0.9,0.9,0.3,1.7,13.3,0,0,-0.3,2400000,0.001640464798
317,Charles Oakley,CHI,38,57,11,46,24.3,3.8,1.7,4.6,36.9,0,0.1,16.7,0.4,0.5,75,1.3,4.8,6,2,1.5,0.9,0.2,3.1,15.6,1,0,-5.9,6545000,0.004473684211
318,Walter McCarty,BOS,28,56,33,23,12.8,3.8,1.4,3.2,44.4,0.7,1.8,39.4,0.2,0.3,68.4,0.6,1.7,2.3,0.7,0.4,0.3,0.1,1.5,8.6,1,0,-0.7,3125000,0.002136021873
319,Joe Crispin,PHX,22,21,11,10,7.4,3.8,1.2,3.2,38.2,0.7,1.9,38.5,0.6,0.6,92.3,0.1,0.4,0.5,1.2,0.5,0.2,0,0.5,6.5,0,0,-0.5,,
320,Terence Morris,HOU,23,68,23,45,16.4,3.8,1.6,4.3,38.4,0.2,1.1,19.2,0.3,0.4,64.3,1.1,2,3.1,0.9,0.7,0.3,0.4,1.1,10.3,2,0,-3.1,490000,0.0003349282297
321,Robert Traylor,CHH,25,61,30,31,11.1,3.7,1.4,3.3,42.6,0,0,100,0.9,1.4,63.1,1.1,2,3.1,0.6,0.7,0.4,0.6,2.1,10.6,1,0,-0.9,2793000,0.001909090909
