Unnamed: 0,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,#ERROR!,Salary,Player_Comp_Share
118,Jeremy Lin,CHA,27,78,47,31,26.3,11.7,3.8,9.3,41.2,1,2.9,33.6,3.1,3.7,81.5,0.5,2.7,3.2,3,1.9,0.7,0.5,2.1,22.1,1,0,1.1,2139000,0.0007145004509
119,Marvin Williams,CHA,30,81,47,34,28.9,11.7,4.2,9.2,45.2,1.9,4.7,40.2,1.5,1.8,83.3,1.6,4.9,6.4,1.4,0.8,0.7,1,1.6,25.7,10,0,3.1,7000000,0.002338243645
120,Kent Bazemore,ATL,26,75,44,31,27.8,11.6,4.3,9.7,44.1,1.5,4.1,35.7,1.6,2,81.5,0.4,4.7,5.1,2.3,1.8,1.3,0.5,2.3,24.7,1,0,1,2000000,0.0006680696129
121,Otto Porter Jr.,WAS,23,75,36,39,30.3,11.6,4.5,9.6,47.3,1.3,3.6,36.7,1.3,1.7,75.4,1.3,3.9,5.2,1.6,0.9,1.4,0.4,2.2,24.8,5,0,0.6,4662960,0.001557590941
122,Michael Carter-Williams,MIL,24,54,21,33,30.5,11.5,4.6,10.3,45.2,0.3,1,27.3,2,3,65.4,0.9,4.2,5.1,5.2,2.8,1.5,0.8,3,29.4,6,0,-2.4,2399040,0.000801362862
123,Jordan Hamilton,NOP,25,11,4,7,27.6,11.4,4.5,10.5,42.2,1.2,4.1,28.9,1.3,1.9,66.7,1.1,4.5,5.6,2.3,1.5,0.7,0.3,2.2,23,1,0,-5.8,1015421,0.0003391859572
124,Julius Randle,LAL,21,81,17,64,28.2,11.3,4.4,10.3,42.9,0.1,0.4,27.8,2.4,3.3,71.5,2.1,8.1,10.2,1.8,1.8,0.7,0.4,3,27.5,34,1,-8.4,3132240,0.001046277182
125,Bojan Bogdanovic,BKN,27,79,21,58,26.8,11.2,4.1,9.5,43.3,1.6,4.3,38.2,1.4,1.7,83.3,0.5,2.8,3.2,1.3,1.5,0.4,0.1,1.5,16.8,1,0,-4.9,3425510,0.00114423957
126,Nerlens Noel,PHI,22,67,10,57,29.3,11.1,4.6,8.8,52.1,0,0,50,2,3.4,59,2.3,5.8,8.1,1.8,2.4,1.8,1.5,2.9,31,16,0,-6.9,3457800,0.001155025554
127,Sean Kilpatrick,BKN,26,31,7,24,19.9,11.1,4,8.7,45.6,1.3,3.7,34.2,1.9,2.2,89.6,0.4,1.4,1.8,0.9,1,0.4,0.1,1.2,15.1,0,0,-4.7,134215,4.48E-05
128,DeMarre Carroll,TOR,29,26,16,10,30.2,11,4,10.4,38.9,1.8,4.5,39,1.2,1.9,60,1.2,3.5,4.7,1,1.1,1.7,0.2,2.4,22.9,0,0,1.7,13600000,0.004542873367
129,Dennis Schröder,ATL,22,80,47,33,20.3,11,4.1,9.8,42.1,1,3,32.2,1.8,2.3,79.1,0.3,2.2,2.6,4.4,2.3,0.9,0.1,1.7,21.3,2,0,2.8,,
130,Isaiah Canaan,PHI,25,77,10,67,25.5,11,3.4,9.4,36,2.3,6.3,36.3,1.9,2.3,83.3,0.3,2,2.3,1.8,1.2,0.7,0.2,1.7,17.8,0,0,-6.3,947276,0.0003164231553
131,T.J. Warren,PHX,22,47,14,33,22.8,11,4.7,9.4,50.1,0.6,1.5,40,1,1.4,70.3,1.2,1.9,3.1,0.9,0.7,0.8,0.3,2,18.8,1,0,-2.4,2041080,0.0006817917627
132,J.J. Barea,DAL,32,74,38,36,22.5,10.9,4.3,9.6,44.6,1.4,3.5,38.5,1,1.3,77.1,0.4,1.7,2.1,4.1,1.5,0.4,0,1.5,19.1,2,0,-1,4290000,0.00143300932
133,Elfrid Payton,ORL,22,73,32,41,29.4,10.7,4.4,10,43.6,0.4,1.3,32.6,1.5,2.6,58.9,1.1,2.5,3.6,6.4,2.4,1.2,0.3,2.2,26.6,14,1,-1,,
134,Trey Burke,UTA,23,64,31,33,21.3,10.6,4.1,9.9,41.3,1.4,4,34.4,1,1.3,81.7,0.3,1.5,1.8,2.3,1.3,0.5,0.1,1.3,16.9,0,0,0,2658240,0.0008879446838
135,Norris Cole,NOP,27,45,20,25,26.6,10.6,4.4,10.8,40.5,0.7,2.3,32.4,1.2,1.4,80,0.2,3.1,3.4,3.7,1.7,0.8,0.1,2.3,21.3,2,0,-2.3,,
136,Evan Turner,BOS,27,81,47,34,28,10.5,4.2,9.3,45.6,0.2,1,24.1,1.8,2.2,82.7,0.6,4.3,4.9,4.4,2.1,1,0.3,1.7,25,4,0,1.2,3425510,0.00114423957
137,Shabazz Muhammad,MIN,23,82,29,53,20.5,10.5,3.9,8.3,46.5,0.5,1.9,28.9,2.3,3,76.4,1.2,2,3.3,0.6,0.9,0.3,0.1,1.1,15.7,0,0,-3.3,2056920,0.000687082874
138,Jerryd Bayless,MIL,27,52,21,31,28.9,10.4,3.6,8.4,42.3,1.9,4.4,43.7,1.3,1.7,77.8,0.4,2.3,2.7,3.1,1.4,0.9,0.2,2.1,20.3,1,0,-3.6,3000000,0.001002104419
139,Ersan Ilyasova,ORL,29,74,35,39,25.4,10.4,3.8,8.9,42.4,1.3,3.5,37.1,1.5,2.1,72.1,1.9,3.5,5.4,0.9,1,0.7,0.4,2.3,20.7,4,0,-1.9,7900000,0.002638874971
140,Myles Turner,IND,20,60,32,28,22.8,10.3,4.4,8.8,49.8,0.1,0.2,21.4,1.5,2,72.7,1.1,4.4,5.5,0.7,1.1,0.4,1.4,2.6,22.4,4,0,-1.2,2357760,0.0007875739052
141,Jared Sullinger,BOS,24,81,47,34,23.6,10.3,4.3,10,43.5,0.4,1.3,28.2,1.3,2,64,2.4,5.9,8.3,2.3,1.3,0.9,0.6,2.6,27,25,0,2.6,2569260,0.0008582222668
142,Mario Chalmers,MIA,30,61,38,23,22.5,10.3,3,7.3,41,0.8,2.4,30.9,3.6,4.3,83.2,0.4,2.2,2.6,3.8,1.8,1.4,0.2,3,22.2,0,0,1.2,4300000,0.001436349668
143,Allen Crabbe,POR,24,81,43,38,26,10.3,3.8,8.4,45.9,1.4,3.5,39.3,1.2,1.4,86.7,0.3,2.3,2.7,1.2,0.8,0.8,0.2,2.4,17.4,0,0,0.5,947276,0.0003164231553
144,Robin Lopez,NYK,28,82,32,50,27.1,10.3,4.4,8.1,53.9,0,0,0,1.6,2,79.5,3.3,4.1,7.3,1.4,1.6,0.2,1.6,2.2,24.8,15,0,-1.2,12650000,0.004225540301
145,Marco Belinelli,SAC,30,68,27,41,24.6,10.2,3.6,9.3,38.6,1.3,4.4,30.6,1.7,2,83.3,0.1,1.6,1.7,1.9,1.2,0.5,0,1.3,15.6,0,0,-2.7,6060606,0.002024453352
146,Al-Farouq Aminu,POR,25,82,44,38,28.5,10.2,3.6,8.8,41.6,1.5,4.3,36.1,1.4,1.9,73.7,1.2,4.9,6.1,1.7,1.5,0.9,0.6,2.1,23.2,8,0,0.7,8042895,0.002686606874
147,Gorgui Dieng,MIN,26,82,29,53,27.1,10.1,3.8,7.1,53.2,0.1,0.2,30,2.5,3,82.7,1.9,5.2,7.1,1.7,1.7,1.1,1.2,2.7,26.5,15,0,-0.1,1474440,0.00049251428
148,Ricky Rubio,MIN,25,76,28,48,30.6,10.1,2.9,7.7,37.4,0.8,2.5,32.6,3.5,4.1,84.7,0.5,3.8,4.3,8.7,2.5,2.1,0.1,2.6,32.5,14,0,0.2,12700000,0.004242242042
149,Matt Barnes,MEM,36,76,38,38,28.8,10,3.5,9.1,38.1,1.6,4.9,32.2,1.5,1.8,80.4,1.1,4.4,5.5,2.1,1.6,1,0.8,3.1,23.6,7,1,-2.8,3542500,0.001183318302
150,Kelly Olynyk,BOS,25,69,40,29,20.2,10,3.7,8.1,45.5,1.2,3,40.5,1.4,1.9,75,1,3,4.1,1.5,1.1,0.8,0.5,2.4,19.7,1,0,3.2,2165160,0.0007232388015
151,Nikola Jokić,DEN,21,80,31,49,21.7,10,3.8,7.5,51.2,0.4,1.1,33.3,1.9,2.4,81.1,2.3,4.7,7,2.4,1.3,1,0.6,2.6,25.4,16,0,1.2,,
152,Ramon Sessions,WAS,30,82,41,41,20.3,9.9,3.4,7.2,47.3,0.4,1.4,32.4,2.6,3.5,75.6,0.3,2.2,2.5,2.9,1.4,0.6,0.1,1.2,17.7,3,0,-0.7,2170465,0.0007250108561
153,Terrence Ross,TOR,25,73,53,20,23.9,9.9,3.7,8.6,43.1,1.8,4.6,38.6,0.7,0.8,79,0.3,2.2,2.5,0.8,0.6,0.7,0.3,1.6,16.7,1,0,3.3,3553917,0.001187131977
154,Patrick Beverley,HOU,27,71,35,36,28.7,9.9,3.6,8.4,43.4,1.7,4.4,40,0.8,1.2,68.2,1,2.5,3.5,3.4,1.3,1.3,0.4,3.3,22.9,1,0,1.9,6486486,0.002166712095
155,Hollis Thompson,PHI,25,77,10,67,28,9.8,3.5,8.8,39.7,1.9,5.1,38,0.9,1.2,71.9,0.7,2.8,3.5,1.3,1,0.5,0.3,2.4,17.4,0,0,-4.8,947276,0.0003164231553
156,Dion Waiters,OKC,24,78,53,25,27.6,9.8,3.6,9.1,39.9,1.1,3.1,35.8,1.4,2,71.3,0.5,2.1,2.6,2,1.5,1,0.2,1.8,18,0,0,2.7,5138430,0.00171641447
157,Carl Landry,PHI,32,36,5,31,15.8,9.8,3.9,6.9,55.6,0.2,0.4,46.2,1.9,2.5,73.6,1.4,2.7,4.1,0.9,0.6,0.3,0.3,1.9,17.1,0,0,-3.1,6500000,0.002171226242
157,Gary Neal,WAS,31,40,18,22,20.2,9.8,3.8,8.1,46.5,1,2.5,41,1.2,1.4,85.5,0.3,1.8,2.1,1.2,0.7,0.5,0,1.4,14.9,0,0,-4.1,2139000,0.0007145004509
159,Jerami Grant,PHI,22,77,9,68,26.8,9.7,3.3,7.8,41.9,0.5,1.9,24,2.8,4.2,65.8,1.3,3.4,4.7,1.8,1.4,0.7,1.6,2.8,23.6,3,0,-6.4,845059,0.0002822791195
160,Marcus Thornton,WAS,29,61,32,29,18.2,9.7,3.5,8.9,39.9,1.5,4.4,33.7,1.1,1.3,84.8,0.6,1.8,2.5,1.4,0.8,0.8,0.1,1.5,16.4,0,0,0.7,200600,6.70E-05
161,Courtney Lee,CHA,30,79,49,30,29.6,9.6,3.7,8.1,45.4,1,2.7,37.8,1.3,1.5,83.9,0.4,2.2,2.6,1.7,0.9,1.1,0.4,1.7,18.7,0,0,1.9,5675000,0.001895647526
162,Manu Ginobili,SAS,38,58,47,11,19.6,9.6,3.4,7.5,45.3,1.2,3.1,39.1,1.6,1.9,81.3,0.4,2.1,2.5,3.1,1.7,1.1,0.2,1.7,19.4,0,0,5.7,2814000,0.0009399739453
163,Raymond Felton,DAL,32,80,40,40,27.4,9.5,3.5,8.5,40.6,0.8,2.7,28.2,1.9,2.2,84.7,0.5,2.8,3.2,3.6,1.5,0.9,0.2,1.8,20.3,3,1,-0.8,3950313,0.001319542038
164,Doug McDermott,CHI,24,81,41,40,23,9.4,3.6,8,45.2,1.4,3.2,42.5,0.9,1,85.7,0.5,2,2.4,0.7,0.7,0.2,0.1,1.6,13.5,0,0,-0.8,2380440,0.0007951498146
165,Kevin Martin,SAS,33,55,24,31,19.9,9.3,2.8,7.6,37.2,0.9,2.5,36,2.8,3.1,89,0.3,1.7,2,1.1,1,0.5,0.1,1.5,13.9,0,0,-2.2,200600,6.70E-05
166,Derrick Williams,NYK,25,80,32,48,17.9,9.3,3.2,7.1,45,0.6,1.9,29.3,2.4,3.2,75.8,0.6,3.1,3.7,0.9,0.8,0.4,0.1,0.9,15.8,4,0,-2.6,4000000,0.001336139226
167,Ian Mahinmi,IND,29,71,41,30,25.6,9.3,3.7,6.3,58.9,0,0,0,1.9,3.2,58.7,1.9,5.2,7.1,1.5,1.4,0.9,1.1,3.1,24.6,9,0,1.6,4000000,0.001336139226
168,Kyle Korver,ATL,35,80,46,34,30,9.2,3.4,7.7,43.4,2,5,39.8,0.6,0.7,83.3,0.2,3.1,3.3,2.1,1.2,0.8,0.4,2,18.6,0,0,5.4,5746479,0.001919524
169,Aaron Gordon,ORL,20,78,32,46,23.9,9.2,3.5,7.4,47.3,0.5,1.8,29.6,1.7,2.5,66.8,2,4.5,6.5,1.6,0.8,0.8,0.7,2,23,12,0,-1,4171680,0.001393486321
170,Nene,WAS,33,57,28,29,19.2,9.2,3.7,6.7,54.4,0,0.1,0,1.9,3.2,57.8,0.9,3.6,4.5,1.7,1.3,0.9,0.5,2.7,20.1,1,0,0.5,,
171,Jordan Farmar,MEM,29,12,2,10,24.3,9.2,3.5,8.3,42,1.3,3.8,35.6,0.8,0.8,100,0.3,1.8,2.1,3.1,1.5,1.3,0.2,1.8,19,0,0,-5.3,,
172,Marcus Smart,BOS,22,61,36,25,27.3,9.1,3,8.7,34.8,1,4,25.3,2.1,2.7,77.7,1.2,2.9,4.2,3,1.3,1.5,0.3,3,22.8,2,1,1.4,3431040,0.001146086782
173,Mason Plumlee,POR,26,82,44,38,25.4,9.1,3.3,6.3,51.6,0,0,0,2.6,4.1,64.2,2.5,5.2,7.7,2.8,1.9,0.8,1,3.1,26.2,15,0,0.4,1415520,0.0004728329492
174,Rudy Gobert,UTA,24,61,33,28,31.7,9.1,3.2,5.8,55.9,0,0,0,2.6,4.6,56.9,3.4,7.5,11,1.5,1.9,0.7,2.2,2.7,31.5,20,0,2.5,1175880,0.0003927848482
175,Alex Len,PHX,23,78,23,55,23.3,9,3.4,8,42.3,0,0.1,14.3,2.2,3.1,72.8,2.3,5.3,7.6,1.2,1.9,0.5,0.8,2.9,22,19,0,-3.7,3807120,0.001271710592
176,Gerald Green,MIA,30,69,40,29,22.6,8.9,3.3,8.5,39.2,1.2,3.8,32.3,1,1.3,78.3,0.4,2,2.4,0.8,0.7,0.6,0.3,1.8,14.8,0,0,0.6,947276,0.0003164231553
177,Rodney Stuckey,IND,30,58,33,25,22,8.9,3.2,7.6,41.3,0.3,1.4,24.1,2.3,2.7,82.9,0.3,2.4,2.7,2.4,1.3,0.7,0.1,1.3,17.1,0,0,0.2,7000000,0.002338243645
178,Archie Goodwin,PHX,21,57,14,43,19.5,8.9,3.1,7.4,41.7,0.4,1.7,23.2,2.3,3.4,67.4,0.5,2,2.5,2.1,1.8,0.5,0.2,1.5,15.3,1,0,-3.7,1160160,0.000387533821
179,Austin Rivers,LAC,23,67,42,25,21.8,8.9,3.4,7.7,43.8,0.9,2.8,33.5,1.2,1.7,68.1,0.3,1.6,1.9,1.5,0.9,0.7,0.1,2,15,0,0,-2.4,3110796,0.00103911414
180,Jordan Hill,IND,28,73,40,33,20.7,8.8,3.8,7.5,50.6,0,0,0,1.2,1.7,71.2,2.1,4,6.2,1.2,1.3,0.5,0.5,2.1,19.8,9,0,0.7,4000000,0.001336139226
181,Jeremy Lamb,CHA,24,66,40,26,18.6,8.8,3.5,7.7,45.1,0.8,2.7,30.9,1,1.3,72.7,0.7,3.2,3.8,1.2,0.8,0.6,0.5,1.6,17.6,1,0,2.3,3034356,0.001013580519
182,Cody Zeller,CHA,23,73,42,31,24.3,8.7,3.2,6,52.9,0,0.1,10,2.4,3.2,75.4,1.9,4.3,6.2,1,0.9,0.8,0.9,2.8,21.7,5,0,2.2,4204200,0.001404349133
183,Luis Scola,TOR,36,76,50,26,21.5,8.7,3.5,7.9,45,0.9,2.1,40.4,0.8,1.1,72.6,1.1,3.6,4.7,0.9,0.9,0.6,0.4,2.3,17.7,3,0,-0.3,2900000,0.0009687009386
184,Tyler Johnson,MIA,24,36,19,17,24,8.7,3.3,6.8,48.6,0.8,2,38,1.4,1.8,79.7,0.8,2.3,3,2.2,1.3,0.7,0.4,1.8,17.5,0,0,0.3,845059,0.0002822791195
185,Toney Douglas,NOP,30,61,22,39,20.7,8.7,3,7.3,41.1,1.3,3.3,39.9,1.4,1.6,84.8,0.4,1.9,2.3,2.6,1,1.1,0.1,2.1,18,1,0,-2.3,1164858,0.0003891031165
186,Terrence Jones,HOU,24,50,24,26,20.9,8.7,3.3,7.3,45.2,0.5,1.6,31.6,1.5,2.3,66.4,1.2,3,4.2,0.8,1,0.5,0.8,1.7,17.7,0,0,-4.8,,
187,Gerald Henderson,POR,28,72,39,33,19.9,8.7,3.2,7.3,43.9,0.7,1.9,35.3,1.6,2,76.7,0.4,2.5,2.9,1,0.9,0.5,0.3,1.2,15.2,0,0,0.3,6000000,0.002004208839
188,Shelvin Mack,UTA,26,52,27,25,20.3,8.6,3.5,8,43.9,0.8,2.4,31.2,0.9,1.2,73.8,0.3,2.2,2.5,3.6,1.8,0.7,0.1,1.4,17.3,3,0,1.9,2433333,0.0008128179176
189,Taj Gibson,CHI,31,73,37,36,26.5,8.6,3.6,6.8,52.6,0,0,0,1.4,2,69.2,2.8,4.1,6.9,1.5,1.1,0.6,1.1,2.5,23.1,7,0,-2.1,8500000,0.002839295855
190,Tim Duncan,SAS,40,61,50,11,25.2,8.6,3.5,7.2,48.8,0,0,0,1.5,2.1,70.2,1.9,5.4,7.3,2.7,1.5,0.8,1.3,2,26,11,0,7,5250000,0.001753682734
191,Zaza Pachulia,DAL,32,76,40,36,26.4,8.6,2.9,6.2,46.6,0,0,0,2.8,3.6,76.8,3.3,6.2,9.4,1.7,1.6,0.8,0.3,2.4,24.2,26,0,0,5200000,0.001736980993
192,Patty Mills,SAS,27,81,66,15,20.5,8.5,3.2,7.6,42.5,1.5,4,38.4,0.6,0.7,81,0.3,1.6,2,2.8,0.9,0.7,0.1,1.3,16.5,0,0,4.7,3578947,0.001195492868
193,Jon Leuer,PHX,27,67,22,45,18.7,8.5,3.3,7,48.1,0.6,1.6,38.2,1.1,1.5,76.2,1.1,4.4,5.6,1.1,1.1,0.6,0.4,1.9,18.7,10,0,-1,1035000,0.0003457260247
194,Cory Joseph,TOR,24,80,54,26,25.6,8.5,3.2,7.3,43.9,0.4,1.4,27.3,1.7,2.2,76.4,0.5,2.1,2.6,3.1,1.3,0.8,0.3,1.6,18.1,0,0,3.4,7000000,0.002338243645
195,Nik Stauskas,PHI,22,73,8,65,24.8,8.5,2.9,7.5,38.5,1.5,4.5,32.6,1.2,1.6,77.1,0.3,2.2,2.5,1.9,1.3,0.6,0.3,1.6,15.6,0,0,-5.5,2869440,0.000958492835
196,Meyers Leonard,POR,24,61,33,28,21.8,8.4,3.2,7.1,44.8,1.4,3.7,37.7,0.6,0.8,76.1,0.8,4.3,5.1,1.5,1.3,0.1,0.3,3,16.8,4,0,1.6,3075880,0.00102745098
197,Tony Wroten,NYK,23,8,0,8,18,8.4,2.8,8.1,33.8,0.4,2.1,17.6,2.5,4.6,54.1,0.3,2.4,2.6,2.5,3.6,0.4,0,1.4,12.8,0,0,-8.5,167406,5.59E-05
198,Tony Allen,MEM,34,64,34,30,25.3,8.4,3.4,7.3,45.8,0.2,0.7,35.7,1.4,2.2,65.2,1.6,3,4.6,1.1,1.2,1.7,0.3,2.7,20.3,1,0,-1.4,5158539,0.001723131576
199,Lance Stephenson,MEM,25,69,36,33,19.9,8.3,3.3,6.9,48.1,0.4,1.1,38.5,1.3,1.6,78.4,0.6,2.7,3.2,1.9,1.4,0.6,0.1,2,16,1,0,-0.9,9000000,0.003006313258
200,Mo Williams,CLE,33,41,27,14,18.2,8.2,3.2,7.4,43.7,0.9,2.5,35.3,0.9,1,90.5,0.1,1.6,1.8,2.4,1.4,0.3,0.1,1.5,13.9,0,0,-1.2,2100000,0.0007014730935
201,Jusuf Nurkić,DEN,21,32,14,18,17.1,8.2,3.2,7.6,41.7,0,0.1,0,1.9,3.1,61.6,2,3.4,5.5,1.3,1.7,0.8,1.4,2.8,21.3,4,0,-0.2,,
202,Lance Thomas,NYK,28,59,25,34,22.3,8.2,2.9,6.5,44.2,0.7,1.8,40.4,1.7,2,85.7,0.6,1.6,2.2,0.9,1,0.4,0.1,1.8,12.7,0,0,-0.7,1636842,0.0005467622006
203,Stanley Johnson,DET,20,73,37,36,23.1,8.1,3.1,8.2,37.5,0.9,2.8,30.7,1.1,1.4,78.4,0.8,3.4,4.2,1.6,1.6,0.8,0.2,2.4,16.8,3,0,-1.9,2841960,0.0009493135585
204,P.J. Tucker,PHX,31,82,23,59,31,8,2.9,7.1,41.1,0.8,2.5,33,1.3,1.7,74.6,2,4.2,6.2,2.2,1.4,1.3,0.2,2.5,21.9,7,0,-4.3,5500000,0.001837191435
205,Steven Adams,OKC,22,80,54,26,25.2,8,3.3,5.3,61.3,0,0,0,1.4,2.5,58.2,2.7,3.9,6.7,0.8,1.1,0.5,1.1,2.8,21,6,0,6,2279040,0.0007612786852
206,Joffrey Lauvergne,DEN,24,59,24,35,17.6,7.9,3.3,6.4,51.3,0.2,0.9,24.5,1.1,1.2,89.9,1.3,3.6,4.9,0.9,0.9,0.2,0.3,1.9,15.7,5,0,-3.7,1709719,0.0005711056552
207,Jared Dudley,WAS,30,81,40,41,25.9,7.9,2.9,6,47.8,1.2,2.9,42,0.9,1.2,73.5,0.7,2.9,3.5,2.1,1,0.9,0.2,2.3,17.7,0,0,0.7,4375000,0.001461402278
208,Tristan Thompson,CLE,25,82,57,25,27.7,7.8,3,5.1,58.8,0,0,0,1.8,3,61.6,3.3,5.7,9,0.8,0.7,0.5,0.6,2.5,22.3,23,0,4.4,14260870,0.00476362695
209,O.J. Mayo,MIL,28,41,17,24,26.6,7.8,2.9,7.8,37.1,1.3,4,32.1,0.8,1,77.5,0.3,2.2,2.6,2.9,1.8,1.2,0.2,3.1,17.6,0,0,-1.4,8000000,0.002672278451
210,Ben McLemore,SAC,23,68,28,40,21.2,7.8,2.9,6.7,42.9,1,2.7,36.2,1.1,1.5,71.8,0.5,1.7,2.2,1.2,1.5,0.8,0.1,2.1,13.4,0,0,0.3,3156600,0.00105441427
211,David Lee,DAL,33,55,27,28,16.4,7.8,3.2,6.1,53.1,0,0,0,1.3,1.7,76.3,1.8,3.7,5.5,1.5,1.2,0.4,0.5,2.1,18.2,4,0,-1.5,2085671,0.0006966867088
212,Wayne Ellington,BKN,28,76,18,58,21.2,7.7,2.9,7.4,38.9,1.3,3.5,35.8,0.7,0.8,85.7,0.3,2,2.3,1.1,0.6,0.6,0.1,1.1,13.6,0,0,-4.2,1500000,0.0005010522096
213,Jameer Nelson,DEN,34,39,12,27,26.6,7.7,2.9,7.9,36.8,1.1,3.7,29.9,0.8,0.9,85.7,0.5,2.5,2.9,4.9,1.7,0.6,0.1,2.6,19.1,0,0,-3.4,4345000,0.001451381234
214,Langston Galloway,NYK,24,82,32,50,24.8,7.6,2.8,7.2,39.3,0.9,2.7,34.4,1,1.4,75.4,0.5,3,3.5,2.5,0.7,0.9,0.3,2.2,18.5,1,0,-1.3,845059,0.0002822791195
215,Devin Harris,DAL,33,64,35,29,20,7.6,2.6,5.8,44.7,0.8,2.5,32.9,1.6,2.2,72.1,0.3,1.9,2.2,1.8,1,0.9,0.2,1.9,15.4,0,0,-1.4,4053446,0.00135399205
216,Jose Calderon,NYK,34,72,29,43,28.1,7.6,2.9,6.3,45.9,1.2,2.8,41.4,0.6,0.7,87.5,0.3,2.9,3.2,4.1,1.2,0.9,0.1,1.9,19.3,1,0,-1,7402812,0.002472796873
217,D.J. Augustin,DEN,28,62,35,27,19,7.5,2.4,5.6,42.3,1.1,2.7,40.5,1.7,2.1,80.5,0.1,1.4,1.5,3.2,1.4,0.6,0.1,1.4,14.8,2,0,-0.5,3000000,0.001002104419
218,Darrell Arthur,DEN,28,70,26,44,21.7,7.5,3.2,7,45.2,0.6,1.7,38.5,0.6,0.8,75.5,1.2,3,4.2,1.4,0.9,0.8,0.7,2.6,18,2,0,-0.7,2814000,0.0009399739453
219,E'Twaun Moore,CHI,27,59,29,30,21.4,7.5,3.2,6.6,48.1,0.8,1.8,45.2,0.4,0.6,62.9,0.3,1.9,2.3,1.7,0.9,0.6,0.3,1.7,14.6,0,0,-0.6,1015421,0.0003391859572
220,Matthew Dellavedova,CLE,25,76,54,22,24.6,7.5,2.7,6.7,40.5,1.3,3.1,41,0.8,0.9,86.4,0.4,1.7,2.1,4.4,1.5,0.6,0.1,2.3,17.3,1,0,5,1147276,0.0003832301166
221,Frank Kaminsky,CHA,23,81,47,34,21.1,7.5,2.7,6.5,41,0.8,2.5,33.7,1.3,1.8,73,0.9,3.3,4.1,1.2,0.7,0.5,0.5,1.6,16.5,1,0,-0.2,2612520,0.0008726726125
222,JaMychal Green,MEM,26,78,39,39,18.5,7.4,2.9,6.3,46.5,0.2,0.6,33.3,1.3,1.8,75.2,1.8,3,4.8,0.9,1.1,0.6,0.4,2.4,16.4,7,0,-0.6,845059,0.0002822791195
223,Jodie Meeks,DET,28,3,3,0,14.5,7.3,2.3,6.7,35,1.3,3,44.4,1.3,1.3,100,0.3,1.3,1.7,1,0.3,0,0,0.7,10.5,0,0,3,6270000,0.002094398236
224,Amir Johnson,BOS,29,79,45,34,22.8,7.3,3.2,5.4,58.5,0.1,0.5,23.3,0.9,1.5,57,2.3,4.1,6.4,1.7,1.2,0.7,1.1,2.7,21.5,8,0,1.7,12000000,0.004008417677
225,Garrett Temple,WAS,30,80,40,40,24.4,7.3,2.5,6.3,39.8,1.1,3.2,34.5,1.1,1.6,72.8,0.5,2.2,2.7,1.8,0.8,0.9,0.2,2.4,15.5,0,0,-0.5,1100602,0.000367639376
226,Nick Young,LAL,31,54,13,41,19.1,7.3,2.3,6.9,33.9,1.4,4.4,32.5,1.2,1.4,82.9,0.3,1.5,1.8,0.6,0.6,0.4,0.1,0.9,11.5,0,0,-3.7,5219169,0.001743384107
227,Shane Larkin,BKN,23,78,20,58,22.4,7.3,2.8,6.4,44.2,0.5,1.4,36.1,1.1,1.4,77.6,0.4,1.9,2.3,4.4,1.9,1.2,0.2,1.6,18.8,0,0,-4.4,1500000,0.0005010522096
228,Danny Green,SAS,29,79,65,14,26.1,7.2,2.7,7.1,37.6,1.5,4.4,33.2,0.4,0.6,73.9,0.6,3.2,3.8,1.8,0.9,1,0.8,1.8,19,0,0,6.4,10000000,0.003340348064
229,James Ennis III,NOP,25,22,11,11,14.9,7.2,2.5,5.1,47.8,1.2,2.6,44.8,1.1,1.5,73.5,1,1,1.9,1,0.9,0.7,0.2,1.3,13,0,0,-2,845059,0.0002822791195
230,Corey Brewer,HOU,30,82,41,41,20.4,7.2,2.6,6.7,38.4,0.7,2.7,27.2,1.3,1.7,75,0.5,1.9,2.4,1.3,1,1,0.2,2,14.9,0,0,-1.1,8229375,0.002748897685
231,Jason Smith,ORL,30,76,33,43,15.5,7.2,3.2,6.6,48.5,0.1,0.2,25,0.7,0.9,80.6,0.7,2.2,2.9,0.8,0.8,0.4,0.9,2.1,15,1,0,-0.5,4300000,0.001436349668
232,Brandon Bass,LAL,31,66,16,50,20.3,7.2,2.6,4.8,54.9,0,0,0,1.9,2.2,84.5,1.6,2.7,4.3,1.1,0.6,0.5,0.8,1.9,17.4,0,0,-0.3,3000000,0.001002104419
233,Mike Dunleavy,CHI,35,31,13,18,22.7,7.2,2.5,6.1,41,1.3,3.2,39.4,0.9,1.2,78.4,0.3,2.4,2.7,1.3,0.8,0.5,0.3,2.1,13.7,0,0,-2.1,4500000,0.001503156629
234,Tyson Chandler,PHX,33,66,18,48,24.5,7.2,2.8,4.8,58.3,0,0,0,1.6,2.6,62,2.7,6.1,8.7,1,1.4,0.5,0.7,2.2,21.3,20,0,-6,13000000,0.004342452484
235,Aaron Brooks,CHI,31,69,36,33,16.1,7.1,2.7,6.8,40.1,1,2.7,35.7,0.7,0.9,76.6,0.3,1.2,1.5,2.6,1.2,0.4,0.1,1.9,13.3,0,0,-0.2,2250000,0.0007515783145
