Unnamed: 0,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,#ERROR!,Salary,Player_Comp_Share
52,Victor Oladipo,ORL,24,72,32,40,33,16,5.9,13.5,43.8,1.4,3.9,34.8,2.8,3.4,83,0.7,4.1,4.8,3.9,2.1,1.6,0.8,2.4,32.6,3,1,-0.3,5192520,0.001734482413
53,Jeff Teague,ATL,28,79,47,32,28.5,15.7,5.5,12.5,43.9,1.4,3.5,40.1,3.3,3.9,83.7,0.4,2.3,2.7,5.9,2.8,1.2,0.3,2.1,29.7,4,0,0.8,8000000,0.002672278451
54,Jordan Clarkson,LAL,24,79,17,62,32.3,15.5,6,13.9,43.3,1.4,4.1,34.7,2.1,2.6,80.4,1.2,2.8,4,2.4,1.7,1.1,0.1,2.1,25.8,1,0,-7.9,845059,0.0002822791195
55,Evan Fournier,ORL,23,79,33,46,32.5,15.4,5.4,11.8,46.2,2,4.9,40,2.5,3,83.6,0.4,2.4,2.8,2.7,1.7,1.2,0,2.7,24.9,0,0,-2.4,2288205,0.0007643401142
56,Lou Williams,LAL,29,67,14,53,28.5,15.3,4.2,10.3,40.8,1.6,4.8,34.4,5.3,6.3,83,0.5,2.1,2.5,2.5,1.6,0.9,0.3,1.6,24.1,0,0,-6,7000000,0.002338243645
57,Greg Monroe,MIL,26,79,32,47,29.3,15.3,6.2,11.9,52.2,0,0,0,2.9,3.9,74,2.8,6.1,8.8,2.3,1.6,0.9,0.8,2.1,32.9,32,0,-1.4,16407500,0.005480676086
58,Mike Conley,MEM,28,56,33,23,31.4,15.3,5.3,12.4,42.2,1.4,3.8,36.3,3.4,4.1,83.4,0.5,2.5,2.9,6.1,1.5,1.2,0.3,1.8,30.9,4,0,1.2,9588426,0.003202868023
59,Zach Randolph,MEM,34,68,37,31,29.7,15.3,6.3,13.3,47.5,0.1,0.4,23.1,2.5,3.2,79.6,2.6,5.1,7.8,2.1,1.5,0.6,0.2,2.1,28.7,17,1,-0.2,9638555,0.003219612854
60,Eric Gordon,NOP,27,45,14,31,32.9,15.2,5.1,12.3,41.8,2.5,6.5,38.4,2.5,2.8,88.8,0.2,2,2.2,2.7,1.6,1,0.3,2.2,24.1,0,0,-1.6,15514031,0.005182226342
61,Al Horford,ATL,30,82,48,34,32.1,15.2,6.5,12.8,50.5,1.1,3.1,34.4,1.3,1.6,79.8,1.8,5.5,7.3,3.2,1.3,0.8,1.5,2,34.4,17,0,2.8,12000000,0.004008417677
62,Avery Bradley,BOS,25,76,45,31,33.4,15.2,6,13.4,44.7,1.9,5.4,36.1,1.3,1.6,78,0.6,2.3,2.9,2.1,1.4,1.5,0.3,2.2,25.7,0,0,2.8,7730337,0.002582201623
63,Tyreke Evans,NOP,26,25,11,14,30.6,15.2,5.4,12.6,43.3,1.3,3.4,38.8,3,3.7,79.6,0.8,4.4,5.2,6.6,2.9,1.3,0.3,2.6,33.1,6,0,-0.6,10734586,0.003585725357
64,Thaddeus Young,BKN,28,73,21,52,33,15.1,6.8,13.2,51.4,0.1,0.4,23.3,1.4,2.2,64.4,2.4,6.6,9,1.9,1.9,1.5,0.5,2.5,33,28,0,-3.2,11235955,0.003753200053
65,Nicolas Batum,CHA,27,70,41,29,35,14.9,5.3,12.5,42.6,2,5.7,34.8,2.3,2.7,84.9,0.8,5.3,6.1,5.8,2.9,0.9,0.6,1.6,32.6,11,2,3,13125306,0.004384309049
66,Tobias Harris,DET,23,76,37,39,33.1,14.7,5.5,11.7,46.9,1.1,3.1,33.5,2.7,3.2,83.1,1.3,5.4,6.7,2.2,1.4,0.9,0.5,2,28.8,12,0,0.2,16000000,0.005344556903
67,Rodney Hood,UTA,23,79,39,40,32.2,14.5,5.2,12.3,42,2,5.7,35.9,2.2,2.5,86,0.5,2.9,3.4,2.7,1.6,0.9,0.2,2.6,24.4,0,0,1.7,1348440,0.0004504258944
68,Kentavious Caldwell-Pope,DET,23,76,41,35,36.7,14.5,5.3,12.6,42,1.5,4.9,30.9,2.4,3,81.1,0.9,2.8,3.7,1.8,1.4,1.4,0.2,2.2,25.3,1,0,2.3,2891760,0.0009659484918
69,Will Barton,DEN,25,82,33,49,28.7,14.4,5.2,12,43.2,1.4,4,34.5,2.6,3.3,80.6,0.7,5.1,5.8,2.5,1.7,0.9,0.5,1.8,27.4,6,0,-1.6,3533333,0.001180256205
70,Kristaps Porziņģis,NYK,20,72,28,44,28.4,14.3,5.2,12.3,42.1,1.1,3.4,33.3,2.8,3.3,83.8,1.8,5.5,7.3,1.3,1.7,0.7,1.9,2.8,31.1,21,0,0.2,,
71,Hassan Whiteside,MIA,27,73,42,31,29.1,14.2,5.7,9.3,60.6,0,0,0,2.9,4.5,65,3.3,8.6,11.8,0.4,1.9,0.6,3.7,2.8,40,41,3,1.2,981348,0.0003278043892
72,Jae Crowder,BOS,25,73,43,30,31.6,14.2,4.9,11.1,44.3,1.7,5,33.6,2.7,3.3,82,1,4.2,5.1,1.8,1.1,1.7,0.5,2.7,28.6,5,0,3,6796117,0.002270139627
73,Jamal Crawford,LAC,36,79,51,28,26.9,14.2,4.8,11.9,40.4,1.5,4.4,34,3.1,3.4,90.4,0.3,1.6,1.8,2.3,1.4,0.7,0.2,1.5,20.9,0,0,2.1,5675000,0.001895647526
74,Goran Dragic,MIA,30,72,44,28,32.8,14.1,5.8,12.2,47.7,0.9,2.8,31.2,1.7,2.3,72.7,0.8,3.1,3.8,5.8,2.6,1,0.2,2.6,28.6,5,0,2.8,14783000,0.004938036543
75,Marcus Morris Sr.,DET,26,80,42,38,35.7,14.1,5.1,11.8,43.4,1.4,3.7,36.2,2.5,3.4,74.9,1.1,3.9,5.1,2.5,1.8,0.8,0.3,2.1,25.6,4,0,2,5000000,0.001670174032
76,Deron Williams,DAL,32,65,31,34,32.4,14.1,4.9,11.9,41.4,1.5,4.3,34.4,2.8,3.2,86.9,0.3,2.6,2.9,5.8,2.3,0.9,0.2,2.4,27.5,4,0,0,5378974,0.001796764539
77,Jabari Parker,MIL,21,76,32,44,31.7,14.1,5.8,11.8,49.3,0.1,0.5,25.7,2.3,3,76.8,1.6,3.6,5.2,1.7,1.5,0.9,0.4,2,25.2,6,0,-2.5,5152440,0.001721094298
78,Zach LaVine,MIN,21,82,29,53,28,14,5.3,11.7,45.2,1.5,3.9,38.9,2,2.5,79.3,0.3,2.5,2.8,3.1,1.9,0.8,0.2,2.4,23.2,0,0,-3.6,2148360,0.0007176270167
79,Darren Collison,SAC,28,74,29,45,30,14,5.1,10.5,48.6,1.2,2.9,40.1,2.6,3.1,85.8,0.4,1.9,2.3,4.3,1.8,1,0.1,1.9,24.7,4,0,-0.9,5013559,0.00167470321
80,Draymond Green,GSW,26,81,73,8,34.7,14,5,10.1,49,1.2,3.2,38.8,2.8,4.1,69.6,1.7,7.8,9.5,7.4,3.2,1.5,1.4,3,41.8,33,13,13.2,14260870,0.00476362695
81,Monta Ellis,IND,30,81,44,37,33.8,13.8,5.4,12.6,42.7,1.1,3.5,30.9,2,2.5,78.6,0.5,2.8,3.3,4.7,2.5,1.9,0.5,2.1,29.4,1,0,1.3,10300000,0.003440558506
82,Devin Booker,PHX,19,76,20,56,27.7,13.8,4.8,11.4,42.3,1.3,3.8,34.3,2.8,3.4,84,0.4,2.1,2.5,2.6,2.1,0.6,0.3,3,21.1,3,0,-4.9,2127840,0.0007107726225
83,Dwight Howard,HOU,30,71,34,37,32.1,13.7,5.2,8.5,62,0,0.1,0,3.3,6.7,48.9,3.4,8.4,11.8,1.4,2.3,1,1.6,3.1,35.3,38,0,0.3,22359364,0.007468805826
84,Chandler Parsons,DAL,27,61,29,32,29.5,13.7,5.2,10.7,49.2,1.7,4.1,41.4,1.5,2.2,68.4,0.5,4.2,4.7,2.8,1.6,0.8,0.3,1.9,25.2,3,0,0,15361500,0.005131275679
85,Marcin Gortat,WAS,32,75,35,40,30.1,13.5,5.8,10.2,56.7,0,0,0,1.9,2.8,70.5,3,6.9,9.9,1.4,1.6,0.6,1.3,2.6,31.6,41,0,0.8,11217391,0.003746999031
86,Alec Burks,UTA,24,31,13,18,25.7,13.3,4.4,10.8,41,1,2.5,40.5,3.4,4.5,75.2,0.5,3,3.5,2,1.6,0.6,0.1,2.3,21,0,0,-0.4,9463484,0.003161133046
87,D'Angelo Russell,LAL,20,80,17,63,28.2,13.2,4.9,12,41,1.6,4.6,35.1,1.8,2.4,73.7,0.6,2.8,3.4,3.3,2.5,1.2,0.2,1.8,23.8,1,0,-6.8,5103120,0.001704619701
88,Dahntay Jones,CLE,35,1,0,1,42.4,13,6,14,42.9,1,2,50,0,0,0,1,4,5,2,0,1,2,6,31,0,0,-1,,
89,Jarrett Jack,BKN,32,32,10,22,32.1,12.8,4.4,11.2,39.1,1,3.2,30.4,3.1,3.5,89.3,0.3,4,4.3,7.4,2.9,1.1,0.2,2.4,29.9,6,0,-4.1,6300000,0.00210441928
90,Emmanuel Mudiay,DEN,20,68,29,39,30.4,12.8,4.8,13.3,36.4,1.1,3.4,31.9,2.1,3.1,67,0.5,2.9,3.4,5.5,3.2,1,0.5,2.1,26.3,4,0,-1.7,3102240,0.001036256138
91,Robert Covington,PHI,25,67,10,57,28.4,12.8,4.1,10.6,38.5,2.5,7.2,35.3,2.1,2.6,79.1,1,5.3,6.3,1.4,2.1,1.6,0.6,3.5,26.8,7,0,-4.2,1000000,0.0003340348064
92,Arron Afflalo,NYK,30,71,27,44,33.4,12.8,5,11.3,44.3,1.3,3.4,38.2,1.5,1.8,84,0.3,3.4,3.7,2,1.2,0.4,0.1,2,20.7,1,0,-2.1,8000000,0.002672278451
93,Jonas Valančiūnas,TOR,24,60,40,20,25.9,12.8,5.1,8.9,56.5,0,0,0,2.7,3.6,76.1,3.1,6.1,9.1,0.7,1.4,0.4,1.3,2.6,28.6,22,0,2.5,,
94,Michael Beasley,HOU,27,20,10,10,18.1,12.8,5.4,10.3,52.2,0.2,0.5,33.3,1.9,2.5,77.6,1.5,3.5,4.9,0.8,1.2,0.6,0.5,2,21.6,1,0,-3.4,306527,0.0001023906871
95,DeAndre Jordan,LAC,27,77,51,26,33.7,12.7,4.6,6.6,70.3,0,0,0,3.5,8,43,3.5,10.3,13.8,1.2,1.4,0.7,2.3,2.7,38.5,49,0,5.7,19689000,0.006576811304
96,Michael Kidd-Gilchrist,CHA,22,7,5,2,29.2,12.7,4.7,8.7,54.1,0.4,1,42.9,2.9,4.1,69,1.7,4.7,6.4,1.3,1.1,0.4,0.4,1.3,23.8,2,0,8.3,6331404,0.00211490931
97,Enes Freedom,OKC,24,82,55,27,21,12.7,5,8.8,57.6,0.1,0.3,47.6,2.4,3.1,79.7,3,5.1,8.1,0.4,1.4,0.3,0.4,2,23.7,25,0,1.5,16407500,0.005480676086
98,Trevor Ariza,HOU,31,81,40,41,35.3,12.7,4.4,10.6,41.6,2.3,6.2,37.1,1.6,2,78.3,0.8,3.7,4.5,2.3,1.4,2,0.3,2.2,27.1,1,0,0.5,8193030,0.00273675719
99,Ish Smith,PHI,27,77,16,61,29.1,12.6,5.2,12.6,41.1,0.7,2.2,32.9,1.6,2.3,69.3,0.6,3.4,4,6.5,2.3,1.1,0.3,1.7,29.2,12,0,-4.5,947276,0.0003164231553
100,Serge Ibaka,OKC,26,78,54,24,32.1,12.6,5.3,11.1,47.9,0.8,2.4,32.6,1.2,1.6,75.2,1.8,5,6.8,0.8,1.4,0.5,1.9,2.7,27.8,9,0,6.8,12250000,0.004091926379
101,Wesley Matthews,DAL,29,78,40,38,33.9,12.5,4.2,10.9,38.8,2.4,6.7,36,1.6,1.9,86.3,0.3,2.7,3.1,1.9,1,1,0.2,2.3,21.7,0,0,1.3,16407500,0.005480676086
102,Kenneth Faried,DEN,26,67,26,41,25.3,12.5,5.2,9.3,55.8,0,0,50,2,3.3,61.3,3.5,5.2,8.7,1.2,1.4,0.5,0.9,2.5,27.4,21,0,-1.6,11235955,0.003753200053
103,JR Smith,CLE,30,77,53,24,30.7,12.4,4.6,11,41.5,2.6,6.6,40,0.6,0.9,63.4,0.6,2.3,2.8,1.7,0.8,1.1,0.3,2.6,21.5,1,0,4,5000000,0.001670174032
104,Luol Deng,MIA,31,74,45,29,32.4,12.3,4.6,10.1,45.5,1.2,3.5,34.4,2,2.6,75.5,1.5,4.5,6,1.9,1.1,1,0.4,1.6,25.4,13,0,0.3,10151612,0.003390991749
105,Gary Harris,DEN,21,76,31,45,32.1,12.3,4.7,10.1,46.9,1.4,3.9,35.4,1.4,1.8,82,0.7,2.2,2.9,1.9,1.3,1.3,0.2,1.9,21.9,0,0,-2.8,1584480,0.0005292714701
106,Joe Johnson,MIA,35,81,31,50,33.4,12.2,4.7,10.6,43.9,1.5,3.9,38.3,1.5,1.8,83.1,0.6,3,3.6,3.9,2,0.8,0,1.8,22.9,3,0,-0.7,261894,8.75E-05
107,Mirza Teletovic,PHX,30,79,23,56,21.3,12.2,4.2,9.8,42.7,2.3,5.8,39.3,1.5,2,77.4,0.7,3.1,3.8,1.1,1.1,0.4,0.3,2,19.4,2,0,-2.2,5500000,0.001837191435
108,George Hill,IND,30,74,41,33,34.1,12.1,4.4,10,44.1,1.7,4.2,40.8,1.5,2,76,0.8,3.2,4,3.5,1.4,1.1,0.2,2,24.9,0,0,1.3,8000000,0.002672278451
109,Al Jefferson,CHA,31,47,33,14,23.3,12,5.2,10.7,48.5,0,0,0,1.5,2.4,64.9,1.2,5.2,6.4,1.5,0.7,0.6,0.9,2.5,25.7,7,0,1,13500000,0.004509469887
110,Markieff Morris,WAS,26,64,22,42,25.5,12,4.8,11.2,42.5,0.7,2.4,30.3,1.7,2.3,73.5,1.1,4.4,5.5,1.9,2.1,0.9,0.5,2.9,23.7,2,0,-1.4,8000000,0.002672278451
111,Rajon Rondo,SAC,30,72,29,43,35.2,11.9,4.9,10.9,45.4,0.9,2.4,36.5,1.2,2.1,58,1.1,5,6,11.7,3.9,2,0.1,2.4,39.1,37,6,-2.1,9500000,0.003173330661
112,Tony Parker,SAS,34,72,59,13,27.5,11.9,4.9,9.9,49.3,0.4,0.9,41.5,1.8,2.4,76,0.2,2.2,2.4,5.3,1.8,0.8,0.2,1.6,23.6,3,0,5.7,13437500,0.004488592711
113,Omri Casspi,SAC,28,69,27,42,27.3,11.8,4.3,9,48.1,1.6,4,40.9,1.5,2.3,64.8,0.8,5.1,5.9,1.4,1.4,0.8,0.2,2.2,22.8,6,0,0.1,2836186,0.0009473848415
114,Nikola Mirotic,CHI,25,66,37,29,24.9,11.8,3.8,9.2,40.7,2,5.2,39,2.2,2.7,80.7,0.9,4.6,5.5,1.5,1.5,0.9,0.7,2.3,23.8,5,0,0.6,5543725,0.001851797107
115,CJ Miles,IND,29,64,34,30,22.9,11.8,4,9.9,40.9,2.2,6,36.7,1.5,1.9,75,0.4,2.3,2.7,1,1.1,0.8,0.5,2.2,19.3,0,0,0,4394225,0.001467824097
116,Jeff Green,LAC,29,80,48,32,28.2,11.7,4.4,10.3,43,0.8,2.7,31.5,2.1,2.8,74.5,0.9,3.2,4.2,1.7,1.2,0.7,0.5,2.1,21.8,1,0,-0.5,9650000,0.003223435882
117,Harrison Barnes,GSW,24,66,59,7,30.9,11.7,4.5,9.6,46.6,1.2,3.2,38.3,1.5,2,76.1,1.2,3.8,4.9,1.8,0.9,0.6,0.2,2.1,21.8,1,0,6.8,3873398,0.001293849751
