Unnamed: 0,PLAYER,Team,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,Salary,Player_Comp_Share
1,Kawhi Leonard,LAC,32,2,1,1,40.2,34.5,12,22,54.5,3,5,60,7.5,8.5,88.2,1.5,5,6.5,6,3,2,0.5,2.5,55.8,0,0,-3.5,42492492,0.008032607183
2,Devin Booker,PHX,26,11,6,5,41.7,33.7,12.8,21.9,58.5,2.8,5.5,50.8,5.3,6.1,86.6,1.1,3.7,4.8,7.2,2.9,1.7,0.8,3.4,55,2,0,-3.4,33833400,0.006395727788
3,Anthony Edwards,MIN,21,5,1,4,39.7,31.6,11,22.8,48.2,3,8.6,34.9,6.6,7.8,84.6,0.6,4.4,5,5.2,1.6,1.8,2,2.6,55.2,0,0,-3,10733400,0.00202899811
4,Stephen Curry,GSW,35,13,6,7,37.9,30.5,11.2,23.9,46.6,4.4,12.1,36.3,3.8,4.5,84.5,0.7,4.5,5.2,6.1,3.2,1,0.5,2.6,46.9,2,1,3.6,48070014,0.009086959168
5,Nikola Jokić,DEN,28,20,16,4,39.4,30,11.4,20.7,54.8,1.8,3.8,46.1,5.6,7,79.9,3.5,10,13.5,9.5,3.5,1.1,1,3.5,63,18,10,8.5,,
6,Trae Young,ATL,24,6,2,4,38.3,29.2,10,24.8,40.3,3,9,33.3,6.2,7.2,86,0.8,2.8,3.7,10.2,4,1.7,0.7,1.8,51.8,3,0,-6.2,37095000,0.007012287335
7,Kevin Durant,PHX,34,11,6,5,42.3,29,9.7,20.4,47.8,1.5,4.6,33.3,8,8.7,91.7,0.6,8.1,8.7,5.5,3.5,0.8,1.4,2.6,50.8,5,0,-0.5,44119845,0.00834023535
8,Jalen Brunson,NYK,26,11,6,5,40.3,27.8,9.9,20.9,47.4,2.4,7.3,32.5,5.6,6.2,91.2,0.8,4.1,4.9,5.6,2.1,1.5,0.1,2.4,44.7,1,0,3.4,27733332,0.005242595841
9,De'Aaron Fox,SAC,25,7,3,4,38.5,27.4,10,23.6,42.4,3,9,33.3,4.4,5.9,75.6,1.7,3.7,5.4,7.7,4,2.1,0.6,3.3,49.7,1,0,-2.9,28103550,0.00531258034
10,Jayson Tatum,BOS,25,20,11,9,40,27.2,9.3,20.2,45.8,2.7,8.2,32.3,6,6.9,87.6,1.3,9.2,10.5,5.3,2.8,1.1,1.1,2.2,51.1,15,0,4,28103500,0.005312570888
11,Jimmy Butler III,MIA,33,22,13,9,39.7,26.9,9.4,20.1,46.8,1.3,3.5,35.9,6.8,8.5,80.6,2.1,4.3,6.5,5.9,1.9,1.8,0.6,1.7,49,4,0,-0.5,37653300,0.007117826087
12,Jamal Murray,DEN,26,20,16,4,39.9,26.1,9.7,20.5,47.3,3,7.5,39.6,3.8,4.1,92.6,0.8,4.9,5.7,7.1,2.5,1.5,0.3,2.1,46.3,5,1,9.1,31650000,0.005982986767
13,Ja Morant,MEM,23,5,1,4,37.4,24.6,9,21.2,42.5,2.6,6.2,41.9,4,5.2,76.9,1.6,5.2,6.8,7,3.4,1.8,0.2,2.4,45.9,2,0,-3.2,9603360,0.001815379962
14,LeBron James,LAL,38,16,8,8,38.7,24.5,9.2,18.4,49.8,1.8,6.6,26.4,4.4,5.8,76.1,1.6,8.3,9.9,6.5,2.5,1.1,1.1,1.8,50.2,9,0,0.8,44474988,0.008407370132
15,Khris Middleton,MIL,31,5,1,4,34.6,23.8,8,17.2,46.5,2.6,6.4,40.6,5.2,6,86.7,1.4,5,6.4,6.2,3.4,0.6,0,3,39.2,0,0,2.6,37948276,0.007173587146
16,Joel Embiid,PHI,29,9,5,4,37.4,23.7,7.3,17,43.1,0.6,3.1,17.9,8.4,9.3,90.5,1.8,8,9.8,2.7,3.9,0.7,2.8,3,45.8,5,0,-0.7,33616770,0.006354776938
17,Russell Westbrook,LAC,34,5,1,4,38.5,23.6,8.6,21,41,2,5.6,35.7,4.4,5,88,1.8,5.8,7.6,7.4,4,1.2,1.4,3,47.6,1,0,-5.4,495955,9.38E-05
18,Desmond Bane,MEM,25,6,2,4,38.6,23.5,8.2,19.3,42.2,2.7,8.3,32,4.5,4.8,93.1,1.2,4.8,6,3.2,2.8,0.5,0,3.2,34.1,1,0,-5.3,2130240,0.0004026918715
18,Mikal Bridges,BKN,26,4,0,4,39.4,23.5,8.3,19.3,42.9,2.5,6.3,40,4.5,5.8,78.3,0.5,4.8,5.3,4,2,0.5,0.5,1.3,36.8,0,0,-11.3,20100000,0.003799621928
20,Giannis Antetokounmpo,MIL,28,3,0,3,30.5,23.3,9.3,17.7,52.8,0,1,0,4.7,10.3,45.2,2.7,8.3,11,5.3,4.7,0.3,0.7,3,42.9,2,1,-5.3,42492492,0.008032607183
21,Donovan Mitchell,CLE,26,5,1,4,41.3,23.2,9,20.8,43.3,2.6,9,28.9,2.6,3.6,72.2,0.6,4.4,5,7.2,3.8,2,0.6,2.8,44,1,0,-1.8,30913750,0.005843809074
22,Dejounte Murray,ATL,26,5,1,4,38.1,23,9.2,20.6,44.7,2.8,7.4,37.8,1.8,1.8,100,1.8,5.4,7.2,6.8,2,2,0.2,1.4,46.4,1,0,-6.8,16571120,0.003132536862
23,Jaylen Brown,BOS,26,20,11,9,37.6,22.7,9.1,18.3,49.6,2,5.7,35.4,2.6,3.7,68.9,1.3,4.4,5.6,3.4,3.3,1.1,0.4,3.1,35.5,2,0,2.1,28741071,0.005433094707
24,Anthony Davis,LAL,30,16,8,8,38,22.6,8.3,15.9,52,0.3,0.9,33.3,5.8,6.8,85.2,2.4,11.7,14.1,2.6,2.1,1.4,3.1,2.9,54.7,13,0,3.4,37980720,0.007179720227
25,Norman Powell,LAC,30,5,1,4,33.5,21.8,7.2,15.2,47.4,2.6,6.4,40.6,4.8,6.2,77.4,0.8,2.2,3,2.2,1.6,0.8,0.4,3.2,30.7,0,0,-2.6,16758621,0.003167981285
26,Darius Garland,CLE,23,5,1,4,37.7,20.6,7,16,43.8,2.4,6.2,38.7,4.2,5,84,0,1.8,1.8,5,3.6,1.6,0.2,3.4,32.1,1,0,-3.6,8920795,0.001686350662
27,Tyrese Maxey,PHI,22,11,7,4,38.5,20.5,7.5,17.5,42.7,3.1,7.7,40,2.5,2.8,90.3,0.8,4,4.8,2.3,0.7,1.4,0.5,2.4,34.5,0,0,0.4,2726880,0.0005154782609
28,James Harden,PHI,33,11,7,4,38.8,20.3,6.5,16.6,39.3,2.8,7.5,37.8,4.4,5,87.3,0.5,5.6,6.2,8.3,3.2,1.8,0.4,2.5,43.5,5,0,-3.6,33000000,0.006238185255
29,RJ Barrett,NYK,23,11,6,5,34.3,19.3,6.5,14.9,43.3,1.8,5.5,32.8,4.5,5.9,76.9,0.5,4,4.5,2.8,2.3,0.8,0.2,2.3,29.6,0,0,-2.1,10900635,0.002060611531
30,Brook Lopez,MIL,35,5,1,4,36.3,19,7.8,13.4,58.2,1.4,3.4,41.2,2,2.6,76.9,2.8,3.6,6.4,1.2,2.2,1.4,1.8,2,35.9,2,0,-5.8,13906976,0.002628917958
30,Malik Monk,SAC,25,7,3,4,29.3,19,5.4,13.3,40.9,1.9,5.6,33.3,6.3,7,89.8,0.9,4.6,5.4,3.6,2,0.7,0.4,2.1,32.3,0,0,5.1,9472219,0.001790589603
32,Klay Thompson,GSW,33,13,6,7,36,18.5,6.5,16.8,38.8,3.8,10.5,36.8,1.6,1.8,87.5,0.1,4.1,4.2,2.2,2,0.5,0.3,2.2,27.4,0,0,1.5,40600080,0.007674873346
33,Cameron Johnson,BKN,27,4,0,4,38,18.5,7,13.8,50.9,3,7,42.9,1.5,1.8,85.7,0.8,5,5.8,2.8,1.3,0.8,0.3,2.5,31.3,1,0,-8.8,5887899,0.001113024386
34,Karl-Anthony Towns,MIN,27,5,1,4,36,18.2,6.4,14,45.7,1.2,4.8,25,4.2,5.6,75,1.2,9,10.2,2,3.6,0.6,0.8,4.2,34,4,0,-9.2,33833400,0.006395727788
35,Jaren Jackson Jr.,MEM,23,6,2,4,36.7,18,5.8,13.8,42.2,1.2,4.2,28,5.2,6,86.1,3.3,4.5,7.8,1.5,3,1,2,4,35.7,2,0,-6.2,28946605,0.005471948015
36,Bam Adebayo,MIA,25,23,13,10,36.9,17.9,7.3,15.1,48.1,0,0.1,0,3.4,4.1,82.1,2.7,7.1,9.9,3.7,2.7,0.8,0.7,3.1,37,11,1,1.8,30351780,0.00573757656
37,Jrue Holiday,MIL,33,5,1,4,38.1,17.8,6.8,17,40,2.4,8.4,28.6,1.8,2.6,69.2,0.8,5.8,6.6,8,2.4,1,0.4,2.4,39.5,2,0,0.8,33665040,0.006363901701
38,Austin Reaves,LAL,25,16,8,8,36.2,16.9,5.6,12.1,46.4,2.4,5.5,44.3,3.2,3.6,89.5,1.3,3.2,4.4,4.6,1.6,0.6,0.2,2.4,29.9,0,0,4.6,1563518,0.0002955610586
39,Andrew Wiggins,GSW,28,13,6,7,34,16.7,6.4,13.9,45.9,1.5,4.9,29.7,2.5,3.6,68.1,1.8,3.8,5.6,1.9,1.3,0.8,1.2,3.5,31,0,0,3.1,33616770,0.006354776938
40,De'Andre Hunter,ATL,25,6,2,4,37.4,16.7,6.5,14.2,45.9,2.3,6.3,36.8,1.3,1.7,80,1.2,4.5,5.7,1.2,1.5,0.7,0.3,3.3,26.7,1,0,-2.3,9835881,0.001859334783
41,Julius Randle,NYK,28,10,6,4,33,16.6,5.5,14.7,37.4,1.7,6.6,25.8,3.9,5.5,70.9,1.7,6.6,8.3,3.6,3.5,0.5,0.3,2.4,30.9,4,0,1.5,23760000,0.004491493384
42,Spencer Dinwiddie,BKN,30,4,0,4,39.8,16.5,5.5,12.8,43.1,1.8,4.5,38.9,3.8,5.5,68.2,0.3,3,3.3,6.5,3,1.3,0.3,1.8,31.7,0,0,-7.5,19500000,0.003686200378
43,Domantas Sabonis,SAC,27,7,3,4,34.7,16.4,7,14.1,49.5,0.1,0.7,20,2.3,4,57.1,4.4,6.6,11,4.7,3.7,1.4,0.9,4,39.8,3,0,-7,18500000,0.003497164461
44,Tobias Harris,PHI,30,11,7,4,35.6,15.3,6.4,12.2,52.2,1.4,3.7,36.6,1.2,1.4,86.7,1.5,5.7,7.3,1.6,0.7,0.6,0.5,2.5,29.3,3,0,-0.8,37633050,0.00711399811
45,Caris LeVert,CLE,28,5,1,4,33.9,15,5.4,12.6,42.9,2.6,7.2,36.1,1.6,2.6,61.5,0.8,3.8,4.6,2.6,1,0.4,0.2,2,25.2,0,0,-6.2,18796296,0.003553175047
45,Rudy Gobert,MIN,31,5,1,4,35.4,15,5.8,9.2,63,0,0,0,3.4,5.4,63,3.6,8.6,12.2,2,1.6,0.4,1,4.8,35.2,3,0,-3.6,38172414,0.007215957278
47,Marcus Smart,BOS,29,20,11,9,34,14.9,5.1,11.2,45.3,2.2,6.1,36.1,2.6,3.3,80,1.1,3,4,5.1,2.3,1.3,0.3,1.9,29.5,1,0,2.5,17207141,0.003252767675
48,Deandre Ayton,PHX,24,10,6,4,31.9,13.4,6.1,11.1,55,0,0,0,1.2,2.3,52.2,2.9,6.8,9.7,1,1.7,0.6,0.7,3.5,28.7,4,0,-2,30913750,0.005843809074
49,Derrick White,BOS,28,20,11,9,29.7,13.4,4.7,9.2,50.5,2.5,5.5,45.5,1.6,1.7,91.2,0.7,2.3,3,2.1,0.9,0.6,1,1.9,23.9,0,0,0.2,16892857,0.003193356711
49,Michael Porter Jr.,DEN,25,20,16,4,32.6,13.4,5,11.7,42.3,2.3,6.6,35.1,1.2,1.5,79.3,1,7.1,8.1,1.6,0.5,0.5,0.6,2.1,28.1,8,0,7.5,30913750,0.005843809074
51,Bogdan Bogdanović,ATL,30,6,2,4,26.1,13.3,5,9,55.6,2.5,5.5,45.5,0.8,1.2,71.4,0.3,2.7,3,2.5,0.5,1,0.8,2.7,25.7,0,0,2.7,,
52,D'Angelo Russell,LAL,27,16,8,8,29.5,13.3,5.2,12.2,42.6,1.7,5.4,31,1.3,1.6,76.9,0.6,2.3,2.9,4.6,1.8,0.7,0.3,2,25,1,0,0.5,31377750,0.005931521739
53,Aaron Gordon,DEN,27,20,16,4,35.6,13.3,5.1,9.8,51.8,0.9,2.3,39.1,2.3,3.5,65.2,2.5,3.6,6,2.6,1,0.6,0.7,2.9,27,2,0,9.4,19690909,0.003722289036
54,Gabe Vincent,MIA,27,22,13,9,30.5,12.7,4.5,11.2,40.2,2.3,6.1,37.8,1.4,1.5,88.2,0.4,1,1.4,3.5,1.4,0.9,0.2,3,21.4,0,0,1.2,1815677,0.0003432281664
55,Caleb Martin,MIA,27,23,13,10,30.2,12.7,4.7,9,52.9,1.9,4.5,42.3,1.3,1.5,82.9,1.2,4.3,5.4,1.6,1,0.9,0.4,2.4,24.3,3,0,4.2,6479000,0.001224763705
56,Chris Paul,PHX,38,7,4,3,35.8,12.4,5.4,13,41.8,1.3,4,32.1,0.3,0.6,50,0.7,4.3,5,7.4,1,1.7,0.7,2.3,35.9,1,0,5.6,28400000,0.005368620038
57,Rui Hachimura,LAL,25,16,8,8,24.3,12.2,4.6,8.2,55.7,1.2,2.4,48.7,1.9,2.1,88.2,0.6,3.1,3.6,0.6,0.6,0.5,0.3,1.6,19.1,0,0,1.2,6263188,0.001183967486
58,Bruce Brown,DEN,26,20,16,4,26.6,12,4.5,8.8,51.1,0.9,2.9,31.6,2.1,2.5,85.7,0.8,3.3,4,1.9,1.2,1.1,0.5,2.5,23,0,0,5.2,6479000,0.001224763705
58,Mike Conley,MIN,35,5,1,4,36.6,12,4,8.4,47.6,2,4.4,45.5,2,2.2,90.9,0.4,2.2,2.6,6.4,1.4,0.6,0,2.2,25.1,0,0,-3.4,22680000,0.004287334594
58,Pat Connaughton,MIL,30,4,1,3,22.1,12,4.3,7.5,56.7,2.8,5.8,47.8,0.8,1,75,1,4,5,1.8,0.5,1,0.3,2.5,23.9,0,0,-5.3,5728393,0.001082872023
58,Tyler Herro,MIA,23,1,1,0,19.5,12,5,9,55.6,2,4,50,0,0,0,0,2,2,2,1,0,1,1,19.4,0,0,13,5722116,0.001081685444
62,Malcolm Brogdon,BOS,30,19,10,9,24.9,11.9,4.3,10.3,41.8,1.7,4.6,37.9,1.5,1.8,82.9,0.7,2.8,3.5,2.9,1,0.2,0.3,1.5,20.7,0,0,3,22600000,0.00427221172
63,Grayson Allen,MIL,27,5,1,4,29.9,11.6,3.8,8.2,46.3,2.8,5.8,48.3,1.2,1.4,85.7,0.2,2.2,2.4,1.8,0.8,0.4,0,1.4,17.6,0,0,-0.6,8500000,0.001606805293
64,Victor Oladipo,MIA,31,2,1,1,22.7,11.5,5,9.5,52.6,1,2.5,40,0.5,1.5,33.3,0.5,3,3.5,1,1,1,0.5,2.5,20.7,0,0,0,8750000,0.001654064272
65,John Collins,ATL,25,6,2,4,27.4,11.3,4.3,10,43.3,1.8,5.3,34.4,0.8,1,83.3,1.2,3.2,4.3,0.8,1.5,0.3,1,2.2,20.3,0,0,-1.5,23500000,0.004442344045
66,Harrison Barnes,SAC,31,7,3,4,28.1,10.7,3.6,8.6,41.7,0.9,3.6,24,2.7,3.7,73.1,1.4,2,3.4,0.7,0.4,1.1,0.3,0.7,19.8,0,0,-8.9,18352273,0.003469238752
67,Kentavious Caldwell-Pope,DEN,30,20,16,4,33.5,10.6,3.7,8.1,45.7,1.8,4.6,38,1.5,1.8,82.9,0.7,2.6,3.3,1.6,0.8,1.3,0.7,2.4,21.9,0,0,4.1,14004703,0.002647391871
67,Terance Mann,LAC,26,5,1,4,26.6,10.6,3.8,6.6,57.6,1.8,3.8,47.4,1.2,1.8,66.7,1.4,1.8,3.2,2.2,1.8,0.8,0.2,3.4,18.9,0,0,3.8,1930681,0.0003649680529
69,Dillon Brooks,MEM,27,6,2,4,27.9,10.5,4,12.8,31.2,1.7,7,23.8,0.8,1.2,71.4,0.5,2.5,3,1.8,1.2,0.2,0,3.3,16.2,0,0,-7.3,11400000,0.002155009452
69,Nic Claxton,BKN,24,4,0,4,29.2,10.5,4.5,6.3,72,0,0,0,1.5,2.5,60,1.3,6.8,8,1.5,0.8,0.3,1.8,2,27.6,1,0,-6.3,8500000,0.001606805293
71,Josh Hart,NYK,28,11,6,5,32.1,10.4,4.1,8.5,47.9,0.9,2.9,31.3,1.3,2,63.6,1.6,5.7,7.4,2.2,1.9,0.8,0.3,3.5,23.8,3,0,-1.7,12960000,0.002449905482
72,Jordan Poole,GSW,24,13,6,7,21.9,10.3,3.5,10.4,34.1,1.2,4.8,25.4,2,2.6,76.5,0.3,1.8,2.2,3.5,1.2,0.8,0.2,2.5,20,0,0,-0.4,3901399,0.0007375045369
73,Eric Gordon,LAC,34,5,1,4,29.8,10.2,3.6,8.8,40.9,2,5.8,34.5,1,1.2,83.3,0.2,1.2,1.4,2.6,0.8,0.6,0.4,2.4,18,0,0,-6.8,,
74,Evan Mobley,CLE,22,5,1,4,37.5,9.8,4.4,9.6,45.8,0,0.2,0,1,1.6,62.5,3,7,10,2,2.4,0.6,1.2,2.6,27.8,2,0,-0.8,8478720,0.001602782609
75,Keegan Murray,SAC,22,7,3,4,27.7,9.7,3.7,8.3,44.8,1.7,4.6,37.5,0.6,0.9,66.7,2.1,4.1,6.3,0.7,0.6,0.6,0.3,2.6,20.3,1,0,-1.7,8008440,0.001513882798
