PLAYER,Season,Tier,Performance_Index,SALARY,Predicted_Salary,Salary_Diff,Payment_Status
Charlie Villanueva,2012-2013,2,80.38,8060000.0,6955807.0,1104193.0,Underpaid
Glen Rice,2002-2003,2,80.36,9200000.0,6950983.5,2249016.5,Underpaid
Kendrick Perkins,2011-2012,2,80.34,7123626.0,6950393.0,173233.0,Underpaid
Ersan Ilyasova,2012-2013,2,80.32,7900000.0,6947255.5,952744.5,Underpaid
Trevor Ariza,2011-2012,2,80.3,6790640.0,6945961.5,-155321.5,Overpaid
Desmond Mason,2007-2008,2,80.28,5000000.0,6945247.0,-1945247.0,Overpaid
Darko Milicic,2009-2010,2,80.26,7540000.0,6942630.5,597369.5,Underpaid
Quentin Richardson,2005-2006,2,80.24,6945500.0,6940613.5,4886.5,Underpaid
Tayshaun Prince,2014-2015,2,80.22,7707865.0,6939170.5,768694.5,Underpaid
Tim Thomas,2006-2007,2,80.2,5215000.0,6937739.5,-1722739.5,Overpaid
Boris Diaw,2007-2008,2,80.19,9000000.0,6936764.5,2063235.5,Underpaid
T.J. Ford,2007-2008,2,80.17,8275000.0,6912469.5,1362530.5,Underpaid
Bobby Simmons,2007-2008,2,80.15,9280000.0,6912453.0,2367547.0,Underpaid
Antoine Walker,2006-2007,2,80.13,7606820.0,6910130.0,696690.0,Underpaid
Kurt Thomas,2006-2007,2,80.11,7821482.0,6908126.0,913356.0,Underpaid
Ryan Anderson,2013-2014,2,80.09,8308500.0,6894642.5,1413857.5,Underpaid
Jeremy Lin,2014-2015,2,80.07,8374646.0,6892293.0,1482353.0,Underpaid
Sean Marks,2005-2006,2,80.05,719373.0,6890883.0,-6171510.0,Overpaid
Ricky Davis,2007-2008,2,80.03,6819000.0,6889833.5,-70833.5,Overpaid
Mark Blount,2008-2009,2,80.02,8513916.0,6881777.0,1632139.0,Underpaid
Richard Jefferson,2012-2013,3,80.0,10164000.0,6878850.5,3285149.5,Underpaid
Austin Croshere,2003-2004,3,79.98,7610000.0,6875859.5,734140.5,Underpaid
Kobe Bryant,2001-2002,3,79.96,11250000.0,6871525.0,4378475.0,Underpaid
Hedo Turkoglu,2007-2008,3,79.94,6373900.0,6867841.0,-493941.0,Overpaid
Nick Van Exel,2003-2004,3,79.92,10912000.0,6867209.5,4044790.5,Underpaid
Ray Allen,2011-2012,3,79.9,10000000.0,6862944.0,3137056.0,Underpaid
Luke Ridnour,2010-2011,3,79.88,4000000.0,6841541.0,-2841541.0,Overpaid
Brandon Bass,2014-2015,3,79.86,6900000.0,6840676.5,59323.5,Underpaid
Marcus Camby,2002-2003,3,79.84,6750000.0,6839714.0,-89714.0,Overpaid
Mo Williams,2007-2008,3,79.83,7750000.0,6838412.5,911587.5,Underpaid
Wesley Person,2001-2002,3,79.81,6300000.0,6832673.0,-532673.0,Overpaid
Paul Millsap,2010-2011,3,79.79,7600000.0,6832408.0,767592.0,Underpaid
Manu Ginobili,2013-2014,3,79.77,7500000.0,6831405.0,668595.0,Underpaid
Charlie Villanueva,2011-2012,3,79.75,7540000.0,6816755.0,723245.0,Underpaid
Kerry Kittles,2001-2002,3,79.73,7167000.0,6776427.5,390572.5,Underpaid
Klay Thompson,2014-2015,3,79.71,3075880.0,6766390.5,-3690510.5,Overpaid
Isaiah Thomas,2014-2015,3,79.69,7238606.0,6758013.0,480593.0,Underpaid
Amir Johnson,2014-2015,3,79.67,7000000.0,6753887.5,246112.5,Underpaid
Marvin Williams,2013-2014,3,79.65,7500000.0,6747905.5,752094.5,Underpaid
Kyle Lowry,2013-2014,3,79.64,6210000.0,6736090.5,-526090.5,Overpaid
Al Harrington,2012-2013,3,79.62,7148600.0,6732218.0,416382.0,Underpaid
Wilson Chandler,2013-2014,3,79.6,6344164.0,6727616.5,-383452.5,Overpaid
Ben Gordon,2008-2009,3,79.58,6404750.0,6724433.5,-319683.5,Overpaid
Manu Ginobili,2005-2006,3,79.56,7428937.0,6716434.0,712503.0,Underpaid
Bonzi Wells,2005-2006,3,79.54,8000000.0,6714797.0,1285203.0,Underpaid
Joel Przybilla,2008-2009,3,79.52,6310150.0,6708562.5,-398412.5,Overpaid
Tim Thomas,2007-2008,3,79.5,5632200.0,6698044.0,-1065844.0,Overpaid
Tayshaun Prince,2012-2013,3,79.48,6764045.0,6697508.5,66536.5,Underpaid
Tyrus Thomas,2012-2013,3,79.47,8000000.0,6696471.5,1303528.5,Underpaid
Andre Miller,2009-2010,3,79.45,6730800.0,6693993.5,36806.5,Underpaid
Kevin Garnett,2014-2015,3,79.43,12000000.0,6691853.5,5308146.5,Underpaid
Quentin Richardson,2007-2008,3,79.41,8105500.0,6687593.5,1417906.5,Underpaid
Tyson Chandler,2005-2006,3,79.39,8299670.0,6685985.5,1613684.5,Underpaid
Ron Mercer,2001-2002,3,79.37,6066000.0,6684726.0,-618726.0,Overpaid
Michael Olowokandi,2005-2006,3,79.35,5900400.0,6679480.0,-779080.0,Overpaid
Richard Jefferson,2009-2010,3,79.33,14200000.0,6677207.0,7522793.0,Underpaid
Kwame Brown,2007-2008,3,79.31,9379279.0,6668889.5,2710389.5,Underpaid
DeSagana Diop,2011-2012,3,79.29,6925400.0,6653508.0,271892.0,Underpaid
Kenny Thomas,2008-2009,3,79.28,8562500.0,6652859.0,1909641.0,Underpaid
Rajon Rondo,2009-2010,3,79.26,2094923.0,6636029.5,-4541106.5,Overpaid
JJ Redick,2012-2013,3,79.24,6750000.0,6632326.0,117674.0,Underpaid
Troy Murphy,2006-2007,3,79.22,8285714.0,6631981.5,1653732.5,Underpaid
Rafer Alston,2005-2006,3,79.2,3850000.0,6631775.5,-2781775.5,Overpaid
Nazr Mohammed,2009-2010,3,79.18,6466600.0,6621780.5,-155180.5,Overpaid
Lorenzen Wright,2004-2005,3,79.16,7150000.0,6621602.5,528397.5,Underpaid
Brendan Haywood,2009-2010,3,79.14,6000000.0,6620976.0,-620976.0,Overpaid
Antonio Mcdyess,2007-2008,3,79.12,6373900.0,6614034.0,-240134.0,Overpaid
Maurice Taylor,2003-2004,3,79.11,7800000.0,6613043.5,1186956.5,Underpaid
Brandon Jennings,2013-2014,3,79.09,7655503.0,6612196.0,1043307.0,Underpaid
Drew Gooden,2007-2008,3,79.07,6453416.0,6579974.5,-126558.5,Overpaid
Christian Laettner,2002-2003,3,79.05,4973000.0,6570480.0,-1597480.0,Overpaid
Hedo Turkoglu,2004-2005,3,79.03,2803000.0,6568996.0,-3765996.0,Overpaid
Dale Davis,2002-2003,3,79.01,8000000.0,6568646.5,1431353.5,Underpaid
Elton Brand,2003-2004,3,78.99,6364000.0,6567199.0,-203199.0,Overpaid
Kirk Hinrich,2011-2012,3,78.97,8000000.0,6565495.0,1434505.0,Underpaid
Jeff Mcinnis,2005-2006,3,78.95,3400000.0,6564741.5,-3164741.5,Overpaid
Erick Dampier,2002-2003,3,78.93,6858000.0,6563703.5,294296.5,Underpaid
Marcus Thornton,2011-2012,3,78.92,7525000.0,6552919.5,972080.5,Underpaid
Travis Outlaw,2010-2011,3,78.9,7000000.0,6543818.0,456182.0,Underpaid
Doug Christie,2002-2003,3,78.88,5625000.0,6543099.0,-918099.0,Overpaid
Shane Battier,2008-2009,3,78.86,6448900.0,6540694.0,-91794.0,Overpaid
Ben Wallace,2004-2005,3,78.84,6000000.0,6534622.0,-534622.0,Overpaid
Juwan Howard,2005-2006,3,78.82,5900400.0,6531295.5,-630895.5,Overpaid
Lester Hudson,2011-2012,3,78.8,48232.0,6531099.0,-6482867.0,Overpaid
Tyrone Hill,2001-2002,3,78.78,6600000.0,6529435.0,70565.0,Underpaid
John Salmons,2011-2012,3,78.76,8083000.0,6527098.0,1555902.0,Underpaid
Spencer Hawes,2013-2014,3,78.74,6500000.0,6525145.5,-25145.5,Overpaid
Josh Howard,2011-2012,3,78.73,2150000.0,6522156.0,-4372156.0,Overpaid
Kyle Korver,2014-2015,3,78.71,6253521.0,6515680.0,-262159.0,Overpaid
Mike James,2008-2009,3,78.69,6244093.0,6515650.0,-271557.0,Overpaid
Udonis Haslem,2009-2010,3,78.67,7100000.0,6500553.5,599446.5,Underpaid
Mike Miller,2005-2006,3,78.65,6871431.0,6498739.0,372692.0,Underpaid
Tayshaun Prince,2013-2014,3,78.63,7235955.0,6497290.5,738664.5,Underpaid
Lorenzen Wright,2005-2006,3,78.61,7700000.0,6489446.5,1210553.5,Underpaid
Brendan Haywood,2010-2011,3,78.59,6900000.0,6473473.5,426526.5,Underpaid
Robin Lopez,2013-2014,3,78.57,5904261.0,6471585.5,-567324.5,Overpaid
Kenny Anderson,2002-2003,3,78.56,9185000.0,6470109.5,2714890.5,Underpaid
Ersan Ilyasova,2014-2015,3,78.54,7900000.0,6469324.5,1430675.5,Underpaid
Alvin Williams,2001-2002,3,78.52,5350000.0,6469149.5,-1119149.5,Overpaid
Marcus Thornton,2012-2013,3,78.5,7525000.0,6464416.0,1060584.0,Underpaid
Kenyon Martin,2003-2004,3,78.48,5128000.0,6461480.0,-1333480.0,Overpaid
Marvin Williams,2011-2012,3,78.46,7500000.0,6458957.0,1041043.0,Underpaid
Joel Przybilla,2007-2008,3,78.44,5762575.0,6448997.0,-686422.0,Overpaid
Jason Richardson,2011-2012,3,78.42,5395000.0,6434223.5,-1039223.5,Overpaid
Kyrie Irving,2014-2015,3,78.4,7070730.0,6431099.0,639631.0,Underpaid
Zaza Pachulia,2011-2012,3,78.38,4750000.0,6426613.5,-1676613.5,Overpaid
Desmond Mason,2005-2006,3,78.37,7233333.0,6424210.0,809123.0,Underpaid
Steve Blake,2013-2014,3,78.35,4000000.0,6423737.0,-2423737.0,Overpaid
Joel Przybilla,2005-2006,3,78.33,1560000.0,6420672.0,-4860672.0,Overpaid
Beno Udrih,2010-2011,3,78.31,6478600.0,6410759.0,67841.0,Underpaid
Jermaine O'Neal,2011-2012,3,78.29,6226200.0,6410472.0,-184272.0,Overpaid
Etan Thomas,2009-2010,3,78.27,7906088.0,6408130.0,1497958.0,Underpaid
Speedy Claxton,2006-2007,3,78.25,6854546.0,6398231.0,456315.0,Underpaid
Tony Battie,2004-2005,3,78.23,4800000.0,6391992.5,-1591992.5,Overpaid
Adonal Foyle,2005-2006,3,78.21,7312500.0,6390677.5,921822.5,Underpaid
T.J. Ford,2010-2011,3,78.19,8500000.0,6384643.0,2115357.0,Underpaid
Ricky Davis,2005-2006,3,78.18,5909800.0,6384549.5,-474749.5,Overpaid
Jeff Green,2012-2013,3,78.16,8385000.0,6380540.5,2004459.5,Underpaid
Jerry Stackhouse,2008-2009,3,78.14,7000000.0,6378658.0,621342.0,Underpaid
John Salmons,2008-2009,3,78.12,6077151.0,6378515.5,-301364.5,Overpaid
Kyle Korver,2005-2006,3,78.1,3636364.0,6378423.5,-2742059.5,Overpaid
Carl Landry,2014-2015,3,78.08,6500000.0,6362186.5,137813.5,Underpaid
Marcus Thornton,2014-2015,3,78.06,8575000.0,6360321.5,2214678.5,Underpaid
Rodney Rogers,2001-2002,3,78.04,2400000.0,6358479.0,-3958479.0,Overpaid
Charlie Villanueva,2013-2014,3,78.02,8580000.0,6348992.5,2231007.5,Underpaid
Dwight Howard,2007-2008,3,78.01,6061274.0,6348653.5,-287379.5,Overpaid
Kendrick Perkins,2010-2011,3,77.99,6696720.0,6347764.0,348956.0,Underpaid
Marcus Camby,2001-2002,3,77.97,6250000.0,6344900.5,-94900.5,Overpaid
Boris Diaw,2014-2015,3,77.95,7500000.0,6341738.0,1158262.0,Underpaid
Jerry Stackhouse,2007-2008,3,77.93,6750000.0,6329947.5,420052.5,Underpaid
Rodney Stuckey,2013-2014,3,77.91,8500000.0,6324163.0,2175837.0,Underpaid
Alan Henderson,2002-2003,3,77.89,7091000.0,6323719.0,767281.0,Underpaid
Kyle Korver,2013-2014,3,77.87,6760563.0,6315420.0,445143.0,Underpaid
Nazr Mohammed,2007-2008,3,77.85,5632200.0,6308209.0,-676009.0,Overpaid
Josh Smith,2005-2006,3,77.83,1560000.0,6306365.5,-4746365.5,Overpaid
Udonis Haslem,2008-2009,3,77.82,6575000.0,6306187.5,268812.5,Underpaid
Jeff Foster,2007-2008,3,77.8,5500000.0,6295575.0,-795575.0,Overpaid
JR Smith,2014-2015,3,77.78,6515510.0,6285687.5,229822.5,Underpaid
Shandon Anderson,2003-2004,3,77.76,6700000.0,6281022.0,418978.0,Underpaid
Peja Stojakovic,2003-2004,3,77.74,6250000.0,6280829.0,-30829.0,Overpaid
Tyrus Thomas,2011-2012,3,77.72,7305785.0,6278979.0,1026806.0,Underpaid
Lebron James,2006-2007,3,77.7,5828089.0,6278964.0,-450875.0,Overpaid
Juan Carlos Navarro,2007-2008,3,77.68,538090.0,6278595.0,-5740505.0,Overpaid
Jarrett Jack,2014-2015,3,77.66,6300000.0,6277752.5,22247.5,Underpaid
Erick Dampier,2001-2002,3,77.65,6235000.0,6274858.0,-39858.0,Overpaid
David Wesley,2005-2006,3,77.63,5075000.0,6273837.5,-1198837.5,Overpaid
Kwame Brown,2011-2012,3,77.61,6750000.0,6266180.0,483820.0,Underpaid
James Posey,2006-2007,3,77.59,6392100.0,6263977.5,128122.5,Underpaid
Kenny Thomas,2009-2010,3,77.57,8775000.0,6262834.5,2512165.5,Underpaid
Rasho Nesterovic,2007-2008,3,77.55,7840000.0,6249505.0,1590495.0,Underpaid
Andrew Bogut,2008-2009,3,77.53,6294195.0,6248484.0,45711.0,Underpaid
Steve Nash,2004-2005,3,77.51,5750000.0,6247403.5,-497403.5,Overpaid
Greg Ostertag,2001-2002,3,77.49,6933000.0,6246756.5,686243.5,Underpaid
Nazr Mohammed,2010-2011,3,77.47,6883800.0,6245627.0,638173.0,Underpaid
Grant Hill,2011-2012,3,77.46,6500000.0,6241150.5,258849.5,Underpaid
Jason Richardson,2012-2013,3,77.44,5799625.0,6236900.0,-437275.0,Overpaid
Lou Williams,2014-2015,3,77.42,5450000.0,6233801.5,-783801.5,Overpaid
Tony Battie,2002-2003,3,77.4,4000000.0,6232358.0,-2232358.0,Overpaid
Jason Richardson,2014-2015,3,77.38,6601125.0,6228748.0,372377.0,Underpaid
Jamaal Tinsley,2006-2007,3,77.36,5850000.0,6224547.5,-374547.5,Overpaid
Carl Landry,2012-2013,3,77.34,4000000.0,6222168.0,-2222168.0,Overpaid
Steve Nash,2002-2003,3,77.32,5750000.0,6217632.5,-467632.5,Overpaid
Andrei Kirilenko,2001-2002,3,77.3,831000.0,6214726.0,-5383726.0,Overpaid
Adonal Foyle,2006-2007,3,77.28,8125000.0,6203310.0,1921690.0,Underpaid
Jarrett Jack,2013-2014,3,77.27,6300000.0,6200352.0,99648.0,Underpaid
Michael Olowokandi,2002-2003,3,77.25,6061000.0,6199448.0,-138448.0,Overpaid
Samuel Dalembert,2012-2013,3,77.23,6698565.0,6186687.5,511877.5,Underpaid
Steve Blake,2012-2013,3,77.21,4000000.0,6180440.5,-2180440.5,Overpaid
Joe Smith,2003-2004,3,77.19,5445000.0,6172484.5,-727484.5,Overpaid
Tyrone Hill,2002-2003,3,77.17,6600000.0,6170383.5,429616.5,Underpaid
Charlie Villanueva,2010-2011,3,77.15,7020000.0,6165243.5,854756.5,Underpaid
Kyle Lowry,2011-2012,3,77.13,5750000.0,6158071.0,-408071.0,Overpaid
JJ Redick,2011-2012,3,77.11,6750000.0,6156856.0,593144.0,Underpaid
Brendan Haywood,2008-2009,3,77.1,5500000.0,6149328.0,-649328.0,Overpaid
Alan Anderson,2012-2013,3,77.08,854389.0,6147550.0,-5293161.0,Overpaid
Lamond Murray,2001-2002,3,77.06,3750000.0,6146288.5,-2396288.5,Overpaid
Etan Thomas,2006-2007,3,77.04,5883600.0,6135536.0,-251936.0,Overpaid
Jamal Crawford,2012-2013,3,77.02,5225000.0,6128164.5,-903164.5,Overpaid
Carlos Delfino,2011-2012,3,77.0,3500000.0,6127125.0,-2627125.0,Overpaid
George Hill,2013-2014,3,76.98,8000000.0,6127037.0,1872963.0,Underpaid
Bo Outlaw,2001-2002,3,76.96,6555000.0,6124734.0,430266.0,Underpaid
Kevin Durant,2010-2011,3,76.94,6053663.0,6124156.5,-70493.5,Overpaid
Joe Smith,2004-2005,3,76.92,5899000.0,6121753.0,-222753.0,Overpaid
Hedo Turkoglu,2006-2007,3,76.91,5883600.0,6114510.0,-230910.0,Overpaid
Metta World Peace,2011-2012,3,76.89,6790640.0,6102633.0,688007.0,Underpaid
Jeff Teague,2013-2014,3,76.87,8000000.0,6078634.5,1921365.5,Underpaid
Wilson Chandler,2012-2013,3,76.85,5930414.0,6077133.0,-146719.0,Overpaid
Marcin Gortat,2010-2011,3,76.83,6322320.0,6072964.0,249356.0,Underpaid
Charlie Ward,2003-2004,3,76.81,6030000.0,6067274.0,-37274.0,Overpaid
Jose Calderon,2013-2014,3,76.79,6791570.0,6058557.0,733013.0,Underpaid
Shareef Abdur-Rahim,2006-2007,3,76.77,5400000.0,6055557.5,-655557.5,Overpaid
Michael Olowokandi,2001-2002,3,76.75,4662000.0,6046705.5,-1384705.5,Overpaid
Jamal Crawford,2005-2006,3,76.73,6480000.0,6043103.5,436896.5,Underpaid
Al Horford,2009-2010,3,76.72,4307640.0,6039949.5,-1732309.5,Overpaid
Joe Smith,2007-2008,3,76.7,5205000.0,6036632.0,-831632.0,Overpaid
Beno Udrih,2011-2012,3,76.68,6925400.0,6036133.5,889266.5,Underpaid
Jason Thompson,2014-2015,3,76.66,6037500.0,6035321.0,2179.0,Underpaid
John Salmons,2007-2008,3,76.64,4752000.0,6032936.0,-1280936.0,Overpaid
Greg Monroe,2014-2015,3,76.62,5479934.0,6030303.0,-550369.0,Overpaid
Joe Smith,2005-2006,3,76.6,6353200.0,6028541.5,324658.5,Underpaid
Andres Nocioni,2009-2010,3,76.58,7500000.0,6020342.0,1479658.0,Underpaid
Drew Gooden,2010-2011,3,76.56,5765000.0,6020296.5,-255296.5,Overpaid
Hassan Whiteside,2014-2015,3,76.55,769881.0,6016981.0,-5247100.0,Overpaid
John Salmons,2012-2013,3,76.53,8083000.0,5999818.0,2083182.0,Underpaid
Corliss Williamson,2004-2005,3,76.51,5500000.0,5996594.0,-496594.0,Overpaid
Derek Fisher,2008-2009,3,76.49,4700000.0,5993309.5,-1293309.5,Overpaid
Tony Battie,2006-2007,3,76.47,5746000.0,5989776.5,-243776.5,Overpaid
Kurt Thomas,2004-2005,3,76.45,5885000.0,5987046.5,-102046.5,Overpaid
Aaron McKie,2001-2002,3,76.43,4000000.0,5980805.0,-1980805.0,Overpaid
Kyle Lowry,2012-2013,3,76.41,5750000.0,5977686.0,-227686.0,Overpaid
Cuttino Mobley,2002-2003,3,76.39,4903000.0,5976200.0,-1073200.0,Overpaid
Evan Turner,2013-2014,3,76.37,6679867.0,5974770.0,705097.0,Underpaid
Steve Nash,2001-2002,3,76.36,5750000.0,5970434.0,-220434.0,Overpaid
Beno Udrih,2009-2010,3,76.34,6031800.0,5969534.5,62265.5,Underpaid
Omer Asik,2013-2014,3,76.32,8374646.0,5963946.0,2410700.0,Underpaid
Udonis Haslem,2007-2008,3,76.3,6050000.0,5963293.5,86706.5,Underpaid
Keith Van Horn,2004-2005,3,76.28,14487000.0,5962971.0,8524029.0,Underpaid
Kurt Thomas,2003-2004,3,76.26,5394000.0,5960033.5,-566033.5,Overpaid
Juwan Howard,2006-2007,3,76.24,6392100.0,5956120.0,435980.0,Underpaid
Kevin Willis,2001-2002,3,76.22,3000000.0,5955542.0,-2955542.0,Overpaid
Avery Bradley,2014-2015,3,76.2,7191011.0,5952210.5,1238800.5,Underpaid
Danny Fortson,2005-2006,3,76.19,6207670.0,5946139.0,261531.0,Underpaid
Danny Fortson,2006-2007,3,76.17,6596990.0,5942870.0,654120.0,Underpaid
Jeff Foster,2008-2009,3,76.15,5500000.0,5942669.5,-442669.5,Overpaid
James Harden,2012-2013,3,76.13,5820417.0,5941631.5,-121214.5,Overpaid
Amir Johnson,2013-2014,3,76.11,6500000.0,5935021.5,564978.5,Underpaid
JR Smith,2009-2010,3,76.09,6171426.0,5926506.0,244920.0,Underpaid
Marvin Williams,2012-2013,3,76.07,8287500.0,5926256.0,2361244.0,Underpaid
Rafer Alston,2007-2008,3,76.05,4550000.0,5924955.5,-1374955.5,Overpaid
Brian Skinner,2006-2007,3,76.03,5400000.0,5918806.0,-518806.0,Overpaid
Carl Landry,2013-2014,3,76.01,6500000.0,5917010.5,582989.5,Underpaid
Earl Watson,2008-2009,3,76.0,6200000.0,5915747.0,284253.0,Underpaid
Eric Snow,2007-2008,3,75.98,6703125.0,5915612.5,787512.5,Underpaid
Eric Snow,2006-2007,3,75.96,6093750.0,5907270.5,186479.5,Underpaid
Mikki Moore,2007-2008,3,75.94,5356000.0,5906252.5,-550252.5,Overpaid
Doug Christie,2005-2006,3,75.92,7500000.0,5904920.5,1595079.5,Underpaid
Erick Dampier,2005-2006,3,75.9,7662500.0,5904629.0,1757871.0,Underpaid
Marvin Williams,2009-2010,3,75.88,7500000.0,5903325.0,1596675.0,Underpaid
Raja Bell,2008-2009,3,75.86,5000000.0,5900073.0,-900073.0,Overpaid
Lorenzen Wright,2002-2003,3,75.84,6050000.0,5889910.5,160089.5,Underpaid
Mike Dunleavy,2006-2007,3,75.82,7438016.0,5886376.5,1551639.5,Underpaid
James Posey,2009-2010,3,75.81,6031800.0,5874063.5,157736.5,Underpaid
Deron Williams,2008-2009,3,75.79,5069449.0,5873889.0,-804440.0,Overpaid
Amir Johnson,2012-2013,3,75.77,6050000.0,5871771.0,178229.0,Underpaid
Carlos Delfino,2010-2011,3,75.75,3500000.0,5871267.5,-2371267.5,Overpaid
Andray Blatche,2010-2011,3,75.73,5904152.0,5870404.5,33747.5,Underpaid
Nazr Mohammed,2004-2005,3,75.71,6270000.0,5865078.5,404921.5,Underpaid
P.J. Brown,2001-2002,3,75.69,6404000.0,5854118.0,549882.0,Underpaid
Peja Stojakovic,2002-2003,3,75.67,5625000.0,5851775.0,-226775.0,Overpaid
Anthony Davis,2014-2015,3,75.65,5607240.0,5849387.5,-242147.5,Overpaid
Robin Lopez,2014-2015,3,75.64,6124729.0,5847067.5,277661.5,Underpaid
Darren Collison,2014-2015,3,75.62,4797664.0,5837315.0,-1039651.0,Overpaid
Charlie Villanueva,2009-2010,3,75.6,6500000.0,5836792.5,663207.5,Underpaid
Lorenzen Wright,2001-2002,3,75.58,5500000.0,5835575.0,-335575.0,Overpaid
Lou Williams,2011-2012,3,75.56,5176000.0,5832833.5,-656833.5,Overpaid
Jonathan Bender,2005-2006,3,75.54,7175000.0,5827888.5,1347111.5,Underpaid
Derek Fisher,2006-2007,3,75.52,5883600.0,5827475.5,56124.5,Underpaid
Vladimir Radmanovic,2009-2010,3,75.5,6466600.0,5826109.0,640491.0,Underpaid
Randy Foye,2011-2012,3,75.48,4250000.0,5823167.5,-1573167.5,Overpaid
Desmond Mason,2008-2009,3,75.46,5300000.0,5822539.5,-522539.5,Overpaid
Marcus Thornton,2013-2014,3,75.45,8050000.0,5819675.5,2230324.5,Underpaid
Ruben Patterson,2004-2005,3,75.43,5899000.0,5817548.0,81452.0,Underpaid
Jarrett Jack,2011-2012,3,75.41,5000000.0,5816273.5,-816273.5,Overpaid
Mark Blount,2007-2008,3,75.39,7901040.0,5814177.5,2086862.5,Underpaid
Al Harrington,2010-2011,3,75.37,5765000.0,5808501.5,-43501.5,Overpaid
Andres Nocioni,2010-2011,3,75.35,6850000.0,5805058.0,1044942.0,Underpaid
Tyrus Thomas,2010-2011,3,75.33,6611570.0,5804607.0,806963.0,Underpaid
Jamal Crawford,2014-2015,3,75.31,5450000.0,5803638.0,-353638.0,Overpaid
Matt Harpring,2006-2007,3,75.29,6500000.0,5796903.0,703097.0,Underpaid
Anderson Varejao,2009-2010,3,75.27,6363636.0,5794740.0,568896.0,Underpaid
Troy Hudson,2005-2006,3,75.26,5253000.0,5790861.0,-537861.0,Overpaid
Taj Gibson,2012-2013,3,75.24,7415730.0,5788844.5,1626885.5,Underpaid
Steve Francis,2003-2004,3,75.22,5720000.0,5783102.0,-63102.0,Overpaid
Dan Gadzuric,2010-2011,3,75.2,7248325.0,5775587.0,1472738.0,Underpaid
Charles Oakley,2001-2002,3,75.18,6545000.0,5773876.0,771124.0,Underpaid
Gilbert Arenas,2010-2011,3,75.16,17730694.0,5770777.0,11959917.0,Underpaid
Corliss Williamson,2001-2002,3,75.14,4000000.0,5770010.5,-1770010.5,Overpaid
Derek Anderson,2005-2006,3,75.12,1670000.0,5765583.0,-4095583.0,Overpaid
Jermaine O'Neal,2001-2002,3,75.1,6325000.0,5763995.5,561004.5,Underpaid
CJ Miles,2014-2015,3,75.09,4205000.0,5763124.5,-1558124.5,Overpaid
Jarrett Jack,2012-2013,3,75.07,5400000.0,5761434.0,-361434.0,Overpaid
Michael Beasley,2011-2012,3,75.05,6262347.0,5740744.5,521602.5,Underpaid
Gerald Henderson,2014-2015,3,75.03,6000000.0,5737024.0,262976.0,Underpaid
Blake Griffin,2011-2012,3,75.01,5731080.0,5734347.5,-3267.5,Overpaid
Chris Kaman,2014-2015,3,74.99,4800000.0,5728889.5,-928889.5,Overpaid
Trevor Ariza,2014-2015,3,74.97,8579089.0,5723419.5,2855669.5,Underpaid
Jeff Foster,2010-2011,3,74.95,6655000.0,5723372.0,931628.0,Underpaid
Tim Thomas,2008-2009,3,74.93,6049400.0,5715772.5,333627.5,Underpaid
Alvin Williams,2003-2004,3,74.91,5500000.0,5711724.5,-211724.5,Overpaid
Mike Bibby,2009-2010,3,74.9,6217617.0,5711652.0,505965.0,Underpaid
Bobby Jackson,2005-2006,3,74.88,3375000.0,5710756.5,-2335756.5,Overpaid
Danny Fortson,2004-2005,3,74.86,5922000.0,5710418.0,211582.0,Underpaid
Etan Thomas,2008-2009,3,74.84,6864200.0,5707398.0,1156802.0,Underpaid
Bobby Jackson,2008-2009,3,74.82,6487888.0,5700814.0,787074.0,Underpaid
JJ Redick,2010-2011,3,74.8,7250000.0,5697951.0,1552049.0,Underpaid
Mark Blount,2005-2006,3,74.78,5515875.0,5696374.5,-180499.5,Overpaid
Corliss Williamson,2006-2007,3,74.76,6500000.0,5694966.0,805034.0,Underpaid
Beno Udrih,2012-2013,3,74.74,7372000.0,5694829.0,1677171.0,Underpaid
Nick Collison,2007-2008,3,74.73,5750000.0,5692804.5,57195.5,Underpaid
Stephen Jackson,2005-2006,3,74.71,5610000.0,5692161.5,-82161.5,Overpaid
Kurt Thomas,2002-2003,3,74.69,4904000.0,5688818.5,-784818.5,Overpaid
Channing Frye,2011-2012,3,74.67,6000000.0,5687635.5,312364.5,Underpaid
Grant Long,2001-2002,3,74.65,2400000.0,5687614.0,-3287614.0,Overpaid
Nick Collison,2008-2009,3,74.63,6350000.0,5687134.0,662866.0,Underpaid
Vladimir Radmanovic,2010-2011,3,74.61,6883800.0,5686413.0,1197387.0,Underpaid
DeSagana Diop,2010-2011,3,74.59,6478600.0,5678833.5,799766.5,Underpaid
Jerome Williams,2003-2004,3,74.57,5400000.0,5677691.5,-277691.5,Overpaid
Hakeem Olajuwon,2001-2002,3,74.55,5061000.0,5674174.0,-613174.0,Overpaid
Shandon Anderson,2004-2005,3,74.54,7300000.0,5673339.5,1626660.5,Underpaid
Kelvin Cato,2002-2003,3,74.52,6696000.0,5671061.0,1024939.0,Underpaid
Earl Watson,2007-2008,3,74.5,5800000.0,5668276.5,131723.5,Underpaid
Antonio Daniels,2007-2008,3,74.48,5800000.0,5667825.0,132175.0,Underpaid
Rasual Butler,2008-2009,3,74.46,3630000.0,5666599.5,-2036599.5,Overpaid
Kelvin Cato,2001-2002,3,74.44,6048000.0,5666523.0,381477.0,Underpaid
Sam Cassell,2001-2002,3,74.42,4000000.0,5657844.5,-1657844.5,Overpaid
