PLAYER,Season,Tier,Performance_Index,SALARY,Predicted_Salary,Salary_Diff,Payment_Status
Matt Barnes,2010-2011,6,46.8,1765000.0,2652830.8,-887830.75,Overpaid
Ricky Davis,2009-2010,6,46.78,2400000.0,2652541.5,-252541.5,Overpaid
Tony Battie,2009-2010,6,46.76,6606600.0,2651577.0,3955023.0,Underpaid
Michael Carter-Williams,2014-2015,6,46.74,2300040.0,2651329.0,-351289.0,Overpaid
Rudy Gay,2008-2009,6,46.72,2579400.0,2645959.0,-66559.0,Overpaid
Zendon Hamilton,2001-2002,6,46.7,466000.0,2644894.2,-2178894.25,Overpaid
Pero Antic,2013-2014,6,46.68,1200000.0,2643879.8,-1443879.75,Overpaid
Reggie Evans,2012-2013,6,46.66,1622617.0,2642645.5,-1020028.5,Overpaid
Chauncey Billups,2013-2014,6,46.64,2500000.0,2642484.8,-142484.75,Overpaid
John Amaechi,2001-2002,6,46.62,2175000.0,2641718.2,-466718.25,Overpaid
Troy Murphy,2002-2003,6,46.61,1409000.0,2640623.0,-1231623.0,Overpaid
Eduardo Najera,2011-2012,6,46.59,2750000.0,2640422.0,109578.0,Underpaid
Tyler Hansbrough,2011-2012,6,46.57,2138040.0,2640234.0,-502194.0,Overpaid
Andray Blatche,2008-2009,6,46.55,2739669.0,2639224.0,100445.0,Underpaid
Shelden Williams,2011-2012,6,46.53,854389.0,2639168.2,-1784779.25,Overpaid
Stephen Curry,2009-2010,6,46.51,2710560.0,2637897.8,72662.25,Underpaid
Dahntay Jones,2011-2012,6,46.49,2700000.0,2637608.0,62392.0,Underpaid
Tracy Murray,2002-2003,6,46.47,3740000.0,2630675.0,1109325.0,Underpaid
DeShawn Stevenson,2012-2013,6,46.45,2240450.0,2626787.2,-386337.25,Overpaid
Jeff Green,2007-2008,6,46.44,3058200.0,2626543.0,431657.0,Underpaid
Sean Marks,2001-2002,6,46.42,566000.0,2625643.2,-2059643.25,Overpaid
Gustavo Ayon,2013-2014,6,46.4,1500000.0,2625197.2,-1125197.25,Overpaid
Marreese Speights,2011-2012,6,46.38,2721255.0,2624921.8,96333.25,Underpaid
Johan Petro,2012-2013,6,46.36,3500000.0,2623613.8,876386.25,Underpaid
Nazr Mohammed,2012-2013,6,46.34,884293.0,2622798.5,-1738505.5,Overpaid
Jason Collier,2003-2004,6,46.32,2109000.0,2621653.0,-512653.0,Overpaid
Carlos Rogers,2001-2002,6,46.3,591000.0,2621313.5,-2030313.5,Overpaid
Devean George,2007-2008,6,46.28,2369111.0,2620869.0,-251758.0,Overpaid
Eddie House,2009-2010,6,46.26,2862000.0,2620819.0,241181.0,Underpaid
Brian Skinner,2009-2010,6,46.25,825497.0,2620812.0,-1795315.0,Overpaid
Bryant Stith,2001-2002,6,46.23,2000000.0,2619981.2,-619981.25,Overpaid
Jerome Jordan,2014-2015,6,46.21,816482.0,2619620.0,-1803138.0,Overpaid
Brandon Jennings,2010-2011,6,46.19,2331120.0,2619247.8,-288127.75,Overpaid
George Lynch,2002-2003,6,46.17,2600000.0,2619205.8,-19205.75,Overpaid
Adam Morrison,2006-2007,6,46.15,3616680.0,2618747.2,997932.75,Underpaid
Tobias Harris,2014-2015,6,46.13,2380594.0,2617897.0,-237303.0,Overpaid
Charles Smith,2001-2002,6,46.11,541000.0,2616588.0,-2075588.0,Overpaid
Dan Majerle,2001-2002,6,46.09,590000.0,2616501.0,-2026501.0,Overpaid
Kemba Walker,2012-2013,6,46.08,2568360.0,2616249.8,-47889.75,Overpaid
Corey Brewer,2011-2012,6,46.06,3059000.0,2615050.5,443949.5,Underpaid
Jermaine O'Neal,2012-2013,6,46.04,854389.0,2614372.2,-1759983.25,Overpaid
Jamaal Tinsley,2012-2013,6,46.02,1352181.0,2612546.5,-1260365.5,Overpaid
Rasho Nesterovic,2005-2006,6,46.0,6720000.0,2612149.8,4107850.25,Underpaid
Matt Bonner,2007-2008,6,45.98,2700000.0,2610439.2,89560.75,Underpaid
Zach Randolph,2004-2005,6,45.96,1805000.0,2608768.0,-803768.0,Overpaid
Beno Udrih,2014-2015,6,45.94,2077000.0,2608484.5,-531484.5,Overpaid
Mike Conley,2007-2008,6,45.92,3377160.0,2605497.8,771662.25,Underpaid
Omri Casspi,2014-2015,6,45.9,915243.0,2604712.0,-1689469.0,Overpaid
Eddie House,2005-2006,6,45.89,835810.0,2602882.8,-1767072.75,Overpaid
Pat Garrity,2006-2007,6,45.87,3525000.0,2600832.0,924168.0,Underpaid
Wally Szczerbiak,2001-2002,6,45.85,2313000.0,2598728.8,-285728.75,Overpaid
Sean Rooks,2001-2002,6,45.83,2400000.0,2597930.5,-197930.5,Overpaid
Devin Harris,2005-2006,6,45.81,2947440.0,2597870.0,349570.0,Underpaid
Bimbo Coles,2002-2003,6,45.79,2700000.0,2596093.5,103906.5,Underpaid
Travis Outlaw,2011-2012,6,45.77,3000000.0,2595902.5,404097.5,Underpaid
Eddie Griffin,2006-2007,6,45.75,2700000.0,2594939.5,105060.5,Underpaid
Gilbert Arenas,2001-2002,6,45.73,333000.0,2592594.5,-2259594.5,Overpaid
Sam Young,2010-2011,6,45.71,886000.0,2591753.5,-1705753.5,Overpaid
Nicolas Batum,2011-2012,6,45.7,2155365.0,2591386.0,-436021.0,Overpaid
Nick Collison,2012-2013,6,45.68,2585668.0,2590846.0,-5178.0,Overpaid
Eduardo Najera,2010-2011,6,45.66,3000000.0,2590670.0,409330.0,Underpaid
Zaza Pachulia,2008-2009,6,45.64,4000000.0,2589314.0,1410686.0,Underpaid
Mikki Moore,2006-2007,6,45.62,1071225.0,2588948.2,-1517723.25,Overpaid
Shavlik Randolph,2014-2015,6,45.6,1227985.0,2588276.8,-1360291.75,Overpaid
Chucky Atkins,2008-2009,6,45.58,3240000.0,2587682.2,652317.75,Underpaid
Ronnie Brewer,2009-2010,6,45.56,2717161.0,2586672.5,130488.5,Underpaid
Hubert Davis,2002-2003,6,45.54,2631000.0,2585095.2,45904.75,Underpaid
Al-Farouq Aminu,2010-2011,6,45.53,2563320.0,2584883.0,-21563.0,Overpaid
Eduardo Najera,2009-2010,6,45.51,3000000.0,2584670.5,415329.5,Underpaid
Thabo Sefolosha,2011-2012,6,45.49,3300000.0,2584315.8,715684.25,Underpaid
Ben McLemore,2014-2015,6,45.47,3026280.0,2583847.5,442432.5,Underpaid
Mamadou N'Diaye,2002-2003,6,45.45,852000.0,2582744.5,-1730744.5,Overpaid
Michael Ruffin,2001-2002,6,45.43,540000.0,2582299.5,-2042299.5,Overpaid
Robert Horry,2007-2008,6,45.41,3630000.0,2581722.2,1048277.75,Underpaid
Luke Walton,2011-2012,6,45.39,5971363.0,2580197.0,3391166.0,Underpaid
Randy Brown,2001-2002,6,45.37,2475000.0,2579593.8,-104593.75,Overpaid
Chandler Parsons,2013-2014,6,45.35,926500.0,2578879.5,-1652379.5,Overpaid
Damien Wilkins,2006-2007,6,45.34,2700000.0,2578508.2,121491.75,Underpaid
Don Reid,2001-2002,6,45.32,1000000.0,2577153.5,-1577153.5,Overpaid
Mickael Gelabale,2012-2013,6,45.3,346781.0,2576659.2,-2229878.25,Overpaid
Vince Carter,2014-2015,6,45.28,3911981.0,2575906.5,1336074.5,Underpaid
Horace Grant,2002-2003,6,45.26,2662000.0,2572990.2,89009.75,Underpaid
Jameer Nelson,2007-2008,6,45.24,1961609.0,2570797.0,-609188.0,Overpaid
Ricky Davis,2008-2009,6,45.22,2300000.0,2568566.8,-268566.75,Overpaid
Mike Miller,2014-2015,6,45.2,2732000.0,2568198.2,163801.75,Underpaid
Juan Dixon,2007-2008,6,45.18,2550000.0,2564216.8,-14216.75,Overpaid
Bostjan Nachbar,2005-2006,6,45.16,2500000.0,2564015.5,-64015.5,Overpaid
Bimbo Coles,2003-2004,6,45.15,2925000.0,2563692.5,361307.5,Underpaid
Joe Johnson,2003-2004,6,45.13,1850000.0,2563659.0,-713659.0,Overpaid
Brendan Haywood,2001-2002,6,45.11,815000.0,2562031.5,-1747031.5,Overpaid
Craig Smith,2009-2010,6,45.09,2300000.0,2557676.0,-257676.0,Overpaid
Kenyon Martin,2013-2014,6,45.07,884293.0,2556969.8,-1672676.75,Overpaid
Chris Mihm,2001-2002,6,45.05,2067000.0,2554700.5,-487700.5,Overpaid
Larry Robinson,2001-2002,6,45.03,591000.0,2554492.0,-1963492.0,Overpaid
Sebastian Telfair,2007-2008,6,45.01,2562426.0,2550318.0,12108.0,Underpaid
Bruce Bowen,2005-2006,6,44.99,3375000.0,2549726.8,825273.25,Underpaid
Jared Jeffries,2005-2006,6,44.98,2433824.0,2548905.0,-115081.0,Overpaid
Dermarr Johnson,2004-2005,6,44.96,4119000.0,2546475.5,1572524.5,Underpaid
Jan Vesely,2013-2014,6,44.94,3340920.0,2546075.0,794845.0,Underpaid
Robert Traylor,2002-2003,6,44.92,3726000.0,2544302.2,1181697.75,Underpaid
Brian Cook,2007-2008,6,44.9,3500000.0,2544079.8,955920.25,Underpaid
Marcus Banks,2006-2007,6,44.88,3600000.0,2541825.2,1058174.75,Underpaid
Dominic McGuire,2011-2012,6,44.86,854389.0,2540929.0,-1686540.0,Overpaid
Glen Davis,2009-2010,6,44.84,3000004.0,2538537.0,461467.0,Underpaid
Ryan Anderson,2011-2012,6,44.82,2244601.0,2538267.0,-293666.0,Overpaid
George Hill,2011-2012,6,44.8,1540493.0,2537720.8,-997227.75,Overpaid
Quentin Richardson,2011-2012,6,44.79,2446200.0,2537258.5,-91058.5,Overpaid
Andrew Bogut,2005-2006,6,44.77,4340520.0,2536831.8,1803688.25,Underpaid
Mamadou N'Diaye,2003-2004,6,44.75,1537000.0,2536245.0,-999245.0,Overpaid
Bonzi Wells,2001-2002,6,44.73,2028000.0,2532547.0,-504547.0,Overpaid
Ronny Turiaf,2013-2014,6,44.71,1500000.0,2531935.8,-1031935.75,Overpaid
Matt Carroll,2006-2007,6,44.69,1188000.0,2531121.2,-1343121.25,Overpaid
Trevor Ariza,2006-2007,6,44.67,3100000.0,2528284.0,571716.0,Underpaid
Alonzo Gee,2013-2014,6,44.65,3250000.0,2527351.5,722648.5,Underpaid
Mo Williams,2013-2014,6,44.63,2652000.0,2526353.0,125647.0,Underpaid
Thabo Sefolosha,2009-2010,6,44.62,2759628.0,2523327.0,236301.0,Underpaid
DeShawn Stevenson,2011-2012,6,44.6,2500000.0,2523276.0,-23276.0,Overpaid
Tony Massenburg,2002-2003,6,44.58,1636000.0,2522906.0,-886906.0,Overpaid
Brian Scalabrine,2007-2008,6,44.56,3000000.0,2521088.5,478911.5,Underpaid
Robert Traylor,2001-2002,6,44.54,2793000.0,2521075.8,271924.25,Underpaid
Hedo Turkoglu,2001-2002,6,44.52,1216000.0,2520612.8,-1304612.75,Overpaid
Jamaal Tinsley,2004-2005,6,44.5,1554000.0,2519796.0,-965796.0,Overpaid
Mickael Pietrus,2006-2007,6,44.48,2535260.0,2519475.0,15785.0,Underpaid
Dan Gadzuric,2007-2008,6,44.46,5751130.0,2517220.0,3233910.0,Underpaid
Mark Madsen,2004-2005,6,44.44,2212000.0,2515186.8,-303186.75,Overpaid
Anfernee Hardaway,2007-2008,6,44.43,770610.0,2514973.2,-1744363.25,Overpaid
Joe Johnson,2004-2005,6,44.41,2358000.0,2514697.2,-156697.25,Overpaid
Brian Scalabrine,2008-2009,6,44.39,3206897.0,2513316.8,693580.25,Underpaid
Michael Olowokandi,2006-2007,6,44.37,744551.0,2512487.2,-1767936.25,Overpaid
Aaron Brooks,2012-2013,6,44.35,2400000.0,2512450.8,-112450.75,Overpaid
Eddie Griffin,2005-2006,6,44.33,2500000.0,2506599.2,-6599.25,Overpaid
Bernard James,2013-2014,6,44.31,788872.0,2505167.2,-1716295.25,Overpaid
Vitaly Potapenko,2006-2007,6,44.29,3674584.0,2505101.8,1169482.25,Underpaid
Eric Williams,2006-2007,6,44.27,4296000.0,2504824.5,1791175.5,Underpaid
Carlos Arroyo,2005-2006,6,44.25,4000000.0,2502203.8,1497796.25,Underpaid
Jonny Flynn,2010-2011,6,44.24,3192000.0,2501337.8,690662.25,Underpaid
Earl Watson,2005-2006,6,44.22,5000000.0,2498012.2,2501987.75,Underpaid
Brook Lopez,2010-2011,6,44.2,2413320.0,2497259.0,-83939.0,Overpaid
Steve Kerr,2002-2003,6,44.18,2625000.0,2496827.5,128172.5,Underpaid
Cj Miles,2008-2009,6,44.16,3700000.0,2492869.8,1207130.25,Underpaid
Kenneth Faried,2012-2013,6,44.14,1311240.0,2491540.8,-1180300.75,Overpaid
Daequan Cook,2011-2012,6,44.12,3341558.0,2491131.0,850427.0,Underpaid
Othella Harrington,2007-2008,6,44.1,2376000.0,2490650.2,-114650.25,Overpaid
Popeye Jones,2001-2002,6,44.08,1300000.0,2489033.2,-1189033.25,Overpaid
Ryan Bowen,2001-2002,6,44.07,630000.0,2488255.0,-1858255.0,Overpaid
Damien Wilkins,2005-2006,6,44.05,2500000.0,2487909.2,12090.75,Underpaid
Amir Johnson,2009-2010,6,44.03,3941667.0,2485672.0,1455995.0,Underpaid
Eric Gordon,2008-2009,6,44.01,2623200.0,2485143.5,138056.5,Underpaid
Bimbo Coles,2001-2002,6,43.99,2475000.0,2483323.2,-8323.25,Overpaid
Channing Frye,2009-2010,6,43.97,1990000.0,2482802.5,-492802.5,Overpaid
Ben Wallace,2010-2011,6,43.95,2080000.0,2482676.0,-402676.0,Overpaid
Sarunas Jasikevicius,2006-2007,6,43.93,4000000.0,2482429.5,1517570.5,Underpaid
Maceo Baston,2008-2009,6,43.91,2272860.0,2481800.2,-208940.25,Overpaid
Sebastian Telfair,2014-2015,6,43.89,915243.0,2481171.0,-1565928.0,Overpaid
Udonis Haslem,2014-2015,6,43.88,2732000.0,2479752.0,252248.0,Underpaid
Matt Maloney,2002-2003,6,43.86,2775000.0,2479449.5,295550.5,Underpaid
Jason Smith,2011-2012,6,43.84,2500000.0,2479267.5,20732.5,Underpaid
Trey Burke,2014-2015,6,43.82,2548560.0,2479118.0,69442.0,Underpaid
Francisco Garcia,2013-2014,6,43.8,1265977.0,2476251.2,-1210274.25,Overpaid
Jarvis Hayes,2006-2007,6,43.78,2564127.0,2476125.8,88001.25,Underpaid
Trey Burke,2013-2014,6,43.76,2438760.0,2475598.2,-36838.25,Overpaid
Wilson Chandler,2007-2008,6,43.74,1091640.0,2473543.0,-1381903.0,Overpaid
Rodney White,2002-2003,6,43.72,1821000.0,2473113.5,-652113.5,Overpaid
Dean Garrett,2001-2002,6,43.7,3240000.0,2472998.5,767001.5,Underpaid
Jrue Holiday,2010-2011,6,43.69,1627920.0,2471942.2,-844022.25,Overpaid
Jason Kapono,2008-2009,6,43.67,5784480.0,2471940.5,3312539.5,Underpaid
Scot Pollard,2006-2007,6,43.65,2200000.0,2470681.0,-270681.0,Overpaid
Dante Cunningham,2013-2014,6,43.63,2180000.0,2468875.8,-288875.75,Overpaid
Derek Fisher,2011-2012,6,43.61,2329545.0,2468850.8,-139305.75,Overpaid
Terrence Ross,2013-2014,6,43.59,2678640.0,2463938.5,214701.5,Underpaid
Chauncey Billups,2001-2002,6,43.57,2475000.0,2463620.5,11379.5,Underpaid
Richard Jefferson,2004-2005,6,43.55,2266000.0,2463100.2,-197100.25,Overpaid
Vladimir Radmanovic,2002-2003,6,43.53,1561000.0,2462642.8,-901642.75,Overpaid
Shaun Livingston,2010-2011,6,43.52,3500000.0,2462274.8,1037725.25,Underpaid
Joel Przybilla,2012-2013,6,43.5,854389.0,2461845.2,-1607456.25,Overpaid
Steve Blake,2014-2015,6,43.48,2077000.0,2461546.2,-384546.25,Overpaid
Nate Robinson,2008-2009,6,43.46,2020179.0,2461125.5,-440946.5,Overpaid
Aaron Williams,2005-2006,6,43.44,3375000.0,2459836.5,915163.5,Underpaid
Greivis Vasquez,2012-2013,6,43.42,1191240.0,2458385.2,-1267145.25,Overpaid
Jamaal Magloire,2009-2010,6,43.4,825497.0,2457907.5,-1632410.5,Overpaid
Joel Przybilla,2010-2011,6,43.38,7725470.0,2457261.2,5268208.75,Underpaid
Corie Blount,2002-2003,6,43.36,1400000.0,2455111.2,-1055111.25,Overpaid
Julius Randle,2014-2015,6,43.34,2997360.0,2454520.0,542840.0,Underpaid
Samaki Walker,2001-2002,6,43.33,1400000.0,2454355.5,-1054355.5,Overpaid
Rod Strickland,2001-2002,6,43.31,591000.0,2453417.0,-1862417.0,Overpaid
Martell Webster,2009-2010,6,43.29,4344000.0,2452276.5,1891723.5,Underpaid
Steven Hunter,2009-2010,6,43.27,3696000.0,2449927.8,1246072.25,Underpaid
Brook Lopez,2009-2010,6,43.25,2255880.0,2448013.0,-192133.0,Overpaid
Mikki Moore,2002-2003,6,43.23,2813000.0,2444879.0,368121.0,Underpaid
Amar'e Stoudemire,2014-2015,6,43.21,306876.0,2443999.2,-2137123.25,Overpaid
Jonathan Bender,2009-2010,6,43.19,597271.0,2442140.2,-1844869.25,Overpaid
Amir Johnson,2010-2011,6,43.17,5000000.0,2440967.8,2559032.25,Underpaid
David Lee,2007-2008,6,43.16,990600.0,2438993.5,-1448393.5,Overpaid
Aaron Williams,2004-2005,6,43.14,3150000.0,2438505.2,711494.75,Underpaid
Corey Maggette,2002-2003,6,43.12,2069000.0,2434745.0,-365745.0,Overpaid
Wilson Chandler,2008-2009,6,43.1,1173480.0,2432643.2,-1259163.25,Overpaid
Dikembe Mutombo,2006-2007,6,43.08,2210000.0,2431192.5,-221192.5,Overpaid
Jeff Foster,2003-2004,6,43.06,2264000.0,2429911.0,-165911.0,Overpaid
Jordan Farmar,2013-2014,6,43.04,884293.0,2429092.5,-1544799.5,Overpaid
Randy Brown,2002-2003,6,43.02,2700000.0,2428983.5,271016.5,Underpaid
Jason Hart,2007-2008,6,43.0,2300000.0,2427873.5,-127873.5,Overpaid
Devean George,2006-2007,6,42.98,1974259.0,2427436.0,-453177.0,Overpaid
Eddie Griffin,2002-2003,6,42.97,2162000.0,2425877.0,-263877.0,Overpaid
Maurice Evans,2009-2010,6,42.95,2500000.0,2425738.5,74261.5,Underpaid
Chris Mihm,2008-2009,6,42.93,2500000.0,2424198.5,75801.5,Underpaid
Morris Peterson,2004-2005,6,42.91,2371000.0,2423317.0,-52317.0,Overpaid
Maceo Baston,2006-2007,6,42.89,744551.0,2421482.2,-1676931.25,Overpaid
Jabari Brown,2014-2015,6,42.87,59686.0,2419789.0,-2360103.0,Overpaid
Josh Smith,2007-2008,6,42.85,2243543.0,2415126.2,-171583.25,Overpaid
Michael Ruffin,2007-2008,6,42.83,770610.0,2414274.2,-1643664.25,Overpaid
Craig Smith,2006-2007,6,42.81,412718.0,2414107.8,-2001389.75,Overpaid
Anthony Randolph,2009-2010,6,42.79,1837560.0,2413082.8,-575522.75,Overpaid
Dorell Wright,2006-2007,6,42.78,1325160.0,2411887.5,-1086727.5,Overpaid
Samuel Dalembert,2004-2005,6,42.76,1600000.0,2411245.8,-811245.75,Overpaid
Andrei Kirilenko,2004-2005,6,42.74,1672000.0,2408971.8,-736971.75,Overpaid
Morris Peterson,2003-2004,6,42.72,1646000.0,2408317.2,-762317.25,Overpaid
Kyle Lowry,2007-2008,6,42.7,1087680.0,2408126.8,-1320446.75,Overpaid
James Jones,2014-2015,6,42.68,915243.0,2407809.5,-1492566.5,Overpaid
Jason Kapono,2011-2012,6,42.66,854389.0,2405580.0,-1551191.0,Overpaid
Hedo Turkoglu,2003-2004,6,42.64,1995000.0,2405131.8,-410131.75,Overpaid
Pero Antic,2014-2015,6,42.62,1250000.0,2404899.0,-1154899.0,Overpaid
Aaron Mckie,2006-2007,6,42.61,2500000.0,2402467.8,97532.25,Underpaid
Richard Hamilton,2001-2002,6,42.59,2111000.0,2400461.0,-289461.0,Overpaid
Keith Bogans,2009-2010,6,42.57,825497.0,2398763.8,-1573266.75,Overpaid
Eddie Griffin,2001-2002,6,42.55,2011000.0,2397999.5,-386999.5,Overpaid
Bracey Wright,2005-2006,6,42.53,398762.0,2397355.0,-1998593.0,Overpaid
Cherokee Parks,2001-2002,6,42.51,715000.0,2395980.2,-1680980.25,Overpaid
Anthony Randolph,2008-2009,6,42.49,1709280.0,2394523.5,-685243.5,Overpaid
James Johnson,2012-2013,6,42.47,2812006.0,2394310.5,417695.5,Underpaid
Antoine Wright,2008-2009,6,42.45,1800000.0,2391721.2,-591721.25,Overpaid
Gustavo Ayon,2011-2012,6,42.43,1567500.0,2387697.8,-820197.75,Overpaid
Vitor Faverani,2013-2014,6,42.42,2000000.0,2384745.2,-384745.25,Overpaid
Iman Shumpert,2014-2015,6,42.4,2616975.0,2382411.0,234564.0,Underpaid
Devean George,2008-2009,6,42.38,1600000.0,2381622.5,-781622.5,Overpaid
Taj Gibson,2011-2012,6,42.36,1195680.0,2379204.8,-1183524.75,Overpaid
Jerami Grant,2014-2015,6,42.34,884879.0,2377968.0,-1493089.0,Overpaid
Mark Jackson,2003-2004,6,42.32,4580000.0,2376415.5,2203584.5,Underpaid
Luol Deng,2005-2006,6,42.3,2443920.0,2375873.8,68046.25,Underpaid
Jason Kapono,2006-2007,6,42.28,1188000.0,2374979.2,-1186979.25,Overpaid
Kareem Rush,2007-2008,6,42.26,770610.0,2374747.2,-1604137.25,Overpaid
Brevin Knight,2008-2009,6,42.24,2000000.0,2373437.2,-373437.25,Overpaid
Jason Hart,2009-2010,6,42.23,825497.0,2372845.2,-1547348.25,Overpaid
Gerald Henderson,2010-2011,6,42.21,2103840.0,2372143.2,-268303.25,Overpaid
Vladimir Stepania,2002-2003,6,42.19,637000.0,2371941.8,-1734941.75,Overpaid
Dorell Wright,2009-2010,6,42.17,2887165.0,2371209.8,515955.25,Underpaid
John Wallace,2001-2002,6,42.15,2630000.0,2370021.2,259978.75,Underpaid
Vitaly Potapenko,2004-2005,6,42.13,6191000.0,2368431.2,3822568.75,Underpaid
Shelden Williams,2008-2009,6,42.11,3395760.0,2366912.8,1028847.25,Underpaid
Troy Hudson,2006-2007,6,42.09,5603000.0,2366455.2,3236544.75,Underpaid
James Posey,2002-2003,6,42.07,1723000.0,2365351.5,-642351.5,Overpaid
Ivan Johnson,2011-2012,6,42.06,473604.0,2364125.5,-1890521.5,Overpaid
Andrew Bynum,2006-2007,6,42.04,2030280.0,2360422.2,-330142.25,Overpaid
Corie Blount,2001-2002,6,42.02,1452000.0,2360170.0,-908170.0,Overpaid
D.J. Augustin,2010-2011,6,42.0,2540000.0,2358913.0,181087.0,Underpaid
Aaron Brooks,2013-2014,6,41.98,884293.0,2358060.0,-1473767.0,Overpaid
Shammond Williams,2006-2007,6,41.96,1750000.0,2356924.5,-606924.5,Overpaid
Jodie Meeks,2013-2014,6,41.94,1550000.0,2355852.8,-805852.75,Overpaid
George Lynch,2001-2002,6,41.92,2400000.0,2354390.8,45609.25,Underpaid
Jamaal Magloire,2003-2004,6,41.9,1735000.0,2353393.5,-618393.5,Overpaid
Josh Powell,2010-2011,6,41.88,854389.0,2352289.2,-1497900.25,Overpaid
Craig Smith,2011-2012,6,41.87,854389.0,2351502.0,-1497113.0,Overpaid
Desagana Diop,2003-2004,6,41.85,2118000.0,2349904.8,-231904.75,Overpaid
Joakim Noah,2008-2009,6,41.83,2295480.0,2349782.5,-54302.5,Overpaid
Ben Gordon,2014-2015,6,41.81,4500000.0,2349140.8,2150859.25,Underpaid
Joel Freeland,2012-2013,6,41.79,3013512.0,2349048.8,664463.25,Underpaid
Michael Carter-Williams,2013-2014,6,41.77,2200920.0,2347231.0,-146311.0,Overpaid
Corey Brewer,2009-2010,6,41.75,2916120.0,2338110.0,578010.0,Underpaid
Anthony Morrow,2012-2013,6,41.73,4000000.0,2336169.8,1663830.25,Underpaid
Miles Plumlee,2013-2014,6,41.71,1121520.0,2333961.2,-1212441.25,Overpaid
Theo Ratliff,2008-2009,6,41.7,797581.0,2332669.8,-1535088.75,Overpaid
O.J. Mayo,2010-2011,6,41.68,4456200.0,2332474.8,2123725.25,Underpaid
Matt Bonner,2005-2006,6,41.66,2000000.0,2332448.5,-332448.5,Overpaid
Andre Iguodala,2005-2006,6,41.64,2058000.0,2331580.2,-273580.25,Overpaid
Chris Duhon,2005-2006,6,41.62,2800000.0,2328647.2,471352.75,Underpaid
Stephen Jackson,2011-2012,6,41.6,1059750.0,2328098.0,-1268348.0,Overpaid
Jarron Collins,2006-2007,6,41.58,2625698.0,2326632.2,299065.75,Underpaid
Tony Allen,2006-2007,6,41.56,1037280.0,2326462.0,-1289182.0,Overpaid
Spencer Hawes,2008-2009,6,41.54,2180760.0,2326418.2,-145658.25,Overpaid
Craig Smith,2010-2011,6,41.52,2300000.0,2325714.0,-25714.0,Overpaid
Wesley Johnson,2010-2011,6,41.51,3726600.0,2324966.5,1401633.5,Underpaid
Delonte West,2007-2008,6,41.49,1889760.0,2324651.8,-434891.75,Overpaid
DeJuan Blair,2009-2010,6,41.47,850000.0,2324577.8,-1474577.75,Overpaid
Adrian Griffin,2007-2008,6,41.45,1593000.0,2323825.8,-730825.75,Overpaid
Ersan Ilyasova,2010-2011,6,41.43,2320500.0,2323487.5,-2987.5,Overpaid
Shane Battier,2003-2004,6,41.41,2533000.0,2323370.2,209629.75,Underpaid
Francisco Elson,2008-2009,6,41.39,1700000.0,2322676.2,-622676.25,Overpaid
Jason Maxiell,2008-2009,6,41.37,1877572.0,2320670.8,-443098.75,Overpaid
Alec Burks,2013-2014,6,41.35,2202000.0,2319832.2,-117832.25,Overpaid
Jason Thompson,2008-2009,6,41.33,1893840.0,2319783.5,-425943.5,Overpaid
Jonas Jerebko,2011-2012,6,41.32,4500000.0,2317081.2,2182918.75,Underpaid
Timofey Mozgov,2012-2013,6,41.3,3140429.0,2313782.0,826647.0,Underpaid
Patrick Patterson,2012-2013,6,41.28,2096760.0,2313336.2,-216576.25,Overpaid
Greg Monroe,2010-2011,6,41.26,2798040.0,2312784.2,485255.75,Underpaid
J.J. Barea,2010-2011,6,41.24,1815000.0,2310149.0,-495149.0,Overpaid
Gerald Henderson,2011-2012,6,41.22,2250600.0,2310053.2,-59453.25,Overpaid
Ty Lawson,2011-2012,6,41.2,1654440.0,2303961.0,-649521.0,Overpaid
Martell Webster,2008-2009,6,41.18,3771133.0,2303548.0,1467585.0,Underpaid
Brian Cook,2006-2007,6,41.16,1817141.0,2302268.8,-485127.75,Overpaid
Greg Foster,2001-2002,6,41.15,1924000.0,2299664.8,-375664.75,Overpaid
Desagana Diop,2007-2008,6,41.13,2146000.0,2297545.5,-151545.5,Overpaid
Donnell Harvey,2001-2002,6,41.11,927000.0,2296919.8,-1369919.75,Overpaid
Brian Cook,2009-2010,6,41.09,3500000.0,2294668.2,1205331.75,Underpaid
Marco Belinelli,2010-2011,6,41.07,2380270.0,2294219.0,86051.0,Underpaid
Joel Przybilla,2003-2004,6,41.05,2373000.0,2293706.8,79293.25,Underpaid
Brevin Knight,2001-2002,6,41.03,4500000.0,2293534.0,2206466.0,Underpaid
Lavoy Allen,2013-2014,6,41.01,3060000.0,2292691.0,767309.0,Underpaid
Robert Swift,2007-2008,6,40.99,2601113.0,2288280.8,312832.25,Underpaid
Yi Jianlian,2009-2010,6,40.97,3194400.0,2286651.8,907748.25,Underpaid
Luther Head,2006-2007,6,40.96,1048800.0,2285256.0,-1236456.0,Overpaid
Eric Bledsoe,2012-2013,6,40.94,2626473.0,2284597.2,341875.75,Underpaid
Deshawn Stevenson,2003-2004,6,40.92,1624000.0,2283533.8,-659533.75,Overpaid
Quentin Richardson,2010-2011,6,40.9,2265000.0,2283229.0,-18229.0,Overpaid
Rajon Rondo,2007-2008,6,40.88,1229280.0,2282003.5,-1052723.5,Overpaid
Desagana Diop,2002-2003,6,40.86,1980000.0,2281921.2,-301921.25,Overpaid
Ricky Davis,2002-2003,6,40.84,2156000.0,2281477.8,-125477.75,Overpaid
