,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,#ERROR!,SALARY,Player_Comp_Share
120,Drew Gooden,SAS,27,51,26,25,24.8,11.9,4.6,9.9,46.8,0,0.1,0,2.6,3.1,84,2.2,4.9,7.1,0.9,1.5,0.6,0.4,2.8,23.1,12,0,-2.5,1410441,0.0002820882
121,Andris Biedrins,GSW,23,62,20,42,30,11.9,5,8.6,57.8,0,0,0,1.9,3.5,55.1,3.6,7.6,11.2,2,1.8,1,1.5,3.8,34.1,28,0,-3,9000000,0.0018
122,Roger Mason Jr.,SAS,28,82,54,28,30.4,11.8,4.3,10,42.5,2,4.8,42.1,1.3,1.4,89,0.2,2.9,3.1,2.1,1.2,0.5,0.1,2,19.3,0,0,2.7,3500000,0.0007
123,D.J. Augustin,CHA,21,72,30,42,26.5,11.8,3.7,8.6,43,1.5,3.4,43.9,2.9,3.2,89.3,0.2,1.6,1.8,3.5,1.7,0.6,0,1.9,19.4,1,0,-0.5,2208960,0.000441792
124,Delonte West,CLE,25,64,52,12,33.6,11.7,4.5,9.8,45.7,1.4,3.6,39.9,1.4,1.7,83.3,0.5,2.7,3.2,3.5,1.4,1.5,0.2,2,24.4,0,0,9.5,3850000,0.00077
125,Andrew Bogut,MIL,24,36,19,17,31.2,11.7,5.1,8.8,57.7,0,0,0,1.6,2.7,57.1,3.3,7,10.3,2,2.4,0.6,1,3.6,29.6,16,0,2.5,6294195,0.001258839
126,Rafer Alston,ORL,32,77,48,29,31.8,11.7,4.1,10.6,38.5,1.5,4.3,33.8,2,2.7,75,0.4,2.5,2.9,5.3,1.8,1.4,0.1,1.8,25.9,3,0,2.6,4900000,0.00098
127,Kenyon Martin,DEN,31,66,42,24,32,11.7,4.8,9.8,49.1,0.2,0.6,36.8,1.8,3,60.4,1.2,4.8,6,2,1.6,1.5,1.1,3,28,5,0,2.8,14431816,0.0028863632
128,Larry Hughes,NYK,30,55,22,33,26.9,11.6,4.1,10.1,40.2,1.4,3.5,38.9,2.1,2.6,80.7,0.3,2.6,2.9,2.2,1.3,1.3,0.3,1.7,21.8,0,0,-3,12827676,0.0025655352
129,Hakim Warrick,MEM,26,82,24,58,24.7,11.6,4.1,8.5,49.1,0.1,0.3,21.7,3.2,4.6,71.1,1.6,3.4,5,0.8,1.2,0.6,0.5,2.1,20.7,5,0,-2.1,2119102,0.0004238204
130,Andrei Kirilenko,UTA,28,67,42,25,27.3,11.6,3.8,8.5,44.9,0.3,1.1,27.4,3.6,4.6,78.5,1.3,3.5,4.8,2.6,1.8,1.2,1.1,1.9,26.6,6,0,4,15106000,0.0030212
131,Al Horford,ATL,23,67,41,26,33.5,11.5,4.7,8.9,52.5,0,0,0,2.2,3.1,72.7,2.2,7.1,9.3,2.4,1.5,0.8,1.4,2.8,31.5,20,0,0.2,4023720,0.000804744
132,Andres Nocioni,SAC,29,76,27,49,26.2,11.4,3.9,9.2,42.7,1.6,4.1,39.9,1.9,2.4,79.2,0.7,4,4.8,1.3,1.5,0.5,0.4,3.4,20.5,3,0,0,8000000,0.0016
133,Spencer Hawes,SAC,21,77,15,62,29.3,11.4,4.8,10.4,46.6,0.5,1.5,34.8,1.2,1.8,66.2,1.9,5.2,7.1,1.9,2.1,0.6,1.2,3.2,26.1,14,0,-6.9,2180760,0.000436152
134,Lamar Odom,LAL,29,78,61,17,29.7,11.3,4.4,9,49.2,0.4,1.3,32,2.1,3.3,62.3,2.3,5.9,8.2,2.6,1.8,1,1.3,3,30,18,0,8.9,14148596,0.0028297192
135,Rasual Butler,NOH,30,82,49,33,31.9,11.2,4.2,9.8,43.3,1.7,4.4,39,1,1.3,78.2,0.6,2.7,3.3,0.9,0.7,0.6,0.7,1.9,20,1,0,-0.2,3630000,0.000726
136,Aaron Brooks,HOU,24,80,52,28,25,11.2,4,9.8,40.4,1.4,3.9,36.6,1.9,2.2,86.6,0.4,1.6,2,3,1.6,0.6,0.1,1.9,18.5,2,0,2.1,1045560,0.000209112
137,Chris Duhon,NYK,26,79,31,48,36.8,11.1,3.6,8.6,42.1,1.6,4.1,39.1,2.3,2.6,85.6,0.6,2.5,3.1,7.2,2.8,0.9,0.1,1.6,25.8,13,0,-2.8,5585000,0.001117
138,Kevin Love,MIN,20,81,24,57,25.3,11.1,3.9,8.5,45.9,0,0.2,10.5,3.3,4.1,78.9,3.4,5.7,9.1,1,1.5,0.4,0.6,2.5,25.2,29,0,-3.3,3163680,0.000632736
139,Jason Thompson,SAC,22,82,17,65,28.1,11.1,4.3,8.7,49.7,0,0.1,0,2.4,3.5,69.2,2.9,4.5,7.4,1.1,1.8,0.6,0.7,3.8,23.7,17,0,-3.5,1893840,0.000378768
140,Steve Blake,POR,29,69,46,23,31.7,11,4,9.4,42.8,2,4.8,42.7,0.9,1.1,84,0.4,2.1,2.5,5,1.6,1,0.1,1.8,23.2,4,0,5.7,4250000,0.00085
141,Beno Udrih,SAC,26,73,14,59,31.1,11,4.4,9.5,46.1,0.5,1.5,31,1.7,2.1,82,0.6,2.4,3,4.7,2.2,1.1,0.2,2.6,23.3,1,0,-4.9,5585000,0.001117
142,Mike Conley,MEM,21,82,24,58,30.6,10.9,3.9,8.9,44.2,1.1,2.6,40.6,2,2.4,81.7,0.3,3.1,3.4,4.3,1.7,1.1,0.1,1.8,23.3,2,0,-3.5,3630480,0.000726096
143,Nick Young,WAS,24,82,19,63,22.4,10.9,4.1,9.2,44.4,0.7,2,34.1,2,2.4,85,0.4,1.5,1.8,1.2,1.1,0.5,0.2,1.7,15.8,0,0,-1.7,1602960,0.000320592
144,Tyrus Thomas,CHI,22,79,39,40,27.5,10.8,3.9,8.6,45.1,0,0.1,33.3,3,3.8,78.3,1.9,4.6,6.4,1,1.6,1.2,1.9,2.8,27.6,18,0,-2.4,3749880,0.000749976
145,Anthony Parker,TOR,34,80,31,49,33,10.7,4,9.4,42.6,1.2,3,39,1.5,1.8,83.4,0.6,3.4,4,3.4,1.4,1.3,0.2,1.8,23.4,0,0,-1.1,4550000,0.00091
146,Udonis Haslem,MIA,29,75,40,35,34.1,10.6,4.4,8.6,51.8,0,0,0,1.7,2.3,75.3,2.3,6,8.2,1.1,1.1,0.6,0.3,2.7,23.8,20,0,0.5,6575000,0.001315
147,Rudy Fernandez,POR,24,78,52,26,25.6,10.4,3.4,8.1,42.5,2,5.1,39.9,1.5,1.8,83.9,0.6,2.1,2.7,2,1.1,0.9,0.2,1.4,18.7,0,0,3,,
148,Marcus Camby,LAC,35,62,16,46,31.1,10.3,4.1,8,51.2,0,0.1,25,2.1,2.9,72.5,2.6,8.5,11.1,2,1.5,0.8,2.1,2.1,34.1,25,0,-3.3,10000000,0.002
149,Matt Barnes,PHX,29,77,42,35,27,10.2,3.7,8.8,42.3,1.5,4.4,34.3,1.3,1.8,74.3,1,4.4,5.5,2.8,1.7,0.7,0.3,2.7,22.3,5,0,0.7,797581,0.0001595162
150,Quentin Richardson,NYK,29,72,29,43,26.3,10.2,3.6,9.3,39.3,1.7,4.6,36.5,1.2,1.6,76.1,1,3.4,4.4,1.6,1,0.7,0.1,1.8,19.2,1,0,-1.6,8685500,0.0017371
151,Anthony Morrow,GSW,23,67,23,44,22.6,10.1,3.8,8,47.8,1.3,2.7,46.7,1.2,1.4,87,1.2,1.8,3,1.2,0.8,0.5,0.2,1.9,16.8,2,0,-0.8,442114,8.84E-05
152,Craig Smith,MIN,25,74,22,52,19.7,10.1,3.9,6.9,56.2,0,0,0,2.3,3.4,67.7,1.3,2.5,3.8,1.1,1.4,0.4,0.3,2.5,16.9,1,0,-2.3,2500000,0.0005
153,Andray Blatche,WAS,22,71,17,54,24,10,4.2,8.9,47.1,0.1,0.3,23.8,1.6,2.3,70.4,1.8,3.5,5.3,1.7,1.6,0.7,1,3,22.6,7,0,-2.8,2739669,0.0005479338
154,Mario Chalmers,MIA,23,82,43,39,32,10,3.4,8.1,42,1.4,3.8,36.7,1.8,2.4,76.7,0.5,2.3,2.8,4.9,2,2,0.1,2.9,24.8,1,0,0.4,700000,0.00014
155,Derek Fisher,LAL,34,82,65,17,29.8,9.9,3.6,8.4,42.4,1.5,3.7,39.7,1.3,1.6,84.6,0.3,2,2.3,3.2,0.9,1.2,0.1,2.3,20.3,1,0,6.6,4700000,0.00094
156,Linas Kleiza,DEN,24,82,54,28,22.2,9.9,3.5,7.9,44.7,1.1,3.3,32.6,1.8,2.5,72.5,1.1,2.9,4,0.8,1,0.4,0.2,1.9,16.5,0,0,0.2,1824493,0.0003648986
157,Mike Miller,MIN,29,73,22,51,32.3,9.9,3.6,7.5,48.2,1.2,3.1,37.8,1.5,2,73.2,1,5.6,6.6,4.5,2,0.4,0.4,1.9,25,7,0,-3.4,9028575,0.001805715
158,Kirk Hinrich,CHI,28,51,28,23,26.2,9.9,3.6,8.2,43.7,1.4,3.3,40.8,1.3,1.7,79.1,0.3,2.1,2.4,3.9,1.7,1.3,0.4,2.5,21.8,0,0,4,10000000,0.002
159,Sebastian Telfair,MIN,24,75,23,52,27.9,9.8,3.6,9.3,38.3,1,2.8,34.6,1.7,2.1,81.9,0.4,1.3,1.7,4.6,1.9,1,0.2,2.5,20.2,2,0,-1.1,2300000,0.00046
160,Keyon Dooling,NJN,29,77,32,45,26.9,9.7,3.4,7.8,43.6,1.3,3.1,42.1,1.6,2,82.5,0.3,1.7,2,3.5,1.4,0.9,0.1,1.8,19.1,2,0,-3,3300000,0.00066
161,Von Wafer,HOU,23,63,41,22,19.4,9.7,3.6,8.1,44.7,1,2.6,39,1.4,1.9,75.2,0.3,1.5,1.8,1.1,0.9,0.6,0.1,1.1,14.9,0,0,1.7,797581,0.0001595162
162,Michael Finley,SAS,36,81,54,27,28.8,9.7,3.7,8.5,43.7,1.6,3.9,41.1,0.6,0.8,82.3,0.3,3,3.3,1.4,0.8,0.5,0.2,1,17,0,0,2.1,2500000,0.0005
163,Nenad Krstic,OKC,25,46,17,29,24.8,9.7,4.2,8.8,46.9,0,0,0,1.4,1.7,79.7,1.8,3.7,5.5,0.6,1,0.5,1.1,2.5,20.8,1,0,-2.9,4778548,0.0009557096
164,Brendan Haywood,WAS,29,6,2,4,29.2,9.7,4,8.3,48,0,0,0,1.7,3.5,47.6,2.2,5.2,7.3,1.3,1.5,0.7,2.5,2.3,28.5,2,0,-4.7,5500000,0.0011
165,Antonio Mcdyess,DET,34,62,28,34,30.1,9.6,4.3,8.5,51,0,0,0,1,1.4,69.8,3,6.8,9.8,1.3,0.8,0.7,0.8,3.1,27,16,0,-1.1,600532,0.0001201064
166,Luke Ridnour,MIL,28,72,29,43,28.2,9.6,3.5,8.6,40.3,0.8,2.2,35,1.8,2.1,86.9,0.5,2.6,3,5.1,1.8,1.3,0.2,2.8,23.5,6,0,-1.1,6500000,0.0013
167,Rashad Mccants,SAC,24,58,10,48,19,9.6,3.3,8.4,39.3,1.1,3.3,33.3,1.8,2.4,75.9,0.4,1.5,1.9,1.2,1.1,0.8,0.2,1.8,15.6,0,0,-3.1,2620126,0.0005240252
168,C.J. Watson,GSW,25,77,25,52,24.5,9.5,3.3,7.3,45.7,0.6,1.6,40,2.2,2.5,87,0.5,2,2.5,2.7,1.2,1.2,0.1,1.8,19.2,1,0,-1.2,711517,0.0001423034
169,Mickael Pietrus,ORL,27,54,38,16,24.6,9.4,3.3,7.9,41.3,1.5,4.1,35.9,1.4,2,70.9,0.8,2.4,3.3,1.2,1,0.6,0.4,2.3,17.2,2,0,2.6,5300000,0.00106
170,Carl Landry,HOU,25,69,44,25,21.3,9.2,3.5,6.1,57.4,0,0,33.3,2.3,2.8,81.3,1.8,3.2,5,0.6,1,0.4,0.4,2.4,17.6,2,0,0.5,3000000,0.0006
171,Daequan Cook,MIA,22,75,41,34,24.4,9.1,3.2,8.6,37.5,2,5.3,38.7,0.7,0.7,87.5,0.3,2.3,2.5,0.9,0.6,0.5,0.1,1.7,15,0,0,-0.1,1273200,0.00025464
172,Cj Miles,UTA,22,72,42,30,22.5,9.1,3.6,7.8,45.9,0.9,2.5,35.2,1.1,1.2,87.6,0.6,1.7,2.3,1.5,0.9,0.6,0.2,2.6,15.8,1,0,0.3,3700000,0.00074
173,Kyle Korver,UTA,28,78,46,32,24,9,3.1,7.2,43.8,1.3,3.4,38.6,1.4,1.6,88.2,0.4,2.9,3.3,1.8,1.2,0.6,0.4,2.2,17.5,0,0,2,4956818,0.0009913636
174,Jason Kidd,DAL,36,81,50,31,35.6,9,3.2,7.6,41.6,1.6,4,40.6,1.1,1.3,81.9,1,5.1,6.2,8.7,2.3,2,0.5,2.1,34.5,19,3,4,21372000,0.0042744
175,James Posey,NOH,32,75,45,30,28.5,8.9,2.9,7,41.2,1.5,4.2,36.9,1.6,1.9,82.2,0.5,4.3,4.8,1.1,1.1,0.8,0.3,2.9,18.4,3,0,0.6,5585000,0.001117
176,Trevor Ariza,LAL,24,82,65,17,24.4,8.9,3.3,7.3,46,0.7,2.3,31.9,1.5,2.1,71,1.4,2.9,4.3,1.8,1.1,1.7,0.3,2,21.5,1,0,3.4,3100000,0.00062
177,Dj White,OKC,22,7,2,5,18.5,8.9,3.7,7.1,52,0,0,0,1.4,1.9,76.9,1.4,3.1,4.6,0.9,0.4,0.4,0.7,1.4,18.6,1,0,0,,
177,Marco Belinelli,GSW,23,42,13,29,21,8.9,3.3,7.5,44.2,1.2,3.1,39.7,1,1.2,76.9,0.2,1.5,1.7,2.1,1.4,0.9,0,1.7,15.3,0,0,-1.9,1446720,0.000289344
179,Greg Oden,POR,21,61,40,21,21.5,8.9,3.2,5.8,56.4,0,0,0,2.4,3.7,63.7,2.8,4.2,7,0.5,1.4,0.4,1.1,3.9,21.2,16,0,2.8,5011680,0.001002336
180,Tyson Chandler,NOH,26,45,30,15,32.1,8.8,3.6,6.3,56.5,0,0,0,1.7,3,57.9,3.6,5.1,8.7,0.5,1.6,0.3,1.2,3.2,23.2,15,0,4.3,11350000,0.00227
181,Mike James,WAS,34,61,17,44,27,8.7,3.2,8.4,38.3,1.1,3,37.5,1.1,1.3,82.9,0.4,1.8,2.2,3.3,1.5,0.7,0.1,1.8,17.2,0,0,-5.2,6244093,0.0012488186
182,Jarvis Hayes,NJN,27,74,32,42,24.8,8.7,3.5,7.8,44.5,1.3,3.3,38.5,0.5,0.7,69.2,0.4,3.2,3.6,0.7,0.7,0.7,0.1,2.2,15.9,0,0,0,1910000,0.000382
183,Yi Jianlian,NJN,21,61,26,35,23.3,8.6,3.1,8.2,38.2,0.8,2.3,34.3,1.6,2,77.2,1.1,4.2,5.3,1,1.1,0.5,0.6,2.6,18.5,3,0,-1.8,2986080,0.000597216
184,Anderson Varejao,CLE,26,81,65,16,28.5,8.6,3.3,6.2,53.6,0,0,0,1.9,3.1,61.6,2,5.1,7.2,1,1,0.9,0.8,3,22.9,9,0,5.4,5784480,0.001156896
185,Eddie House,BOS,31,81,61,20,18.3,8.5,3.1,6.9,44.5,1.9,4.2,44.4,0.5,0.7,79.2,0.1,1.8,1.9,1.1,0.7,0.8,0.1,1.4,14.4,0,0,2.4,2650000,0.00053
186,Kendrick Perkins,BOS,24,76,57,19,29.6,8.5,3.6,6.3,57.7,0,0,0,1.3,2.1,60,2.7,5.5,8.1,1.3,2.2,0.3,2,3.3,24.8,12,0,4.4,4578880,0.000915776
187,Tim Thomas,CHI,32,64,26,38,19.5,8.5,3,6.8,43.2,1.2,3,41.3,1.4,1.9,73.6,0.7,2.5,3.1,1.1,1.1,0.5,0.2,2.3,14.8,1,0,0.6,6049400,0.00120988
188,Brandon Bass,DAL,24,81,49,32,19.4,8.5,3.1,6.3,49.6,0,0.1,0,2.2,2.6,86.7,1.6,2.9,4.5,0.5,1.1,0.3,0.7,1.7,16.7,4,0,0.9,826269,0.0001652538
189,Willie Green,PHI,27,81,41,40,22.6,8.5,3.5,8.1,43.5,0.6,2,31.7,0.8,1,72.9,0.4,1.2,1.6,2,0.8,0.7,0.2,1.9,14.9,0,0,0,3388000,0.0006776
190,Courtney Lee,ORL,23,77,56,21,25.2,8.4,3.2,7,45,1.1,2.6,40.4,1,1.2,83,0.2,2.1,2.3,1.2,0.9,1,0.2,2,15.5,0,0,3.1,1176240,0.000235248
191,Charlie Bell,MIL,30,70,29,41,25.5,8.4,3.1,7.5,41.4,1.2,3.4,36.3,0.9,1.1,82.5,0.5,1.5,1.9,2.2,1.1,0.7,0.1,2,15.3,0,0,-1.6,3354480,0.000670896
192,Brandan Wright,GSW,21,39,11,28,17.6,8.3,3.3,6.3,52.8,0,0.1,0,1.6,2.2,74.1,1.6,2.4,4,0.5,0.6,0.6,0.9,1.9,17.9,2,0,-1.7,2497320,0.000499464
193,Matt Bonner,SAS,29,81,54,27,23.8,8.2,3.3,6.6,49.6,1.5,3.3,44,0.2,0.3,73.9,1.2,3.6,4.8,1,0.5,0.6,0.3,2.3,17.7,1,0,4.2,2978000,0.0005956
194,Nick Collison,OKC,28,71,18,53,25.8,8.2,3.4,6,56.8,0,0,0,1.4,1.9,72.1,2.5,4.3,6.9,0.9,1,0.7,0.7,3.4,21.1,11,0,-3,6350000,0.00127
195,Jason Kapono,TOR,28,80,33,47,22.9,8.2,3.3,7.6,43.2,1.2,2.9,42.8,0.4,0.5,81,0.3,1.7,2,1.3,0.9,0.3,0,1.8,12.7,0,0,-1.7,5784480,0.001156896
196,Brandon Rush,IND,23,75,33,42,24,8.1,3.2,7.7,42.3,1,2.8,37.3,0.6,0.9,69.7,0.5,2.7,3.1,0.9,1,0.5,0.5,1.7,15.2,2,0,-2.4,,
197,Anthony Randolph,GSW,19,63,21,42,17.9,7.9,3.2,6.8,46.2,0,0.1,0,1.6,2.2,71.6,2,3.7,5.8,0.8,1.3,0.7,1.2,2.2,20.3,8,0,-1.5,1709280,0.000341856
198,Bobby Simmons,NJN,29,71,30,41,24.4,7.8,2.8,6.2,44.9,1.6,3.7,44.7,0.6,0.8,74.1,1,2.9,3.9,1.3,0.9,0.7,0.1,2.6,16.1,1,0,0.2,10602667,0.0021205334
199,Daniel Gibson,CLE,23,75,60,15,23.9,7.8,2.7,7,39.1,1.4,3.8,38.2,0.9,1.1,76.7,0.4,1.7,2.1,1.8,0.8,0.6,0.2,2.2,14.5,0,0,2.8,3700000,0.00074
200,J.J. Barea,DAL,25,79,50,29,20.3,7.8,3.1,7.1,44.2,0.7,1.9,35.7,0.9,1.2,75.3,0.5,1.8,2.2,3.4,1.3,0.5,0.1,1.5,15.9,0,0,0.2,1500000,0.0003
201,Tony Allen,BOS,27,46,37,9,19.3,7.8,3,6.2,48.2,0.1,0.6,22.2,1.7,2.4,72.5,0.5,1.8,2.3,1.4,1.7,1.2,0.5,2.1,16,0,0,2.1,2500000,0.0005
202,Marreese Speights,PHI,21,79,41,38,16,7.7,3.2,6.4,50.2,0,0.1,25,1.3,1.7,77.3,1.6,2.2,3.7,0.4,0.6,0.3,0.7,2.3,15.3,1,0,-1,1542600,0.00030852
203,Leon Powe,BOS,25,70,52,18,17.5,7.7,2.5,4.8,52.4,0,0,0,2.6,3.8,68.9,2.1,2.9,4.9,0.7,1.1,0.3,0.5,2.7,16.2,5,0,2.7,797581,0.0001595162
204,Joey Graham,TOR,27,78,31,47,19.8,7.7,3,6.2,48.1,0,0.2,18.8,1.7,2.1,82.5,1.2,2.5,3.7,0.6,0.9,0.4,0.2,2.4,13.9,1,0,-1.6,2449184,0.0004898368
205,Kyle Lowry,HOU,23,77,32,45,21.8,7.6,2.5,5.6,43.5,0.3,1.3,25.5,2.4,2.9,80.1,0.3,2.1,2.5,3.6,1.5,0.9,0.2,1.9,17.7,1,0,-2.3,1163520,0.000232704
206,Desmond Mason,OKC,31,39,11,28,27.3,7.5,3.2,7.3,43.5,0,0.1,0,1.2,2.2,54.1,1.1,3,4,1.2,1.4,0.4,0.8,2.5,16.2,1,0,-1.7,5300000,0.00106
207,Bobby Jackson,SAC,36,71,16,55,20.9,7.5,2.7,6.8,39.8,0.8,2.8,30.5,1.2,1.4,85.1,0.6,2.2,2.8,2,0.9,0.9,0.1,1.4,15.8,2,0,-2.6,6487888,0.0012975776
208,Ryan Anderson,NJN,21,66,28,38,19.9,7.4,2.4,6.2,39.3,1,2.9,36.5,1.5,1.8,84.5,1.6,3.1,4.7,0.8,1,0.7,0.3,2.4,16.2,3,0,-0.3,1225200,0.00024504
209,Darius Songaila,WAS,31,77,18,59,19.8,7.4,3.2,5.9,53.2,0,0,0,1,1.2,88.9,1,2,2.9,1.2,1,0.8,0.3,2.6,15,0,0,-1.6,4235000,0.000847
210,Antoine Wright,DAL,25,65,38,27,23.9,7.3,2.8,6.6,41.5,0.7,2.3,30.2,1.1,1.5,74.7,0.5,1.6,2.1,1.2,0.8,0.7,0.4,2.6,14.1,0,0,0.8,1800000,0.00036
211,Fred Jones,LAC,30,52,11,41,28.8,7.3,2.5,6.1,40.7,1,2.8,36.7,1.3,1.6,81.5,0.4,2,2.4,3.6,1.3,1,0.2,2.2,18,1,0,-5,459782,9.20E-05
212,Shane Battier,HOU,30,60,40,20,33.9,7.3,2.4,5.9,41,1.5,4,38.4,0.9,1.1,82.1,0.9,3.9,4.8,2.3,0.8,0.8,0.9,1.9,20.7,0,0,4.2,6448900,0.00128978
213,Luc Mbah A Moute,MIL,22,82,34,48,25.8,7.2,2.8,6,46.2,0,0,0,1.7,2.3,72.9,2.3,3.6,5.9,1.1,1.2,1.1,0.5,2.5,19.6,4,0,-0.4,757000,0.0001514
214,Jamario Moon,MIA,29,80,33,47,25.9,7.2,2.8,5.9,46.8,0.8,2.3,35.5,0.9,1,85,0.7,3.8,4.6,1.2,0.5,1.1,0.8,1.7,19.4,1,0,-0.2,711517,0.0001423034
215,Chris Wilcox,NYK,26,62,15,47,16.9,7.2,3,6,49.7,0,0.1,0,1.3,2.3,56.4,1.5,2.9,4.5,0.8,1.2,0.4,0.3,2.2,14.5,3,0,-2.9,6750000,0.00135
216,Will Bynum,DET,26,57,26,31,14.1,7.2,2.7,6,45.6,0.1,0.3,15.8,1.7,2.1,79.8,0.3,1,1.3,2.8,1.3,0.6,0,1.5,13.5,1,0,0.6,711517,0.0001423034
217,Rodney Carney,MIN,25,67,19,48,17.9,7.2,2.6,6.3,41.6,1.2,3.4,35,0.7,1,75.8,0.5,1.3,1.9,0.4,0.6,0.7,0.4,1.4,12.7,0,0,-2.2,1655760,0.000331152
218,Maurice Evans,ATL,30,80,45,35,23,7.2,2.6,6,43.2,1.2,3.1,39.5,0.8,0.9,82.2,1.1,1.9,3,0.7,0.5,0.6,0.1,2,13.5,1,0,-0.6,2500000,0.0005
219,Roy Hibbert,IND,22,70,29,41,14.4,7.1,2.8,6,47.1,0,0,0,1.4,2.1,66.7,1.6,1.8,3.5,0.7,0.8,0.3,1.1,3.1,15.6,0,0,-0.9,1465440,0.000293088
220,Wally Szczerbiak,CLE,32,74,60,14,20.6,7,2.4,5.4,45,0.9,2.3,41.1,1.2,1.4,84.9,0.6,2.6,3.1,1.1,0.7,0.4,0.1,1.8,13.2,1,0,1.9,13775000,0.002755
221,Glen Davis,BOS,23,76,59,17,21.5,7,2.6,5.9,44.2,0,0.1,40,1.7,2.3,73,1.6,2.4,4,0.9,0.9,0.7,0.3,3,15,3,0,1.2,711517,0.0001423034
222,Steve Novak,LAC,26,71,16,55,16.4,6.9,2.5,5.6,44.4,1.7,4,41.6,0.3,0.3,91.3,0.3,1.5,1.8,0.6,0.3,0.3,0.1,1,10.6,0,0,-2.6,797581,0.0001595162
223,Vladimir Radmanovic,CHA,28,78,53,25,18.5,6.9,2.5,6,42.1,1.3,3.4,40.1,0.6,0.7,74.1,0.6,2.3,2.8,1,1.3,0.6,0.2,1.4,13,0,0,1,6049400,0.00120988
224,Rasho Nesterovic,IND,33,70,30,40,17.3,6.8,3.2,6.2,51.3,0,0,0,0.4,0.5,78.1,1.3,2.1,3.4,1.6,0.9,0.4,0.5,2.4,15.2,2,0,-1.5,8400000,0.00168
225,Joakim Noah,CHI,24,80,39,41,24.2,6.7,2.6,4.7,55.6,0,0,0,1.5,2.3,67.6,3.1,4.5,7.6,1.3,1,0.6,1.4,3,22.7,10,0,0.8,2295480,0.000459096
226,Deshawn Stevenson,WAS,28,32,7,25,27.7,6.6,2.3,7.2,31.2,1.1,4,27.1,1,1.9,53.3,0.3,2,2.4,3.1,1,0.7,0.1,1.3,15.2,0,0,-5.5,3616072,0.0007232144
227,Earl Watson,OKC,30,68,19,49,26.1,6.6,2.6,6.7,38.4,0.3,1.3,23.5,1.2,1.6,75.5,0.5,2.2,2.7,5.8,2.3,0.7,0.2,2,18.8,2,0,-3.8,6200000,0.00124
228,Joe Smith,CLE,33,57,25,32,19.3,6.6,2.7,5.8,46.8,0.1,0.1,42.9,1,1.4,72,1.6,3.1,4.6,0.7,0.4,0.3,0.7,2.1,15.7,1,0,-0.5,1200000,0.00024
229,Javale Mcgee,WAS,21,75,17,58,15.2,6.5,2.5,5.2,49.4,0,0,0,1.4,2.2,66,1.6,2.3,3.9,0.3,0.8,0.4,1,2.1,15.2,4,0,-3.9,1392240,0.000278448
230,Ricky Davis,LAC,29,36,9,27,21.8,6.4,2.3,6.8,33.9,1,3.1,31.5,0.9,1,86.1,0.3,1.4,1.7,2.3,1.1,0.5,0.1,1.8,12.8,0,0,-6.4,2300000,0.00046
231,Jordan Farmar,LAL,22,65,52,13,18.3,6.4,2.5,6.3,39.1,0.8,2.2,33.6,0.7,1.2,58.4,0.3,1.5,1.8,2.4,1.3,0.9,0.2,1.6,13.9,0,0,0.3,1080000,0.000216
232,Samuel Dalembert,PHI,29,82,41,41,24.8,6.4,2.6,5.3,49.8,0,0,0,1.1,1.5,73.4,2.6,5.9,8.5,0.2,1.4,0.4,1.8,3,22.1,13,0,0.6,11238564,0.0022477128
233,Chris Andersen,DEN,30,71,45,26,20.6,6.4,2.3,4.1,54.8,0,0.1,20,1.8,2.5,71.8,2.3,3.9,6.2,0.4,1,0.6,2.5,2.5,22.6,5,0,1.4,797581,0.0001595162
234,Zaza Pachulia,ATL,25,77,45,32,19.1,6.2,2.1,4.2,49.7,0,0,0,2.1,3,70.9,2.2,3.4,5.7,0.7,1.2,0.5,0.3,2.7,15.3,4,0,1.6,4000000,0.0008
235,Corey Brewer,MIN,23,15,4,11,20.5,6.2,2.5,6,41.1,0.3,0.8,41.7,0.9,1.3,73.7,1.2,2.1,3.3,1.7,0.9,1,0.2,2.5,15.4,0,0,-0.4,2725920,0.000545184
236,Jeff Foster,IND,32,74,31,43,24.7,6.1,2.4,4.8,50.1,0,0.1,28.6,1.3,2,65.8,2.9,4,6.9,1.8,1.2,0.7,0.7,3.1,19.9,5,0,1.3,5500000,0.0011
237,Danilo Gallinari,NYK,20,28,14,14,14.7,6.1,2,4.5,44.8,1.1,2.6,44.4,0.9,1,96.3,0.5,1.5,2,0.5,0.5,0.5,0.1,1.7,10.6,0,0,1.8,2873520,0.000574704
238,Jj Redick,ORL,25,64,48,16,17.4,6,1.8,4.7,39.1,1,2.8,37.4,1.3,1.5,87.1,0.1,1.6,1.7,1.1,0.8,0.3,0,1.1,9.9,0,0,1.9,2139720,0.000427944
239,Ronny Turiaf,GSW,26,79,28,51,21.5,5.9,2.4,4.6,50.8,0,0,0,1.2,1.6,79,1.1,3.4,4.6,2.1,0.9,0.4,2.1,3.1,21.4,2,0,-0.6,4500000,0.0009
240,Shaun Livingston,OKC,23,12,4,8,19.3,5.9,2.6,5,51.7,0,0,0,0.8,0.8,90,0.3,2.1,2.3,1.7,0.8,0.6,0.2,1,12.7,0,0,-4.5,854957,0.0001709914
